entity_type,entity_id,center_name,identity_source_id,identity_record_id,identity_basis
county,10600025,حمیدیه,geonames-iran-2026-09-19,132105,geonames_admin_feature
county,10600026,آغاجاری,coordinate-center-verification-2026-09-19,county:10600026,verified_override
county,10600027,کوت عبداله,coordinate-center-verification-2026-09-19,county:10600027,verified_override
county,10600028,الوان,coordinate-center-verification-2026-09-19,county:10600028,verified_override
county,10600029,دهدز,coordinate-center-verification-2026-09-19,county:10600029,verified_override
county,10600030,صیدون,coordinate-center-verification-2026-09-19,county:10600030,verified_override
county,10700010,کازرون,geonames-iran-2026-09-19,128321,geonames_admin_feature
county,10700011,لار,geonames-iran-2026-09-19,125877,geonames_admin_feature
county,10700012,مرودشت,geonames-iran-2026-09-19,124721,geonames_admin_feature
county,10700013,نورآباد,geonames-iran-2026-09-19,121925,geonames_admin_feature
county,10700014,نی ریز,geonames-iran-2026-09-19,122289,geonames_admin_feature
county,10700015,لامرد,geonames-iran-2026-09-19,125926,geonames_admin_feature
county,10700016,بوانات,geonames-iran-2026-09-19,113723,geonames_admin_feature
county,10700017,ارسنجان,geonames-iran-2026-09-19,142958,geonames_admin_feature
county,10700018,صفاشهر,geonames-iran-2026-09-19,137025,geonames_admin_feature
county,10700019,حاجی آباد,geonames-iran-2026-09-19,132380,geonames_admin_feature
county,10700020,قیر,geonames-iran-2026-09-19,119264,geonames_admin_feature
county,10700021,مهر,geonames-iran-2026-09-19,123485,geonames_admin_feature
county,10700022,فراشبند,geonames-iran-2026-09-19,134781,geonames_admin_feature
county,10700023,سعادت شهر,geonames-iran-2026-09-19,118123,geonames_admin_feature
county,10700024,خنج,geonames-iran-2026-09-19,127382,geonames_admin_feature
county,10700025,سروستان,geonames-iran-2026-09-19,116725,geonames_admin_feature
county,10700026,مصیری,geonames-iran-2026-09-19,124622,geonames_admin_feature
county,10700027,گراش,geonames-iran-2026-09-19,133595,geonames_admin_feature
county,10700028,کوار,geonames-iran-2026-09-19,44439,geonames_admin_feature
county,10700029,خرامه,geonames-iran-2026-09-19,127613,geonames_admin_feature
county,10700030,زرقان,coordinate-center-verification-2026-09-19,county:10700030,verified_override
county,10700031,بیضا,coordinate-center-verification-2026-09-19,county:10700031,verified_override
county,10700032,حسامی,coordinate-center-verification-2026-09-19,county:10700032,verified_override
county,10700033,قایمیه,coordinate-center-verification-2026-09-19,county:10700033,verified_override
county,10700034,باب انار,coordinate-center-verification-2026-09-19,county:10700034,verified_override
county,10700035,آباده طشک,coordinate-center-verification-2026-09-19,county:10700035,verified_override
county,10700036,اوز,coordinate-center-verification-2026-09-19,county:10700036,verified_override
county,10700037,جویم,geonames-iran-2026-09-19,129931,geonames_admin_feature
county,10800010,بردسیر,geonames-iran-2026-09-19,124647,geonames_admin_feature
county,10800011,راور,geonames-iran-2026-09-19,118704,geonames_admin_feature
county,10800012,عنبرآباد,geonames-iran-2026-09-19,143471,geonames_admin_feature
county,10800013,منوجان,geonames-iran-2026-09-19,124914,geonames_admin_feature
county,10800014,کوهبنان,geonames-iran-2026-09-19,126411,geonames_admin_feature
county,10800015,رودبار,geonames-iran-2026-09-19,6928551,geonames_admin_feature
county,10800016,قلعه گنج,geonames-iran-2026-09-19,120323,geonames_admin_feature
county,10800017,محمدآباد,geonames-iran-2026-09-19,123674,geonames_admin_feature
county,10800018,رابر,geonames-iran-2026-09-19,119010,geonames_admin_feature
county,10800019,فهرج,geonames-iran-2026-09-19,134962,geonames_admin_feature
county,10800020,انار,geonames-iran-2026-09-19,143499,geonames_admin_feature
county,10800021,نرماشیر,geonames-iran-2026-09-19,118323,geonames_admin_feature
county,10800022,فاریاب,geonames-iran-2026-09-19,134735,geonames_admin_feature
county,10800023,ارزوییه,coordinate-center-verification-2026-09-19,county:10800023,verified_override
county,10800024,گنبکی,coordinate-center-verification-2026-09-19,county:10800024,verified_override
county,10800025,زهکلوت,coordinate-center-verification-2026-09-19,county:10800025,verified_override
county,10900013,قوچان,geonames-iran-2026-09-19,119115,geonames_admin_feature
county,10900014,کاشمر,geonames-iran-2026-09-19,128447,geonames_admin_feature
county,10900015,گناباد,geonames-iran-2026-09-19,132961,geonames_admin_feature
county,10900016,مشهد,geonames-iran-2026-09-19,124665,geonames_admin_feature
county,10900017,نیشابور,geonames-iran-2026-09-19,122285,geonames_admin_feature
county,10900018,چناران,geonames-iran-2026-09-19,138742,geonames_admin_feature
county,10900019,خواف,geonames-iran-2026-09-19,1160544,geonames_admin_feature
county,10900020,سرخس,geonames-iran-2026-09-19,1159716,geonames_admin_feature
county,10900022,فریمان,geonames-iran-2026-09-19,134809,geonames_admin_feature
county,10900023,بردسکن,geonames-iran-2026-09-19,141349,geonames_admin_feature
county,10900027,رشتخوار,geonames-iran-2026-09-19,118328,geonames_admin_feature
county,10900028,کلات,geonames-iran-2026-09-19,31265,geonames_admin_feature
county,10900029,خلیل آباد,geonames-iran-2026-09-19,128025,geonames_admin_feature
county,10900030,فیض آباد,geonames-iran-2026-09-19,134563,geonames_admin_feature
county,10900031,بجستان,geonames-iran-2026-09-19,141891,geonames_admin_feature
county,10900032,طرقبه,geonames-iran-2026-09-19,112616,geonames_admin_feature
county,10900033,فیروزه,geonames-iran-2026-09-19,31020,geonames_admin_feature
county,10900034,جغتای,geonames-iran-2026-09-19,130091,geonames_admin_feature
county,10900035,دولت آباد,geonames-iran-2026-09-19,135743,geonames_admin_feature
county,10900036,نقاب,geonames-iran-2026-09-19,122375,geonames_admin_feature
county,10900037,باخرز,coordinate-center-verification-2026-09-19,county:10900037,verified_override
county,10900038,سلطان آباد,geonames-iran-2026-09-19,114105,geonames_admin_feature
county,10900039,داورزن,geonames-iran-2026-09-19,137125,geonames_admin_feature
county,10900040,صالح آباد,coordinate-center-verification-2026-09-19,county:10900040,verified_override
county,10900041,ریوش,coordinate-center-verification-2026-09-19,county:10900041,verified_override
county,10900042,خرو,coordinate-center-verification-2026-09-19,county:10900042,verified_override
county,10900043,ششتمد,geonames-iran-2026-09-19,115226,geonames_admin_feature
county,10900044,گلبهار,coordinate-center-verification-2026-09-19,county:10900044,verified_override
county,10900045,عشق آباد,coordinate-center-verification-2026-09-19,county:10900045,verified_override
county,11000010,کاشان,geonames-iran-2026-09-19,6861211,geonames_admin_feature
county,11000011,گلپایگان,geonames-iran-2026-09-19,133037,geonames_admin_feature
county,11000012,زرین شهر,coordinate-center-verification-2026-09-19,county:11000012,verified_override
county,11000013,نایین,coordinate-center-verification-2026-09-19,county:11000013,verified_override
county,11000014,نجف آباد,geonames-iran-2026-09-19,418606,geonames_admin_feature
county,11000015,نطنز,geonames-iran-2026-09-19,122491,geonames_admin_feature
county,11000016,شاهین شهر,geonames-iran-2026-09-19,417472,geonames_admin_feature
county,11000017,مبارکه,geonames-iran-2026-09-19,418625,geonames_admin_feature
county,11000018,آران و بیدگل,geonames-iran-2026-09-19,143122,geonames_admin_feature
county,11000019,تیران,geonames-iran-2026-09-19,418446,geonames_admin_feature
county,11000020,چادگان,geonames-iran-2026-09-19,139780,geonames_admin_feature
county,11000021,دهاقان,geonames-iran-2026-09-19,137057,geonames_admin_feature
county,11000022,دولت آباد,geonames-iran-2026-09-19,418868,geonames_admin_feature
county,11000023,خور,geonames-iran-2026-09-19,127029,geonames_admin_feature
county,11000024,بویین و میاندشت,coordinate-center-verification-2026-09-19,county:11000024,verified_override
county,11000025,تودشک,coordinate-center-verification-2026-09-19,county:11000025,verified_override
county,11000026,نیک آباد,coordinate-center-verification-2026-09-19,county:11000026,verified_override
county,11000027,ورزنه,geonames-iran-2026-09-19,112124,geonames_admin_feature
county,11000028,هرند,coordinate-center-verification-2026-09-19,county:11000028,verified_override
county,11100010,زهک,geonames-iran-2026-09-19,1159302,geonames_admin_feature
county,11100011,دوست محمد,geonames-iran-2026-09-19,1161297,geonames_admin_feature
county,11100012,گلمورتی,geonames-iran-2026-09-19,7102155,geonames_admin_feature
county,11100013,مهرستان,geonames-iran-2026-09-19,1159306,geonames_admin_feature
county,11100014,سوران,geonames-iran-2026-09-19,1159431,geonames_admin_feature
county,11100015,ادیمی,geonames-iran-2026-09-19,1161887,geonames_admin_feature
county,11100016,محمدآباد,coordinate-center-verification-2026-09-19,county:11100016,verified_override
county,11100017,میرجاوه,geonames-iran-2026-09-19,1160258,geonames_admin_feature
county,11100018,قصرقند,geonames-iran-2026-09-19,1159884,geonames_admin_feature
county,11100019,فنوج,geonames-iran-2026-09-19,134894,geonames_admin_feature
county,11100020,بمپور,coordinate-center-verification-2026-09-19,county:11100020,verified_override
county,11100021,نوک آباد,geonames-iran-2026-09-19,1160088,geonames_admin_feature
county,11100022,نگور,coordinate-center-verification-2026-09-19,county:11100022,verified_override
county,11100023,سرباز,geonames-iran-2026-09-19,1159709,geonames_admin_feature
county,11100024,جالق,coordinate-center-verification-2026-09-19,county:11100024,verified_override
county,11100025,اسپکه,coordinate-center-verification-2026-09-19,county:11100025,verified_override
county,11100026,زرآباد,coordinate-center-verification-2026-09-19,county:11100026,verified_override
county,11200010,دهگلان,geonames-iran-2026-09-19,136773,geonames_admin_feature
county,11300010,قروه درگزین,coordinate-center-verification-2026-09-19,county:11300010,verified_override
county,11400010,آلونی,coordinate-center-verification-2026-09-19,county:11400010,verified_override
county,11400011,مال خلیفه,coordinate-center-verification-2026-09-19,county:11400011,verified_override
county,11400012,فرخ شهر,coordinate-center-verification-2026-09-19,county:11400012,verified_override
county,11500010,سراب دوره,geonames-iran-2026-09-19,117345,geonames_admin_feature
county,11500011,چقابل,geonames-iran-2026-09-19,139015,geonames_admin_feature
county,11500012,معمولان,coordinate-center-verification-2026-09-19,county:11500012,verified_override
county,11600010,بدره,geonames-iran-2026-09-19,415694,geonames_admin_feature
county,11600011,توحید,coordinate-center-verification-2026-09-19,county:11600011,verified_override
county,11600012,چوار,coordinate-center-verification-2026-09-19,county:11600012,verified_override
county,11800010,عسلویه,geonames-iran-2026-09-19,142857,geonames_admin_feature
county,11900010,سلطانیه,coordinate-center-verification-2026-09-19,county:11900010,verified_override
county,12100011,بهاباد,geonames-iran-2026-09-19,9533956,geonames_admin_feature
county,12100012,مروست,coordinate-center-verification-2026-09-19,county:12100012,verified_override
county,12100013,زارچ,geonames-iran-2026-09-19,111407,geonames_admin_feature
county,12200010,خمیر,coordinate-center-verification-2026-09-19,county:12200010,verified_override
county,12200011,پارسیان,coordinate-center-verification-2026-09-19,county:12200011,verified_override
county,12200012,سیریک,coordinate-center-verification-2026-09-19,county:12200012,verified_override
county,12200013,سردشت,geonames-iran-2026-09-19,117116,geonames_admin_feature
county,12300010,اسلامشهر,geonames-iran-2026-09-19,449504,geonames_admin_feature
county,12300012,رباط‌کریم,geonames-iran-2026-09-19,118367,geonames_admin_feature
county,12300013,پاکدشت,geonames-iran-2026-09-19,9478811,geonames_admin_feature
county,12300014,فیروزکوه,geonames-iran-2026-09-19,134462,geonames_admin_feature
county,12300016,قدس,geonames-iran-2026-09-19,120292,geonames_admin_feature
county,12300017,ملارد,geonames-iran-2026-09-19,125188,geonames_admin_feature
county,12300018,پیشوا,geonames-iran-2026-09-19,120972,geonames_admin_feature
county,12300019,گلستان,geonames-iran-2026-09-19,32900,geonames_admin_feature
county,12300020,پردیس,geonames-iran-2026-09-19,6681051,geonames_admin_feature
county,12300021,قرچک,geonames-iran-2026-09-19,32767,geonames_admin_feature
county,12400010,سرعین,coordinate-center-verification-2026-09-19,county:12400010,verified_override
county,12400011,اصلاندوز,coordinate-center-verification-2026-09-19,county:12400011,verified_override
county,12400012,تازه کندانگوت,coordinate-center-verification-2026-09-19,county:12400012,verified_override
county,12700010,آزادشهر,geonames-iran-2026-09-19,110831,geonames_admin_feature
county,12700011,رامیان,geonames-iran-2026-09-19,118824,geonames_admin_feature
county,12700012,مراوه,coordinate-center-verification-2026-09-19,county:12700012,verified_override
county,12700013,گمیش تپه,geonames-iran-2026-09-19,40047,geonames_admin_feature
county,12700014,گالیکش,geonames-iran-2026-09-19,134282,geonames_admin_feature
county,12800010,پیش قلعه,coordinate-center-verification-2026-09-19,county:12800010,verified_override
county,12900010,خوسف,geonames-iran-2026-09-19,127098,geonames_admin_feature
county,12900011,طبس,coordinate-center-verification-2026-09-19,county:12900011,verified_override
county,12900012,عشق آباد,coordinate-center-verification-2026-09-19,county:12900012,verified_override
