geonameid	name	asciiname	alternatenames	latitude	longitude	feature_class	feature_code	country_code	cc2	admin1_code	admin2_code	admin3_code	admin4_code	population	elevation	dem	timezone	modification_date
134462	Fīrūzkūh	Firuzkuh	Firuzkuh,Fīrūzkūh,Qasabeh-ye Firuz Kuh,Qaşabeh-ye Fīrūz Kūh,fyrwzkwh,فيروزكوه	35.75674	52.77062	P	PPLA2	IR		26				17453		1943	Asia/Tehran	2026-05-22
134518	Fīrūzābād	Firuzabad	Firuzabad,Fīrūzābād,fyrwz abad,فیروز آباد	28.84459	52.57151	P	PPLA2	IR		07				65417		1316	Asia/Tehran	2026-05-21
134563	Feyẕābād	Feyzabad	Faizabad,Faizābād,Feyzabad,Feyzābād,Feyẕābād,fyd abad,فیض آباد	35.01891	58.78343	P	PPLA2	IR		42				0		931	Asia/Tehran	2024-07-15
134601	Fereydūnshahr	Fereydunshahr	Fareydunshahr,Fareydūnshahr,Fereydunshahr,Fereydūnshahr,Phereidan,frydwn shhr,pereidani,فریدون شهر,ფერეიდანი	32.94195	50.11991	P	PPLA2	IR		28				13603		2540	Asia/Tehran	2026-07-11
134602	Fereydūn Kenār	Fereydun Kenar	Faridun Kinar,Fereidun Kenar,Fereydun Kenar,Fereydunkenar,Fereydūn Kenār,Fereydūnkenār,Fāridūn Kinār,Qasabeh,Qaşabeh,frydwn knar,frydwnknar,فريدون كنار,فريدونكنار	36.68489	52.51917	P	PPLA2	IR		35				34097		-20	Asia/Tehran	2020-11-01
134613	Ferdows	Ferdows	Ferdous,Ferdows,Firdaus,Firdavs,Firdevs,Firdovs,Tun,Tūn,fei er dao si,ferudousu,frdws,Фердоус,Фирдавс,فردوس,フェルドゥース,費爾道斯	34.0185	58.17222	P	PPLA2	IR		41				28965		1279	Asia/Tehran	2026-05-20
134721	Fasā	Fasa	FAZ,Fasa,Fassa,Fasā,fsa,فسا	28.9383	53.6482	P	PPLA2	IR		07				98061		1366	Asia/Tehran	2024-07-25
134735	Fāryāb	Faryab	Fariab,Fariyab,Faryab,Fāryāb,Fārīāb,Pariab,Paryab,Paryāb,Pay Ab,Pārīāb,Pāy Āb,Shahmoradi-ye Faryab,Shahmorādi-ye Fāryāb,faryab,فاریاب	28.0987	57.23181	P	PPLA2	IR		29				4863		660	Asia/Tehran	2026-05-13
134745	Fārūj	Faruj	Farij,Faruj,Fārij,Fārūj,farwj,فاروج	37.23121	58.219	P	PPLA2	IR		43				12061		1183	Asia/Tehran	2025-03-06
134762	Fārsān	Farsan	Farsa,Farsan,Farsian,Farsun,Farsūn,Fārsā,Fārsān,Fārsīān,farsan,فارسان	32.25694	50.56095	P	PPLA2	IR		03				30504		2039	Asia/Tehran	2026-06-01
134781	Farrāshband	Farrashband	Farash,Farashband,Farrash,Farrashband,Farrāsh,Farrāshband,Farāsh,Farāshband,frashbnd,فراشبند	28.86012	52.09452	P	PPLA2	IR		07				20320		776	Asia/Tehran	2025-05-12
134788	Farmahīn	Farmahin	Farmahin,Farmahīn,frmhyn,فرمهين	34.50383	49.68437	P	PPLA2	IR		34				5756		1782	Asia/Tehran	2026-02-17
134809	Farīmān	Fariman	Fariman,Farimun,Farīmān,Farīmūn,fryman,فریمان	35.70685	59.85006	P	PPLA2	IR		42				0		1398	Asia/Tehran	2024-07-25
134894	Fannūj	Fannuj	Fannuj,Fannūj,Fanuch,Fanuj,Fanūj,Fānūch,fnwj,فنوج	26.57527	59.64144	P	PPLA2	IR		04	11963562			13000		717	Asia/Tehran	2024-07-25
134906	Fāmenīn	Famenin	Famanin,Famenin,Faminin,Famīnīn,Fāmanīn,Fāmenīn,famnyn,فامنین	35.11593	48.97336	P	PPLA2	IR		09				14208		1637	Asia/Tehran	2025-05-12
134962	Fahraj	Fahraj	Fahraj,Fahrej,Iranshahr,Irānshahr,Narmashir,Narmāshīr,fhrj,فهرج	28.9502	58.885	P	PPLA2	IR		29				0		680	Asia/Tehran	2014-09-04
135053	Evaz	Evaz	Avaz,Evaz,Evazeh,`Avaz,`Iwaz,awz,اوز,‘Avaz,‘Iwaz	27.7622	54.00417	P	PPL	IR		07				19987		968	Asia/Tehran	2026-01-07
135094	Estahbān	Estahban	Estahban,Estahbanat,Estahbān,Estehbanat,Eşţahbān,Eşţahbānāt,Istehbanat,Istehbānāt,Savanat,Savānāt,Shahr-e Estahbanat,Shahr-e Eşţahbānāt,asthban,استهبان	29.1266	54.0421	P	PPLA2	IR		07				36410		1743	Asia/Tehran	2026-01-13
135175	Eslāmābād-e Gharb	Eslamabad-e Gharb	Eslamabad,Eslamabad-e Gharb,Eslāmābād,Eslāmābād-e Gharb,Harunabad,Hārūnābād,Shahabad,Shahabad-e Gharb,Shāhābād,Shāhābād-e Gharb,aslam abad ghrb,shah abad ghrb,shah‌abad ghrb,اسلام آباد غرب,شاه آباد غرب,شاه‌آباد غرب	34.1089	46.52988	P	PPLA2	IR		13				90559	1335	1338	Asia/Tehran	2025-03-06
135205	Eshtehārd	Eshtehard	Eshtehard,Eshtehārd,Ishtahabad,Ishtahard,ashthard,Īshtahard,Īshtahābād,اشتهارد	35.7255	50.3662	P	PPLA2	IR		44				29993		1161	Asia/Tehran	2025-05-13
135221	‘Eshqābād	`Eshqabad	`Eshqabad,عشق آباد,‘Eshqābād	34.36633	56.92993	P	PPL	IR		41				0		773	Asia/Tehran	2024-07-25
135298	Esfarāyen	Esfarayen	Esfarayen,Esfarāyen,Meyanabad,Meyanābād,Mianabad,Miyanabad,Mīyānābād,Mīānābād,asfrayn,اسفراین	37.07645	57.51009	P	PPLA2	IR		43				59490		1253	Asia/Tehran	2026-05-22
135355	Eqlīd	Eqlid	Eklid,Eklīd,Eqlid,Eqlīd,Iqlid,Iqlīd,Shahrestan-e Eqlid,Shahrestān-e Eqlīd,aqlyd,اقلید	30.89885	52.69701	P	PPLA2	IR		07				44341		2212	Asia/Tehran	2026-05-13
135423	Shahrud	Shahrud	Emamshahr,Emāmshahr,Imamshekhr,RUD,Shahrud,Sharud,Shāhrūd,Shārūd,aimamshahr,shahrwd,sharwd,Имамшехр,اِمامشَهر,شارود,شاهرود	36.41819	54.97628	P	PPL	IR		25				165000		1351	Asia/Tehran	2026-09-14
135743	Dowlatābād	Dowlatabad	Daulatabad,Daulatābad,Dowlatabad,Dowlatābād,dwlt abad,دولت آباد	35.28219	59.51972	P	PPLA2	IR		42				0		1369	Asia/Tehran	2024-07-25
135878	Dorūd	Dorud	Dorood Garan,Dorud,Dorūd,Dow Rud,Dow Rūd,Durud,Dūrūd,dwrwd,Доруд,دورود	33.49218	49.0616	P	PPLA2	IR		23				121638		1454	Asia/Tehran	2026-09-14
136014	Dogonbadan	Dogonbadan	Do Gonbadan,Do Gonbadān,Dogonbadan,Dow Gonbadan,Dow Gonbadān,Du Gunbadan,Du Gunbadān,GCH,Gachsaran,Gachsārān,du gunbadan,gchsaran,دُو گُنبَدان,گچساران	30.3586	50.7981	P	PPL	IR		05				96728		723	Asia/Tehran	2026-06-14
136156	Dīvāndarreh	Divandarreh	Divan Darra,Divandarreh,Diwan Darreh,Dīvan Darra,Dīvāndarreh,Dīwān Darreh,dywandrh,ديواندره	35.9139	47.0239	P	PPLA2	IR		16				34007		1838	Asia/Tehran	2026-02-16
136256	Dezful	Dezful	DEF,Dezfoul,Dezful,Dezfūl,Dizful,Dizful',Dīzfūl,des ful,dezaphula,di zi fu lei,dyzfwl,dzfwl,Дизфуль,دزفول,ديزفول,देज़फूल,เดซฟูล,迪茲富勒	32.38114	48.40581	P	PPLA2	IR		15				264709		143	Asia/Tehran	2026-05-20
136280	Bandar-e Deyr	Bandar-e Deyr	Bandar-e Deyyer,Daiyir,Dayer,Dayir,Dayyer,Deyr,Qal'eh Dir,Qal’eh Dīr,bndr dyr,dyr,qalyih dyr,بندر دیر,دير,قَلئِه دير	27.8399	51.9378	P	PPLA2	IR		22				24083		9	Asia/Tehran	2026-05-13
136399	Delījān	Delijan	Dalijan,Dalijān,Delijan,Delījān,Dilijan,Dilījān,dlyjan,دليجان	33.9905	50.6838	P	PPLA2	IR		34				33508		1522	Asia/Tehran	2024-07-25
136702	Dehlorān	Dehloran	Deh Lovan,Deh Lovān,Deh Luran,Deh Lūrān,Dehloran,Dehlorān,Dekhlorana,dhlran,dih luan,dih lwran,Дехлорана,دهلران,دِه لوران,دِه لُوان	32.6941	47.2679	P	PPLA2	IR		10				46002		224	Asia/Tehran	2024-07-25
136773	Dehgolān	Dehgolan	Deh Gulan,Deh-i-Gulan,Deh-ī-Gūlān,Dehgolan,Dehgolān,dhglan,دهگلان	35.278	47.4184	P	PPLA2	IR		16				0		1818	Asia/Tehran	2024-07-25
136983	Dehdez	Dehdez	Deh Diz,Deh-e Dez,Dehdaz,Dehdez,dhdz,دهدز	31.7096	50.28827	P	PPL	IR		15				5490		1537	Asia/Tehran	2025-05-12
136987	Dehdasht	Dehdasht	Dehdasht,Dehdast,Kuhgiluyeh,dhdsht,dihdast,دهدشت,دِهدَست	30.79337	50.56508	P	PPLA2	IR		05				57036		806	Asia/Tehran	2026-06-30
137013	Sīsakht	Sisakht	Deh Bozorg-e Sisakht,Deh Bozorg-e Sīsakht,Deh Bozorg-e Sīsākht,Deh-e Bozorg Sisakht,Deh-e Bozorg Sīsakht,Sisakht,Sīsakht,dih buzurgi sysakht,sy skht,دِه بُزُرگِ سيساخت,دِه بُزُرگِ سيسَخت,سی سخت	30.86393	51.4559	P	PPLA2	IR		05				7855		2267	Asia/Tehran	2026-05-09
137025	Şafāshahr	Safashahr	Deh Bid,Deh Bīd,Safashahr,dh byd,sfashhr,Şafāshahr,ده بید,صفاشهر	30.6131	53.1954	P	PPLA2	IR		07				26933		2299	Asia/Tehran	2026-05-21
137057	Dehāqān	Dehaqan	Dehaqan,Dehāqān,dhaqan,دهاقان	31.93986	51.64731	P	PPLA2	IR		28	449483			17945		2045	Asia/Tehran	2026-05-13
137125	Dāvarzan	Davarzan	Davarzan,Duvarzan,Duvarzān,Dāvarzan,dawrzn,داورزن	36.35088	56.87547	P	PPLA2	IR		42				0		938	Asia/Tehran	2024-07-25
137268	Sūsangerd	Susangerd	Dasht-e Azadegan,Dasht-e Āzādegān,Dasht-i-Mishan,Dasht-i-Mishān,Dashte' Mishan,Dashte’ Mishan,Khafajiyah,Khafajiyaz,Khafajiyeh,Susangerd,Susangird,Susangurd,Sūsangerd,Sūsangird,Sūsangurd,swsngrd,سوسنگرد	31.5635	48.18958	P	PPLA2	IR		15				51431		15	Asia/Tehran	2026-05-19
137436	Darreh Shahr	Darreh Shahr	Dareh sahr,Darre Szahr,Darreh Shahr,Darreh-ye Shahr,Darrehshahr,Darreshekhr,Deresehr,Dereşehr,Dərəşəhr,Madakto,drh shhr,Даррашаҳр,Даррешехр,Դարեհ շահր,دره شهر,دره‌شهر,دەڕەشار,شهرستان دره‌شهر	33.14447	47.3799	P	PPLA2	IR		10	449461			24961	667	660	Asia/Tehran	2016-07-04
137585	Dargaz	Dargaz	Dargaz,Darreh Gaz,Mohammadabad,Mohammadabad Arbab,Moḩammadābād,Moḩammadābād Arbāb,Muhammadabad,Muhammadābād,drgz,drh gz,دره گز,درگز	37.44447	59.10809	P	PPLA2	IR		42				36762	479	476	Asia/Tehran	2026-05-22
137929	Dārān	Daran	Daran,Darun,Dārān,Dārūn,Fareydan,Faridan,Farīdān,daran,frydn,داران,فریدن	32.98741	50.4108	P	PPLA2	IR		28				20078		2312	Asia/Tehran	2026-04-25
137956	Dārāb	Darab	City of Darius,Darab,Darab-e Do,Darabgerd,Darabkert,Darius-town,Darábgerd,Dārāb,Dārāb-e Do,darab,darab 2,داراب,داراب ٢	28.75171	54.54065	P	PPLA2	IR		07				70232		1125	Asia/Tehran	2026-05-21
138025	Dāmghān	Damghan	Damghan,Dāmghān,damghan,دامغان	36.1679	54.34292	P	PPLA2	IR		25				67694		1154	Asia/Tehran	2024-07-25
138042	Damāvand	Damavand	Damavand,Damāvand,Demavend,Demāvend,Qasabeh-e Damavand,Qaşabeh-e Damāvand,dmawnd,qasabihi damawand,Дамаванд,دماوند,قَصَبِهِ دَماوَند	35.71842	52.06958	P	PPLA2	IR		26				29144		1959	Asia/Tehran	2024-07-18
138742	Chenārān	Chenaran	Chanaran,Chanārān,Chenaran,Chenārān,Chinaran,Chinārān,chnaran,چناران	36.64546	59.12123	P	PPLA2	IR		42				53879		1176	Asia/Tehran	2026-05-22
138799	Chelgard	Chelgard	Chalehgard,Chelgard,Chelgerd,Shur Ab,Shūr Āb,chlgrd,چلگرد	32.4672	50.12229	P	PPLA2	IR		03				2989		2333	Asia/Tehran	2026-05-16
138905	Chavār	Chavar	Chavar,Chavār,Chawar,Chawār,Chuar,Chūār,Kani Chavar,Kani Chawar,Kanī Chawār,Kānī Chavār,chawar,chwar,kany chawar,كانی چَوار,چوار,چَوار	33.6953	46.2979	P	PPL	IR		10				5831		1037	Asia/Tehran	2026-04-21
138989	Charām	Charam	Charam,Charām,Cherum,Tal Gard,Tal Gerd,Tal Gerd Choram,Tal Gerd Chorām,Tall Gerd-e Charam,Tall Gerd-e Charām,chram,tal gard,tal gird,tal gird churam,tl grd chram,تل گرد چرام,تَل گَرد,تَل گِرد,تَل گِرد چُرام,چرام	30.75561	50.74522	P	PPLA2	IR		05	9532947			15218	788	726	Asia/Tehran	2026-03-01
139015	Chaqābol	Chaqabol	Chaqabal,Chaqabol,Chaqābal,Chaqābol,Cheghabal,Cheghābal,Chogha Bol,Choghā Bol,Choqa Bol,Choqā Bol,Rahman,Rahman-e Barkhvordari,Raḩmān,Raḩmān-e Barkhvordārī,chaqabal,chaqabul,chighabal,chqabl,chugha bul,chuqa bul,rahman,rahmani barkhwurdary,rhman,رحمان,رَحمان,رَحمانِ بَرخوُرداری,چقابل,چَقابَل,چَقابُل,چُغا بُل,چُقا بُل,چِغابَل	33.28175	47.50979	P	PPLA2	IR		23				0		1077	Asia/Tehran	2024-07-25
139223	Chālūs	Chalus	Chalus,Chālūs,chalws,Чалус,چالوس	36.655	51.4204	P	PPLA2	IR		35				107490		26	Asia/Tehran	2026-07-13
139780	Chādegān	Chadegan	Chadegan,Chadgan,Chadgun,Chadgūn,Chadugan,Chadūgān,Chādegān,Chādgān,chadgan,چادگان	32.76825	50.62873	P	PPLA2	IR		28				9924		2113	Asia/Tehran	2026-04-01
139817	Bushehr	Bushehr	Abu Shahr,Abu Shehr,Abuschehr,BUZ,Bandar Abu Shehr,Bandar Bushehr,Bandar Būshehr,Bandar-e Bushehr,Bandar-e Būshehr,Bouchehr,Buschehr,Buschir,Busehr,Bushehr,Busher,Bushir,Bushire,Būshehr,Būšehr,bndr bwshhr,bwshhr,bwshihr,Бушер,Бушир,Бӯшеҳр,Бӯшиҳр,بندر بوشهر,بوشهر,بوشِهر	28.96887	50.83657	P	PPLA	IR		22				165377		8	Asia/Tehran	2024-07-25
139889	Būkān	Bukan	Bokan,Bowkan,Bowkān,Bukan,Būkān,bwkan,Букан,بوکان	36.521	46.2089	P	PPLA2	IR		01				193501	1365	1352	Asia/Tehran	2026-05-21
139903	Bū’īn Zahrā	Bu'in Zahra	Bu'in,Bu'in Zahra,Buyin,Būyīn,Bū’īn,Bū’īn Zahrā,bwyyn zhra,بوئین زهرا	35.7669	50.0578	P	PPLA2	IR		38				0		1217	Asia/Tehran	2024-07-25
140044	Borūjerd	Borujerd	Borudzherd,Borujerd,Borūjerd,Burujird,Būrūjīrd,brwjrd,bwrwjyrd,Боруджерд,بروجرد,بوروجيرد	33.8973	48.7516	P	PPLA2	IR		23				251958		1574	Asia/Tehran	2026-05-16
140046	Borūjen	Borujen	Amrujan,Amrūjān,Beroojen,Borujan,Borujen,Borūjen,Borūjān,Burujan,Burūjān,Urujan,Urūjān,aamrwjan,birujin,brwjn,burwjan,اَمروجان,بروجن,بُروجان,بِرُّجِن	31.96523	51.2873	P	PPLA2	IR		03				57071	2197	2230	Asia/Tehran	2026-06-01
140097	Borāzjān	Borazjan	Borazdjan,Borazdzhan,Borazjan,Borazjun,Borāzjān,Borāzjūn,brazjan,burazdjan,Боразджан,برازجان,بُرَزدجَن	29.2699	51.2188	P	PPLA2	IR		22				110567		70	Asia/Tehran	2026-09-14
140380	Bojnūrd	Bojnurd	BJB,Bodzhnurd,Bojnord,Bojnourd,Bojnurd,Bojnūrd,Bujnurd,Bujnūrd,bjnwrd,Боджнурд,بجنورد	37.47473	57.32903	P	PPLA	IR		43				192041		1069	Asia/Tehran	2024-07-25
140463	Bīrjand	Birjand	Birdjand,Birdschand,Birdzhend,Birjand,Bīrjand,XBJ,byrjnd,Бирдженд,Бӣрҷанд,بيرجند,بیرجند	32.86628	59.22114	P	PPLA	IR		41				196982		1459	Asia/Tehran	2024-07-25
140494	Bīleh Savār	Bileh Savar	Bileh Savar,Bīleh Savār,bylh swar,بيله سوار	39.37961	48.35463	P	PPLA2	IR		32				14000		83	Asia/Tehran	2024-07-25
140521	Bījār	Bijar	Bidzhar,Bijar,Bījār,byjar,Биджар,بيجار	35.8668	47.60506	P	PPL	IR		16				50014		1929	Asia/Tehran	2026-04-22
140889	Bonāb	Bonab	Benab,Benāb,Binab,Bināb,Bonab,Bonāb,Bunab,bnab,Бонаб,بناب	37.3404	46.0561	P	PPLA2	IR		33				80359		1288	Asia/Tehran	2024-07-25
140891	Ben	Ben	Bain,Ban,Ben,bn,بن	32.54037	50.74515	P	PPLA2	IR		03				12971		2187	Asia/Tehran	2026-04-25
140918	Behshahr	Behshahr	Ashraf,Behshahr,Bekhshekhr,aashraf,bhshhr,Бехшехр,اَشرَف,بهشهر	36.69235	53.55262	P	PPLA2	IR		35				94702		10	Asia/Tehran	2026-03-04
140951	Behbahān	Behbahan	Behbahan,Behbahān,Behbehan,Behbehān,Bekhbekhan,bhbhan,Бехбехан,بهبهان	30.5959	50.2417	P	PPLA2	IR		15				122604		326	Asia/Tehran	2026-09-14
141015	Māsāl	Masal	Bazar-e Masal,Bāzār-e Māsāl,Masal,Masal-Bazar,Māsāl,Sar-i-Bazar,Sar-i-Bāzar,Sari Bazar Musar,Sārī Bāzār Mūsār,bazar masal,masal,بازار ماسال,ماسال	37.3631	49.1329	P	PPLA2	IR		08				17901		61	Asia/Tehran	2025-05-13
141104	Bastak	Bastak	Bastak,Lastak,bstk,lstk,Бастак,بستک,لَستَك	27.19908	54.36676	P	PPLA2	IR		11	449700			9959		403	Asia/Tehran	2026-06-17
141124	Bāsht	Basht	Basht,Bāsht,basht,باشت,بَشت	30.361	51.15735	P	PPLA2	IR		05				10764		807	Asia/Tehran	2025-05-12
141190	Bārūq	Baruq	Baruq,Bārūq,barwq,باروق	36.9583	46.3249	P	PPL	IR		01				4225		1355	Asia/Tehran	2026-03-04
141349	Bardaskan	Bardaskan	Badar Askan,Badar Askān,Badr Eshkand,Bardaskan,Bardaskand,Bardeshkand,Bardeskan,Bardāskan,Bardāskand,Berdesken,Budraskan,Būdraskān,Bərdəskən,ba er da si kan,baradaskana,brdaskn,brdskn,Бардаскан,Բարդասքան,برداسکن,بردسكن,بردسکن,বারদাস্কান,巴爾達斯坎	35.26218	57.97075	P	PPLA2	IR		42				28233		990	Asia/Tehran	2024-07-22
141584	Bāneh	Baneh	Bane,Baneh,Bani,Bāneh,banh,bani,Бани,بانه,بَنِ	35.9975	45.8853	P	PPLA2	IR		16				110218		1525	Asia/Tehran	2026-05-21
141653	Bandar-e Torkaman	Bandar-e Torkaman	Bandar Shah,Bandar Shāh,Bandar-e Shah,Bandar-e Shāh,Bandar-e Torkaman,Bandar-e Torkeman,Bandar-e Torkman,bandari shah,bandari turkman,bndr trkmn,بندر تركمن,بَندَرِ تُركمَن,بَندَرِ شاه	36.90124	54.07195	P	PPLA2	IR		37				53970		-22	Asia/Tehran	2024-04-16
141663	Bandar-e Māhshahr	Bandar-e Mahshahr	Bandar Ma`sbur,Bandar Ma`shur,Bandar Mah Shahr Terminal,Bandar Mah Sharh,Bandar Mah-Shahr,Bandar Mashur,Bandar Ma‘sbur,Bandar Ma‘shūr,Bandar-Mashour,Bandar-e Ma`shur,Bandar-e Mahshahr,Bandar-e Ma‘shūr,Bandar-e Māhshahr,Bandar-mashoor,Bar Andaz,Bender-Makhshekhr,Bār Andāz,MRX,Mah Shahr,Mahshahr,Markaz-e Bargiri-ye Bandar-e Mah Shahr,Markaz-e Bārgīrī-ye Bandar-e Māh Shahr,Mashur,Māhshahr,bndr mahshhr,Бендер-Махшехр,بندر ماهشهر	30.55655	49.18852	P	PPLA2	IR		15				162797		8	Asia/Tehran	2026-09-14
141665	Bandar-e Lengeh	Bandar-e Lengeh	BDH,Bandar Langeh,Bandar-e Lengeh,Bandar-e-Langeh,Linja,Linjah,bndr lngh,بندر لنگه	26.56207	54.88382	P	PPLA2	IR		11	449702			30435		10	Asia/Tehran	2026-06-15
141673	Bandar-e Gaz	Bandar-e Gaz	Bandar Gaz,Bandar-e Gaz,Bandar-i-Gaz,Bandar-i-Jaz,Bander Gaz,bndr gz,بندر گز	36.77409	53.94798	P	PPLA2	IR		37				20742		-19	Asia/Tehran	2026-03-04
141676	Bandar-e Deylam	Bandar-e Deylam	Bandar Deilam,Bandar Deylam,Bandar Dilam,Bandar Dīlam,Bandar e Deilam,Bandar-e Delam,Bandar-e Deylam,Deilam,Deylam,Dilam,Dīlam,bndr dylm,بندر ديلم	30.0542	50.159	P	PPLA2	IR		22				25730		5	Asia/Tehran	2025-09-20
141679	Bandar-e Anzalī	Bandar-e Anzali	Bandar Anzali,Bandar Pahlavi,Bandar Pahlevi,Bandar-e Anzali,Bandar-e Anzalī,Bandar-e Pahlavi,Bandar-e Pahlavī,Bender-Ehnzeli,Enceli,Enzeli,Pahlavi,Pahlavī,Pahlevi,Pahlevī,Pehlevi,bndr anzly,Бендер-Энзели,بندر انزلی	37.47318	49.45785	P	PPLA2	IR		08				118564		-20	Asia/Tehran	2026-09-14
141681	Bandar Abbas	Bandar Abbas	BND,Bandar Abas,Bandar Abbas,Bandar Abbás,Bandar `Abbas,Bandar `Abbasi,Bandar ‘Abbās,Bandar ‘Abbāsī,Bandar-Abbas,Bandar-Abbasz,Bandar-Abbos,Bandar-Abbász,Bandar-e Abbas,Bandar-e `Abbas,Bandar-e ‘Abbās,Bandare Abasas,Bander Abbas,Bantar Ampas,Bendehr-Abas,Bender Abas,Bender Abbas,Bender Ebbas,Bender-Abbas,Bəndər Abbas,Cambarao,Cambarão,Gombroon,Gumrun,Port Comorao,Port Comorão,a ba si gang,ban dar xab bas,bandaleuabaseu,bandara abbasa,bandara-e-abbasa,bender-abasi,bndr ʻbʼs,bndr ʿbas,gumbrun,Μπαντάρ Αμπάς,Бандар-Аббос,Бендер Абас,Бендер-Аббас,Бендэр-Абас,Բանդեր Աբբաս,בנדר עבאס,بندر عباس,بندرعباس,بَندَر عَبّاسی,بَندَرِ عَبّاس,بەندەر عەباس,گُمبرُّن,बंदर-ए-अब्बास,বন্দর আব্বাস,บันดาร์อับบาส,ბენდერ-აბასი,バンダレ・アッバース,阿巴斯港,반다르아바스	27.1865	56.2808	P	PPLA	IR		11				352173		9	Asia/Tehran	2024-09-05
141736	Bam	Bam	BXR,Bam,bamu,bm,Бам,بم,バム	29.106	58.357	P	PPLA2	IR		29				99268		1061	Asia/Tehran	2018-09-14
141891	Bajestān	Bajestan	Bajestan,Bajestān,Bejestan,Bejestān,Bijestan,Bijistan,Bījestān,Bījistān,bjstan,بجستان	34.51639	58.1845	P	PPLA2	IR		42				0		1259	Asia/Tehran	2024-07-25
142000	Bahār	Bahar	Bahar,Bahār,Bakhar,bhar,Бахар,بهار	34.9072	48.4414	P	PPLA2	IR		09				28645		1722	Asia/Tehran	2024-07-16
142114	Bāgh-e Malek	Bagh-e Malek	Bagh Malek,Bagh-e Malek,Bagh-i-Malik,Bāgh-e Malek,bagh mlk,باغ ملک	31.52398	49.88558	P	PPLA2	IR		15				26343		711	Asia/Tehran	2026-01-01
142247	Bāft	Baft	Baft,Bāft,baft,بافت	29.2331	56.6022	P	PPLA2	IR		29				34517		2268	Asia/Tehran	2025-03-07
142255	Bāfq	Bafq	Bafk,Bafq,Bāfq,bafq,Бафк,بافق	31.6035	55.40249	P	PPLA2	IR		40				45453		991	Asia/Tehran	2026-05-21
142358	Bābolsar	Babolsar	Babolsar,Babul Sar,Bābolsar,Bābul Sar,Mashhad-i-Sar,Mashhadsar,Meshed-i-Sar,bablsr,بابلسر	36.69929	52.65011	P	PPLA2	IR		35				48051		-21	Asia/Tehran	2024-07-24
142363	Bābol	Babol	Babol,Babol',Babul,Balfrush,Barfarush,Barfrush,Barfurush,Bābol,Bābul,Bārfurush,babl,Баболь,بابل	36.55102	52.6786	P	PPLA2	IR		35				202796		1	Asia/Tehran	2024-07-25
142386	Bāb Anār	Bab Anar	Bab Anar,Bab-e Anar,Baba Anar,Baba Na`am,Baba Najm,Baba Nar,Bāb Anār,Bāb-e Anār,Bāba Nār,Bābā Anār,Bābā Najm,Bābā Na‘am,bab anar,باب انار	28.9752	53.21667	P	PPL	IR		07				7061		1316	Asia/Tehran	2026-09-11
142497	Aznā	Azna	Azna,Aznā,Ezna,Eznā,azna,ازنا	33.45643	49.45646	P	PPLA2	IR		23				47489		1862	Asia/Tehran	2026-05-13
142554	Hashtrūd	Hashtrud	Azaran,Hashtrud,Hashtrūd,Sar Eskand,Sar Eskand Khan,Sar Eskand Khān,Sar Eskandar,Saraskand,Sarāskand,hshtrwd,Āz̄arān,هشترود	37.4779	47.0508	P	PPLA2	IR		33				20572		1651	Asia/Tehran	2026-06-21
142567	Shāzand	Shazand	Azadshahr,Shah Zand,Shazand,Shāzand,shaznd,Āzādshahr,شازند	33.93132	49.40629	P	PPLA2	IR		34				21181		1906	Asia/Tehran	2025-05-13
142642	Āvaj	Avaj	Avaj,Aveh,Avej,aawih,aawij,awj,Āvaj,آوج,اَوِج,اَوِه	35.57959	49.22313	P	PPLA2	IR		38				0		1967	Asia/Tehran	2024-07-18
142676	Āstārā	Astara	Astara,astara,Āstārā,Астара,آستارا	38.43084	48.86994	P	PPLA2	IR		08	449649			39065		-22	Asia/Tehran	2022-02-17
142679	Āstāneh-ye Ashrafīyeh	Astaneh-ye Ashrafiyeh	Astane,Astaneh,Astaneh-ye Ashrafiyeh,astanh ashrfyh,Āstāneh,Āstāneh-ye Ashrafīyeh,آستانه اشرفیه	37.26318	49.94325	P	PPLA2	IR		08				44941		-8	Asia/Tehran	2026-07-11
142703	Aşlān Dūz	Aslan Duz	Aslan Duz,Aslandooz,Aslanduz Tepe,Aslāndūz Tepe,Aşlān Dūz,aaslanduz,aaslandwz tipi,aslan dwz,اصلان دوز,اَسلاندوز تِپِ,اَسلَندُّز	39.4439	47.4056	P	PPL	IR		32				6348		154	Asia/Tehran	2025-09-28
142744	Āshtīān	Ashtian	Ashtian,Ashtiyan,Ashtīyan,ashtyan,Āshtīān,آشتيان	34.52298	50.00608	P	PPLA2	IR		34				8763		2073	Asia/Tehran	2026-02-03
142768	Āshkhāneh	Ashkhaneh	Ashkhaneh,ashkhanh,Āshkhāneh,آشخانه	37.5615	56.92125	P	PPLA2	IR		43				25104		743	Asia/Tehran	2026-05-22
142857	Bandar-e ‘Asalūyah	Bandar-e 'Asaluyah	Asalu,Bandar-e `Asalu,Bandar-e `Asaluyah,Bandar-e `Asaluyeh,Bandar-e ‘Asalū,Bandar-e ‘Asalūyah,Bandar-e ‘Asalūyeh,PGU,`Asaluyah,`Asaluyeh,بندر عسلویه,بَندَرِ عَسَلو,عسلويه,‘Asalūyah,‘Asalūyeh	27.47383	52.60782	P	PPLA2	IR		22	9519975			13557		-9999	Asia/Tehran	2026-06-07
