geonameid	name	asciiname	alternatenames	latitude	longitude	feature_class	feature_code	country_code	cc2	admin1_code	admin2_code	admin3_code	admin4_code	population	elevation	dem	timezone	modification_date
117048	Sara'eyn	Sara'eyn	Sar`ein,Sar`eīn,Sara'eyn,Sara’eyn,sarayiyn,سَر عِين,سَرعِين,سَرَئِين	38.15022	48.07068	P	PPL	IR		33				5459		1671	Asia/Tehran	2026-02-27
117111	Sardasht	Sardasht	Sardasht,srdsht,سردشت	36.1552	45.4788	P	PPLA2	IR		01				46412		1516	Asia/Tehran	2026-05-21
117116	Sardasht	Sardasht	Sardasht,Sardasht-e Bashakerd,Sardasht-e Bashākerd,srdsht,srdsht bshakrd,سردشت,سردشت بشاکرد	26.45574	57.90271	P	PPLA2	IR		11				1725		727	Asia/Tehran	2026-05-13
117204	Sarbīsheh	Sarbisheh	Sar-bice,Sarbisheh,Sarbīsheh,srbyshh,سربیشه	32.57566	59.79821	P	PPLA2	IR		41				8715		1824	Asia/Tehran	2026-02-17
117232	Sarāyān	Sarayan	Sara'ian,Sarayan,Sarāyān,Sarā’īān,Siryan,Sīryān,srayan,سرایان	33.86017	58.52166	P	PPLA2	IR		41				13795		1449	Asia/Tehran	2026-02-17
117304	Sarābleh	Sarableh	Sarableh,Sarābleh,srablh,سرابله	33.76772	46.56578	P	PPLA2	IR		10				12393		1027	Asia/Tehran	2026-05-13
117345	Sarāb-e Dūreh	Sarab-e Dureh	Sarab Darreh,Sarab Doreh,Sarab Dowrah,Sarab Dowreh,Sarab-e Do Rah,Sarab-e Dowreh,Sarab-e Dureh,Sarabdowreh,Sarāb Darreh,Sarāb Doreh,Sarāb Dowrah,Sarāb Dowreh,Sarāb-e Do Rah,Sarāb-e Dowreh,Sarāb-e Dūreh,Sarābdowreh,srab dwrh,سراب دوره	33.5639	48.0221	P	PPLA2	IR		23				1713		1114	Asia/Tehran	2026-03-13
117368	Sarāb	Sarab	Sarab,Sarāb,srab,سراب	37.9408	47.5367	P	PPLA2	IR		33				45031	1650	1682	Asia/Tehran	2025-03-07
117392	Saqqez	Saqqez	Saggiz,Saggız,Saghez,Saghghez,Sakez,Sakezo,Sakiz,Sakkiz,Sakīz,Saqez,Saqqez,Saqqez (2),Saqqiz,Saqqız,Sekkez,Seqiz,sa gai zi,saghiz,sakkeja,sakyz,saqiz,sqz,sqz (1),sqz (2),Саққиз,Секкез,سقز,سقّز (1),سقّز (٢),سَغِز,سَقِّز,سَكيز,سەقز,सक्केज,薩蓋茲	36.24992	46.2735	P	PPL	IR		16				165258		1520	Asia/Tehran	2026-06-14
117574	Sanandaj	Sanandaj	SDG,Sanandadsch,Sanandadz,Sanandadż,Sanandadž,Sanandago,Sanandaj,Sanandaĝo,Sanandij,Senendec,Senendedzas,Senendedzh,Senendedžas,Senendehdzh,Senna,Senneh,Sinandij,Sine,Sinneh,Sənəndəc,sa nan da ji,sanandaja,sanandaji,sina,sinih,snndj,Санандаџ,Санандаҷ,Сенендедж,Сенендэдж,Сәнәндәҗ,Սանանդաջ,سنندج,سنە,سِنَّ,سِنِّه,सनंदज,सनंदाज,萨南达季,사난다지	35.31495	46.99883	P	PPLA	IR		16				349176		1494	Asia/Tehran	2024-01-27
117627	Sāmān	Saman	Saman,Sāmān,saman,سامان	32.45014	50.91092	P	PPLA2	IR		03				14192		1953	Asia/Tehran	2026-04-25
117656	Salmās	Salmas	Dilmagan,Dilman,Dīlmagān,Dīlman,Salmas,Salmās,Shahpoor,Shahpur,Shapur,Shāhpūr,slmas,Салмас,سلماس	38.1973	44.7653	P	PPLA2	IR		01				81606		1382	Asia/Tehran	2024-07-18
117773	Rāmsar	Ramsar	RZR,Ramsar,Ransar,Rāmsar,Rānsar,Sakht Sar,ramsr,ramusaru,رامسر,ラームサル	36.91796	50.64802	P	PPLA2	IR		35				35997	-21	21	Asia/Tehran	2025-03-06
117793	Shāhīn Dezh	Shahin Dezh	Sa'in Dezh,Sa'in Qal`eh,Sahin Dazh,Sain Kaleh,Shahin Dezh,Shāhīn Dezh,Sāīn Kaleh,shahyn dzh,Şā’īn Dezh,Şā’īn Qal‘eh,شاهین دژ	36.6793	46.5669	P	PPLA2	IR		01				41442		1370	Asia/Tehran	2024-07-22
117799	Solţānīyeh	Soltaniyeh	Sa`idiyeh,Sa‘īdīyeh,Soltaneyyeh,Soltaniyeh,Solţāneyyeh,Solţānīyeh,Sultaniye,Sultaniyeh,Sultānīyeh,sltanyh,سلطانيّه	36.43318	48.79471	P	PPLA2	IR		36				7638		1775	Asia/Tehran	2026-07-17
117835	Şaḩneh	Sahneh	Sahna,Sahneh,Sehneh,shnh,Şaḩneh,صحنه	34.4813	47.6908	P	PPLA2	IR		13				35508		1364	Asia/Tehran	2026-04-25
117916	Şafīābād	Safiabad	Safiabad,sfy abad,Şafīābād,صفی آباد	36.6954	57.92838	P	PPL	IR		43				0		1229	Asia/Tehran	2016-06-04
117944	Şafākhāneh	Safakhaneh	Safa Khaneh,Safakhaneh,sfakhanh,Şafā Khāneh,Şafākhāneh,صفاخانه	36.44112	46.68879	P	PPL	IR		01				0		1637	Asia/Tehran	2024-07-18
118063	Sabzevar	Sabzevar	AFZ,Sabzawar,Sabzawār,Sabzevar,Sabzevār,Sabzewar,Sabzivor,Sebzevar,Səbzivar,sa bo ze wa er,sab si war,sabzevara,sbzwar,Сабзевар,Сабзивор,Себзевар,سبزوار,सब्ज़ेवार,ซับซีวาร์,薩卜澤瓦爾	36.2126	57.68191	P	PPL	IR		42				243700		974	Asia/Tehran	2026-06-14
118123	Sa‘ādat Shahr	Sa'adat Shahr	Sa'adat Abad,Sa`adat Shahr,Sa`adatabad,Sa‘ādat Shahr,Sa‘ādatābād,Sa’ādat Ābād,سعادت شهر	30.07921	53.13464	P	PPLA2	IR		07				17131		1784	Asia/Tehran	2026-02-27
118191	Rūdsar	Rudsar	Rud-i-Sar,Rudsar,Rūd-i-Sar,Rūdsar,rwdsr,رودسر	37.13696	50.29174	P	PPLA2	IR		08				47502		-23	Asia/Tehran	2024-07-25
118323	Narmāshīr	Narmashir	Narmashir,Narmāshīr,Rostamabad,Rostamābād,nrmashyr,rstm abad,رستم آباد,نرماشير	28.95216	58.69773	P	PPLA2	IR		29				0		759	Asia/Tehran	2024-07-24
118328	Roshtkhvār	Roshtkhvar	Rash Khar,Rashkhvan,Rashkhvān,Rashtkhvar,Rashtkhvār,Roshkhvar,Roshkhvār,Roshtehkhvar,Roshtehkhvār,Roshtkhar,Roshtkhvar,Roshtkhvār,Roshtkhār,Rushkar,Rūshkār,rshtkhwar,رشتخوار	34.97512	59.62482	P	PPLA2	IR		42				7514		1149	Asia/Tehran	2026-07-18
118367	Robāţ Karīm	Robat Karim	Rebate-Kerim,Robat Karim,Robāţ Karīm,Shahriar,Shahryar,Shahryār,rbat krym,Ребате-Керим,رباط كريم	35.4846	51.0829	P	PPLA2	IR		26				105393		1038	Asia/Tehran	2026-09-14
118454	Rīvash	Rivash	Raush,Rivash,Rivush,Rivūsh,Rīvash,rywsh,ریوش	35.47521	58.45733	P	PPL	IR		42				0		1668	Asia/Tehran	2024-07-24
118532	Reẕvānshahr	Rezvanshahr	Razvand,Rezvandeh,Rezvanshahr,Rezvāndeh,Rezvānshahr,Reẕvāndeh,Reẕvānshahr,Rizvand,Rizwand,rdwandh,rdwanshhr,رضوانده,رضوانشهر	37.54947	49.13736	P	PPLA2	IR		08				19519		15	Asia/Tehran	2025-05-13
118681	Razan	Razan	Razan,rzn,رزن	35.38625	49.0334	P	PPLA2	IR		09				14275		1845	Asia/Tehran	2026-06-21
118694	Rāz	Raz	Raz,Rāz,raz,راز	37.93395	57.1126	P	PPL	IR		43				0		1274	Asia/Tehran	2012-01-16
118704	Rāvar	Ravar	Ravar,Rāvar,rawr,راور	31.26562	56.80545	P	PPLA2	IR		29				40167		1181	Asia/Tehran	2024-07-19
118705	Ravānsar	Ravansar	Ravansar,Ravānsar,Rawansir,Rawānsīr,rwansr,روانسر	34.7153	46.6533	P	PPLA2	IR		13				24527		1345	Asia/Tehran	2026-04-25
118743	Rasht	Rasht	RAS,Raixt,Rascht,Rasht,Rasjt,Rast,Rasto,Raszt,Raŝto,Rašt,Reshh,Resht,Rest,Restas,Reşt,Reštas,Rəşt,la shen te,lasyuteu,rashuto,rasta,reshti,rsht,Рашт,Решт,Рещ,Рәшт,Ռեշտ,ראשת,رشت,ڕەشت,रश्त,แรชต์,რეშთი,ラシュト,拉什特,라슈트	37.27611	49.58862	P	PPLA	IR		08				594590		4	Asia/Tehran	2019-02-27
118805	Rāmshīr	Ramshir	Khalafabad,Khalafābād,Khalas Abad,Ram Shahr,Ramshir,Rāmshīr,khlf abad,ramshyr,خلف آباد,رامشیر	30.89315	49.40787	P	PPLA2	IR		15				25009		26	Asia/Tehran	2026-05-16
118824	Rāmīān	Ramian	Rameyan,Ramian,Ramiyan,Rāmeyān,Rāmīyān,Rāmīān,ramyan,راميان	37.01598	55.14123	P	PPLA2	IR		37				0		222	Asia/Tehran	2014-09-04
118826	Rāmhormoz	Ramhormoz	Ram Hormuz,Ramhormoz,Ramuz,Rām Hormuz,Rāmhormoz,Rāmuz,ramhrmz,رامهرمز	31.27997	49.60351	P	PPLA2	IR		15				74285		160	Asia/Tehran	2025-07-02
118994	Rafsanjān	Rafsanjan	Bahramabad,Bahrāmābād,RJN,Rafsandzhane,Rafsanjan,Rafsanjān,Rafsinjan,Rafsinjān,rfsnjan,Рафсанджане,رفسنجان	30.4067	55.9939	P	PPLA2	IR		29				147680		1514	Asia/Tehran	2024-07-24
119010	Rābor	Rabor	Raber,Rabor,Rabur,Rahbur,Rābor,Rābur,Rāhbur,rabr,رابر	29.2912	56.9131	P	PPLA2	IR		29				13263		2331	Asia/Tehran	2025-05-12
119115	Qūchān	Quchan	Gochan,Kuchan,Quchan,Qūchān,qwchan,Кучан,قوچان	37.106	58.50955	P	PPLA2	IR		42				111752		1313	Asia/Tehran	2026-09-14
119160	Qorveh-ye Dargazīn	Qorveh-ye Dargazin	Ghorveh,Orveh Dar Jozin,Orveh Dar Jozīn,Qorveh,Qurveh,Qūrveh,arwh dr jzyn,ghurwih,qrwh,qwrwih,اروه در جزین,غُروِه,قروه,قوروِه	35.30954	49.10023	P	PPLA2	IR		09				9540		1784	Asia/Tehran	2026-06-21
119161	Qorveh	Qorveh	Qorveh,Qurve,Qurveh,qrwh,قروه	35.1664	47.80564	P	PPLA2	IR		16				87953		1909	Asia/Tehran	2017-03-04
119208	Qom	Qom	Dakbayan sa Qom,Ghom,Homo,Kom,Kum,Kum shaary,Kumas,QUM,Qom,Qum,Qûm,gomu,koma,ku mu,kum,kuvom,qm,qwm,Ĥomo,Ком,Кум,Кум шаары,Қум,קום,قم,قوم,कोम,குவோம்,ゴム,库姆,쿰	34.6401	50.8764	P	PPLA	IR		39				900000		935	Asia/Tehran	2019-09-05
119264	Qīr	Qir	Qir,Qir va Karzin,Qīr,Qīr va Kārzīn,qyr,qyr w karzyn,قیر,قیر و کارزین	28.4825	53.0346	P	PPLA2	IR		07				20010		774	Asia/Tehran	2025-05-12
119374	Qeshm	Qeshm	Bandar-e Qeshm,Gheshm,Keshm,Qeshm,Qishm,qshm,Кешм,قشم	26.9492	56.2691	P	PPLA2	IR		11	449706			25000		34	Asia/Tehran	2013-11-27
119505	Qazvin	Qazvin	Dakbayan sa Qazvin,GZW,Gazvin,Kazvin,Kazvinas,Kazvín,Kazwin,Kuazvin,Qazvin,Qazvín,Qazvīn,Qazwen,Qazwên,Qəzvin,gazuvuin,jia ci wen,kajeubin,kazvina,kxs win,qzwyn,Казвин,Казвін,Къазвин,Қазвин,Ղազվին,قزوين,قزوین,قەزوین,कज़्वीन,กอซวีน,ყაზვინი,ガズヴィーン,加兹温,카즈빈	36.26877	50.0041	P	PPLA	IR		38				333635		1300	Asia/Tehran	2024-07-24
119586	Qaşr-e Shīrīn	Qasr-e Shirin	Ghasr-i-shirin,Ghasr-shirin,Ghasr-shīrīn,Ghasr-ī-shīrīn,Qasr-e Shirin,Qasr-i-Shirin,Qasr-ī-Shīrīn,Qaşr-e Shīrīn,qsr shyryn,قصر شيرين	34.5156	45.5791	P	PPLA2	IR		13				18473		363	Asia/Tehran	2026-06-29
119730	Qarah Ẕīā’ od Dīn	Qarah Zia' od Din	Ghareh Ziya' Oddin,Ghareh Ziya’ Oddin,Qara Zia ud Din,Qara Zīa ud Dīn,Qarah Zia' od Din,Qarah Ẕīā’ od Dīn,Qaraziadin,Qareh Zeya ed Din,Qareh Zeyā ed Dīn,Qareh Zia' od Din,Qareh Ziya 'Eddin,Qareh Zīyā ’Eddīn,Qareh Ẕīā’ od Dīn,قره ضیاء الدین	38.8915	45.0255	P	PPLA2	IR		01				26767		1090	Asia/Tehran	2026-05-21
120292	Qods	Qods	Gods,Karaj,Qal'eh Hasan,Qal'eh-ye Hasan Khan,Qal‘eh Hasan,Qal‘eh-ye Ḩasan Khān,Qods,Shahr-e Qods,Shahrak-e Qods,karaj,qalʿih hasan,qds,qlʿh hsn khan,shhr qds,shhrk qds,Годс,شهر قدس,شهرك قدس,قدس,قلعه حسن خان,قَلعِه هَسَن,كَرَج	35.7214	51.109	P	PPLA2	IR		26				309605		1181	Asia/Tehran	2026-09-14
120323	Qal‘eh Ganj	Qal`eh Ganj	Ghal`eh Ganj,Ghal‘eh Ganj,Kalat-i-Ganj,Kalateh-ye Ganj,Kalāt-i-Ganj,Kalāteh-ye Ganj,Mohammadabad,Moḩammadābād,Qal`eh Ganj,Qal`eh-ye Ganj,Qal‘eh Ganj,Qal‘eh-ye Ganj,قلعه گنج	27.5236	57.8811	P	PPLA2	IR		29				0		406	Asia/Tehran	2024-07-24
120351	Rūdān	Rudan	Bala Shahr,Bala Shahr-e Deh Barez,Bālā Shahr,Bālā Shahr-e Deh Bārez,Deh Barez,Deh Bariz,Deh Bārez,Deh Bāriz,Deh Dariz,Deh Dāriz,Dehbarez,Dehbārez,Qal`eh-ye Deh Barez,Qal`eh-ye Deh-e Barez,Qal‘eh-ye Deh Bārez,Qal‘eh-ye Deh-e Bārez,Rudan,Rugan,Rūdān,Rūgan,bala shahr,bala shahri dih bariz,dhbarz,rwdan,rwgan,بالا شَهر,بالا شَهرِ دِه بارِز,دهبارز,رودان,روگَن,قَلعِۀ دِهِ بارِز	27.44194	57.19198	P	PPLA2	IR		11				36121		193	Asia/Tehran	2026-05-05
120499	Qal‘eh-ye Khvājeh	Qal`eh-ye Khvajeh	Qal'eh Khajeh,Qal`eh Khvajeh,Qal`eh-ye Khvajeh,Qal`eh-ye Khvajeh Bala,Qal‘eh Khvājeh,Qal‘eh-ye Khvājeh,Qal‘eh-ye Khvājeh Bālā,Qal’eh Khājeh,qlʿh khwajh,قلعه خواجه,قلعه خواجه بالا	32.20622	49.44526	P	PPLA2	IR		15				0		753	Asia/Tehran	2024-07-25
120539	Arkavaz	Arkavaz	Arakvaz,Arakvaz-e Malekshahi,Arakvāz,Arakvāz-e Malekshāhī,Arkavazi,Arkavāzī,Arkvaz,Arkvāz,Arkwaz,Arkwāz,Qal`eh Darreh,Qal‘eh Darreh,arkwaz,arkwaz mlkshahy,ارکواز,ارکواز ملکشاهی,قَلعِه دَرِّه	33.3828	46.5983	P	PPLA2	IR		10				11977		1326	Asia/Tehran	2026-01-26
120678	Farrokh Shahr	Farrokh Shahr	Farrokh Shahr,Qahferokh,Qahofrokh,Qatarokh,Qehfarukh,frkh shhr,qahfirukh,qahufrukh,qatarukh,فرّخ شهر,قَتَرُخ,قَهفِرُخ,قَهُفرُخ	32.27174	50.98008	P	PPL	IR		03				32391		2106	Asia/Tehran	2012-01-16
120694	Qā’en	Qa'en	Qa'en,Qain,Qayen,Qaīn,Qāyen,Qā’en,Shahr-e Qayen,Shahr-e Qāyen,qayn,قائن,قاین	33.72654	59.18439	P	PPLA2	IR		41				42323		1447	Asia/Tehran	2026-09-11
120695	Qā’em Shahr	Qa'em Shahr	Kaehmshekhr,Qa'em Shahr,Qā’em Shahr,Shahabad,Shahi,Shāhābād,Shāhī,`Aliabad,qaym shhr,Каэмшехр,قائم شهر,‘Alīābād	36.46671	52.86762	P	PPL	IR		35				204953		43	Asia/Tehran	2026-09-14
120931	Sarpol-e Z̄ahāb	Sarpol-e Zahab	Pol-e Zahab,Pol-e Zohab,Pol-e Z̄ahāb,Pol-e Z̄ohāb,Sar-e Pol-e Zahab,Sar-e Pol-e Z̄ahāb,Sar-i-Pul Zuhab,Sar-ī-Pūl Zūhāb,Sari-Pul,Sarpol,Sarpol-e Zahab,Sarpol-e Z̄ahāb,Sarī-Pūl,sr pl dhhab,سر پل ذهاب	34.46109	45.86264	P	PPLA2	IR		13				45481		547	Asia/Tehran	2026-05-16
120936	Pol-e Sefīd	Pol-e Sefid	Pol Sefid,Pol-e Sefid,Pol-e Sefīd,pl sfyd,پل سفيد	36.11787	53.05531	P	PPLA2	IR		35				8294		560	Asia/Tehran	2026-04-30
120949	Poldokhtar	Poldokhtar	Pol Dokhtar,Pol-e Dokhtar,Poldokhtar,Pul-i-Dukhtar,pl dkhtr,pldkhtr,پل دختر,پلدختر	33.15249	47.71014	P	PPLA2	IR		23				26352		663	Asia/Tehran	2026-03-13
120954	Poldasht	Poldasht	Araplar,Pol Dasht,Pol'desht,Pol-e Dasht,Poldasht,Pol’desht,Pul Dasht,aaraplar,pldsht,اَرَپلَر,پلدشت	39.348	45.071	P	PPLA2	IR		01				42170		783	Asia/Tehran	2025-03-07
120972	Pīshvā	Pishva	Pichva,Pishva,Pishyan,Pīchvā,Pīshvā,Pīshyān,pychwa,pyshwa,pyshyan,پيشوا,پيشيان,پيچوا	35.308	51.7267	P	PPLA2	IR		26				53856		953	Asia/Tehran	2024-07-24
121110	Piranshahr	Piranshahr	KHA,Khaneh,Khāneh,Okrug Peronsahr,Okrug Peronšahr,Piran Shahr,Piransaher,Piransahr,Piransar,Piransara,Piranschahr,Piransehr,Piranshahr,Piranshekhr,Piransherkh,Piransjahr,Piranszahr,Piranxahr,Piranşehr,Piranşəhr,Piranšaher,Piranšahr,Piranšāra,Pîranşar,Pīrān Shahr,Pīrānshahr,byranshhr,pi lan sha he er,piranshafuru,pyranshar,pyranshhr,Пероншаҳр,Пираншехр,Піраншерх,بیرانشهر,پیرانشار,پیرانشهر,پیرانشھر,پیرانشہر,ピーラーンシャフル,皮兰沙赫尔	36.701	45.1413	P	PPL	IR		01				168393		1444	Asia/Tehran	2026-06-14
121240	Pāveh	Paveh	Paveh,Pawah,Paweh,Pāveh,Pāweh,pawh,پاوه	35.0434	46.3565	P	PPLA2	IR		13				25771		1525	Asia/Tehran	2026-05-16
121380	Pārsābād	Parsabad	Farsabad,Fārsābād,PFQ,Parsabad,Pārsābād,fars abad,pars abad,Парсабад,فارس آباد,پارس آباد	39.6482	47.9174	P	PPLA2	IR		32				102996		46	Asia/Tehran	2026-07-13
121781	Oskū	Osku	Osku,Oskū,Uzku,Yuzki,askw,اسکو	37.91504	46.12258	P	PPLA2	IR		33				18459		1512	Asia/Tehran	2026-04-21
121795	Oshnavīyeh	Oshnaviyeh	Ashnooyeh,Oshnaviyeh,Oshnavīyeh,Oshnovie,Oshnovieh,Oshnoviyeh,Oshnovīeh,Oshnovīyeh,Oshnuje,Ushnu,Ushnuiyeh,Ushnū,Ushnūīyeh,ashnwyh,Ошновіє,Ошнуйе,اشنويه	37.0397	45.0983	P	PPLA2	IR		01				50661		1443	Asia/Tehran	2024-07-15
121801	Orūmīyeh	Orumiyeh	OMH,Orumieh,Orumiyeh,Orūmīyeh,Ourmia,Reza'iyeh,Rezaeyeh,Rezaiyye,Rezâiyye,Rezā’īyeh,Rizaiyeh,Rizāiyeh,Urmia,Urmija,Urmiya,Urmiye,Urmía,Urumija,Urumiyeh,Urūmiyeh,arwmyh,arwmyt,shhrstan arwmyh,Úrmia,Ûrmiye,Урмия,Урумия,אורמיה,أرومية,ارومیه,ارومیّه,شهرستان ارومیه,ܐܘܪܡܝܐ	37.55274	45.07605	P	PPLA	IR		01				577307		1350	Asia/Tehran	2024-07-17
121861	Omīdīyeh	Omidiyeh	Omidiyeh,Omidiyeh Sherkat-e Naft,Omīdīyeh,Omīdīyeh Sherkat-e Naft,Sherkat-e Naft,amydyh,amydyh shrkt nft,امیدیه,امیدیه شرکت نفت	30.76277	49.70226	P	PPLA2	IR		15				67427		25	Asia/Tehran	2026-05-16
121925	Nūrābād	Nurabad	Nurabad,Nūrābād,nwr abad,نور آباد	30.11405	51.52174	P	PPLA2	IR		07				57058		951	Asia/Tehran	2025-05-14
121959	Nowshahr	Nowshahr	Bandar-e Now Shahr,NSH,Nau Shahr,Nowshahr,nwshhr,نوشهر	36.64852	51.49621	P	PPLA2	IR		35	449688			40000		-17	Asia/Tehran	2017-03-04
122026	Kahak	Kahak	Kahak,Kahak-e Qom,Neaeufle-le-Chateau,Nowfel low Shatow,Nowfel low Shātow,khk,كهک	34.3938	50.8643	P	PPL	IR		39				4837		1438	Asia/Tehran	2026-02-17
122285	Neyshābūr	Neyshabur	Nejsaburo,Nejŝaburo,Neyshabur,Neyshābūr,Nichapur,Nisabur,Nischapur,Nishabur,Nishapur,Nishopur,Nişabur,Nīshābūr,Nīshāpūr,nishapu,nysabwr,nyshabwr,nyshapwr,Нишапур,Нишопур,نيسابور,نیشابور,نیشاپور,ニシャプー	36.21329	58.79575	P	PPLA2	IR		42				220929		1199	Asia/Tehran	2024-07-22
122289	Neyrīz	Neyriz	Neyriz,Neyrīz,Niriz,Nīrīz,nyryz,نیریز	29.1988	54.3278	P	PPLA2	IR		07				45506		1606	Asia/Tehran	2024-07-22
122375	Neqāb	Neqab	Neqab,Neqāb,nqab,نقاب	36.70792	57.42146	P	PPLA2	IR		42				14783		1073	Asia/Tehran	2026-04-21
122397	Nekā	Neka	Naranj Bagh,Neka,Neka',Nekā,Nekā’,Nika,Nāranj Bāgh,Nīkā,naranj bagh,nka,nyka,Нека,نارَنج باغ,نكا,نكاء,نيكا	36.65079	53.29905	P	PPLA2	IR		35	449686			60991		50	Asia/Tehran	2026-05-16
122438	Naz̧arābād	Nazarabad	Nazarabad,Nazarabad-e Bozorg,Naz̧arābād,Naz̧arābād-e Bozorg,nazarabadi buzurg,nzr abad,Назарабад,نظر آباد,نَظَرابادِ بُزُرگ	35.95411	50.60607	P	PPLA2	IR		44				213388		1199	Asia/Tehran	2026-09-14
122491	Naţanz	Natanz	Natanz,Naţanz,ntnz,نطنز	33.51118	51.91808	P	PPLA2	IR		28				43977		1637	Asia/Tehran	2025-06-17
122698	Naqadeh	Naqadeh	Nagadeh,Naghadeh,Naghdeh,Nakhuda,Naqadeh,Nākhuda,nqdh,نقده	36.9553	45.388	P	PPLA2	IR		01				81598		1325	Asia/Tehran	2026-03-04
122721	Namīn	Namin	Namin,Namīn,nmyn,نمين	38.4269	48.4839	P	PPLA2	IR		32				13659		1429	Asia/Tehran	2026-04-22
122869	Nā’īn	Na'in	Na'in,Naeyn,Nāeyn,Nā’īn,nayyn,نائین	32.86004	53.08693	P	PPLA2	IR		28				27379		1564	Asia/Tehran	2026-09-11
122915	Nahāvand	Nahavand	Nachavant,Nagavande,Nahavand,Nahāvand,Nehavend,Nehāvend,Nihavand,Nīhāvand,nhawnd,nihavuando,Ναχαβάντ,Нагаванде,نهاوند,ニハーヴァンド	34.19088	48.37446	P	PPLA2	IR		09				76250		1673	Asia/Tehran	2024-07-16
123295	Marāveh Tappeh	Maraveh Tappeh	Maraveh,Maraveh Tappeh,Maravehtepe,Marveh Tappeh,Marāveh,Marāveh Tappeh,Moraveh Tappeh,Morāveh Tappeh,mrawh tph,مراوه تپه	37.9041	55.95596	P	PPLA2	IR		37				0		210	Asia/Tehran	2024-07-24
123389	Mollās̄ānī	Mollasani	Molla Sany,Mollasani,Mollā Sāny,Mollās̄ānī,Mulla Sani,Mulla Sāni,Ramin,Rāmīn,mla thany,ramyn,رامین,ملا ثانی	31.5847	48.88587	P	PPLA2	IR		15				0		28	Asia/Tehran	2017-05-07
123485	Mohr	Mohr	Mehr,Mohr,Mohur,Mohur-i- Saiyidan,Mohur-i- Saiyidān,Mur,Mūr,mhr,muhr,shhrstan muhr,شهرستان مُهر,مهر,مُهر	27.5521	52.88157	P	PPLA2	IR		07				7784		434	Asia/Tehran	2026-04-22
123674	Moḩammadābād	Mohammadabad	Mohammadabad,Mohammadabad-e Rigan,Moḩammadābād,Moḩammadābād-e Rīgān,Muhammadabad,Muhammadābād,mhmd abad,محمد آباد	28.66877	59.07341	P	PPLA2	IR		29				0		602	Asia/Tehran	2024-07-24
123927	Mīnūdasht	Minudasht	Minudasht,Mīnūdasht,mynwdsht,مينودشت	37.23015	55.37211	P	PPLA2	IR		37				30085		156	Asia/Tehran	2025-03-06
123941	Mīnāb	Minab	Minab,Mīnāb,mynab,Минаб,ميناب	27.13104	57.08716	P	PPLA2	IR		11				97986		43	Asia/Tehran	2026-07-13
124082	Mīāneh	Mianeh	Meyaneh,Meyāneh,Miane,Mianeh,Miyaneh,Mīyaneh,Mīāneh,myanh,Миане,میانه	37.421	47.715	P	PPLA2	IR		33				106291		1097	Asia/Tehran	2026-09-14
124085	Mīāndoāb	Miandoab	Meyandoab,Meyāndoāb,Miandoab,Miandow Ab,Miandowab,Mianduab,Miyandoab,Miyanduab,Miyāndūāb,Mīyāndoāb,Mīāndow Āb,Mīāndowāb,Mīāndoāb,Mīāndūāb,Qosacay,Qoşaçay,myandwab,qwshachay,Миандоаб,قوشاچای,میاندوآب	36.96667	46.10961	P	PPLA2	IR		01				134425		1294	Asia/Tehran	2026-03-04
124101	Mīāndasht	Miandasht	Boo'in,Boo’in,Bu'in,Bu'in va Miandasht,Bu`in-e Miandasht,Bū‘īn-e Mīāndasht,Bū’īn,Bū’īn va Mīāndasht,Dum-i-Kamar,Meyandasht,Meyāndasht,Miandasht,Miyandasht,Mīyandasht,Mīāndasht,bwyyn w myandsht,myandsht,بوئین و میاندشت,میاندشت	33.07612	50.16432	P	PPLA2	IR		28				0		2414	Asia/Tehran	2024-07-25
124193	Meybod	Meybod	Maibud,Meybod,mybd,ميبد	32.25014	54.01658	P	PPLA2	IR		40				51874		1071	Asia/Tehran	2018-05-08
124210	Meshgīn Shahr	Meshgin Shahr	Kheyav,Kheyāv,Khiav,Khiov,Khiyav,Khiyov,Khīyāv,Khīāv,Meshgin Shahr,Meshgīn Shahr,Meshkin Shahr,Meshkīn Shahr,Mishgin,mshgyn shhr,مشگين شهر	38.399	47.682	P	PPLA2	IR		32				74109		1421	Asia/Tehran	2025-07-02
124274	Mahrīz	Mahriz	Mahriz,Mahrīz,Mehriz,Mehrīz,mhryz,mihryz,مهريز,مِهريز	31.58428	54.4428	P	PPLA2	IR		40	449723			34237		1475	Asia/Tehran	2026-06-03
124291	Mehrān	Mehran	Mansurabad,Mansūrābād,Mehran,Mehrān,manswr abad,mhran,مهران,مَنسور آباد	33.1222	46.1646	P	PPLA2	IR		10				11831		150	Asia/Tehran	2024-07-15
124562	Meyami	Meyami	Maiamai,Maiāmai,Mayamey,Mayāmey,Meyamey,Meyami,Meyāmey,Meyāmī,mayamiy,miamy,myamy,مَيامِی,مِيامی,میامی	36.41092	55.65018	P	PPL	IR		25				0		1086	Asia/Tehran	2024-07-24
124620	Masjed Soleymān	Masjed Soleyman	Masjed Soleiman,Masjed Soleyman,Masjed Soleymān,Masjed-e Soleyman,Masjed-e Soleymān,Masjid-i-Sulaiman,Mesdzhede-Solejman,msjd slyman,msjdslyman,Месджеде-Солейман,مسجد سلیمان,مسجدسلیمان	31.9364	49.3039	P	PPLA2	IR		15				100497		240	Asia/Tehran	2026-09-14
