county_id,county_name,province_id,center_name,latitude,longitude,source_id,source_feature_id,source_name
10200020,چالوس,102,چالوس,36.655,51.4204,geonames-iran-2026-09-19,139223,Chālūs
10200021,جویبار,102,جویبار,36.64088,52.91206,geonames-iran-2026-09-19,129933,Jūybār
10200022,گلوگاه,102,گلوگاه,36.72734,53.80888,geonames-iran-2026-09-19,134255,Galūgāh
10200023,فریدونکنار,102,فریدونکنار,36.68489,52.51917,geonames-iran-2026-09-19,134602,Fereydūn Kenār
10200024,عباس آباد,102,عباس آباد,36.72769,51.10574,geonames-iran-2026-09-19,145303,'Abās Ābād
10200025,میاندورود,102,سورک,36.59488,53.20762,geonames-iran-2026-09-19,113760,Sūrak
10200026,سیمرغ,102,کیاکلا,36.58028,52.81253,geonames-iran-2026-09-19,126962,Kīā Kolā
10200027,سوادکوه شمالی,102,شیرگاه,36.2987,52.89021,geonames-iran-2026-09-19,115001,Shīr Gāh
10200028,کلاردشت,102,کلاردشت,36.51094,51.17343,geonames-iran-2026-09-19,8781,Kalārdasht
10300010,میانه,103,میانه,37.421,47.715,geonames-iran-2026-09-19,124082,Mīāneh
10300011,هشترود,103,هشترود,37.4779,47.0508,geonames-iran-2026-09-19,142554,Hashtrūd
10300012,بناب,103,بناب,37.3404,46.0561,geonames-iran-2026-09-19,140889,Bonāb
10300013,بستان آباد,103,بستان آباد,37.84633,46.83542,geonames-iran-2026-09-19,23290,Bostānābād
10300014,شبستر,103,شبستر,38.1804,45.7028,geonames-iran-2026-09-19,116126,Shabestar
10300015,کلیبر,103,کلیبر,38.86509,47.03909,geonames-iran-2026-09-19,129201,Kaleybar
10300016,هریس,103,هریس,38.24816,47.11678,geonames-iran-2026-09-19,131528,Herīs
10300019,جلفا,103,جلفا,38.93788,45.63329,geonames-iran-2026-09-19,130081,Julfa
10300020,ملکان,103,ملکان,37.14258,46.10345,geonames-iran-2026-09-19,125112,Malekān
10300021,آذرشهر,103,آذرشهر,37.759,45.9783,geonames-iran-2026-09-19,6686970,Āz̄arshahr
10300022,اسکو,103,اسکو,37.91504,46.12258,geonames-iran-2026-09-19,121781,Oskū
10300023,چاراویماق,103,قره آغاج,37.2187,47.2167,geonames-iran-2026-09-19,22451,Qarah Āghāj
10300024,ورزقان,103,ورزقان,38.67549,46.11205,geonames-iran-2026-09-19,112121,Varazqān
10300025,عجب شیر,103,عجب شیر,37.4776,45.8943,geonames-iran-2026-09-19,144443,Ajab Shīr
10300026,خدا آفرین,103,خمارلو,39.15889,47.03288,geonames-iran-2026-09-19,127409,Khomārlū
10300027,هوراند,103,هوراند,38.86125,47.36797,geonames-iran-2026-09-19,130854,Hūrānd
10300028,لیلان,103,لیلان,38.669,46.2113,geonames-iran-2026-09-19,125686,Līlāb
10300029,ترکمانچای,103,ترکمانچای,37.5853,47.3896,geonames-iran-2026-09-19,112634,Torkamān
10400010,بوکان,104,بوکان,36.521,46.2089,geonames-iran-2026-09-19,139889,Būkān
10400011,شاهین دژ,104,شاهین دژ,36.6793,46.5669,geonames-iran-2026-09-19,117793,Shāhīn Dezh
10400012,تکاب,104,تکاب,36.4009,47.1133,geonames-iran-2026-09-19,113508,Takāb
10400013,اشنویه,104,اشنویه,37.0397,45.0983,geonames-iran-2026-09-19,121795,Oshnavīyeh
10400014,چالدران,104,سیه چشمه,39.06508,44.38416,geonames-iran-2026-09-19,116326,Seyah Cheshmeh
10400015,پلدشت,104,پلدشت,39.348,45.071,geonames-iran-2026-09-19,120954,Poldasht
10400016,چایپاره,104,قره ضیاءالدین,38.8915,45.0255,geonames-iran-2026-09-19,119730,Qarah Ẕīā’ od Dīn
10400017,شوط,104,شوط,39.2192,44.77,geonames-iran-2026-09-19,401118,Showţ
10400018,چهاربرج,104,چهاربرج,36.44112,46.68879,geonames-iran-2026-09-19,117944,Şafākhāneh
10400019,باروق,104,باروق,36.9583,46.3249,geonames-iran-2026-09-19,141190,Bārūq
10400020,میرآباد,104,میرآباد,36.4053,45.372,geonames-iran-2026-09-19,3315,Mīrābād
10500010,صحنه,105,صحنه,34.4813,47.6908,geonames-iran-2026-09-19,117835,Şaḩneh
10500011,هرسین,105,هرسین,34.2721,47.5861,geonames-iran-2026-09-19,131962,Harsīn
10500012,ثلاث باباجانی,105,تازه آباد,34.7387,46.1496,geonames-iran-2026-09-19,6709138,Tāzehābād
10500013,دالاهو,105,کرند,34.2842,46.2423,geonames-iran-2026-09-19,128252,Kerend-e Gharb
10500014,روانسر,105,روانسر,34.7153,46.6533,geonames-iran-2026-09-19,118705,Ravānsar
10600010,رامهرمز,106,رامهرمز,31.27997,49.60351,geonames-iran-2026-09-19,118826,Rāmhormoz
10600011,شادگان,106,شادگان,30.64924,48.66497,geonames-iran-2026-09-19,116102,Shādegān
10600012,شوشتر,106,شوشتر,32.04972,48.84843,geonames-iran-2026-09-19,114584,Shūshtar
10600013,مسجدسلیمان,106,مسجدسلیمان,31.9364,49.3039,geonames-iran-2026-09-19,124620,Masjed Soleymān
10600014,شوش,106,شوش,32.1942,48.2436,geonames-iran-2026-09-19,114593,Shūsh
10600015,باغ ملک,106,باغ ملک,31.52398,49.88558,geonames-iran-2026-09-19,142114,Bāgh-e Malek
10600016,امیدیه,106,امیدیه,30.76277,49.70226,geonames-iran-2026-09-19,121861,Omīdīyeh
10600017,لالی,106,لالی,32.32981,49.09324,geonames-iran-2026-09-19,125938,Lālī
10600018,هندیجان,106,هندیجان,30.2363,49.7119,geonames-iran-2026-09-19,131559,Hendījān
10600019,رامشیر,106,رامشیر,30.89315,49.40787,geonames-iran-2026-09-19,118805,Rāmshīr
10600020,گتوند,106,گتوند,32.24585,48.81315,geonames-iran-2026-09-19,133884,Gotvand
10600021,اندیکا,106,قلعه خواجه,32.20622,49.44526,geonames-iran-2026-09-19,120499,Qal‘eh-ye Khvājeh
10600022,هفتکل,106,هفتگل,31.44686,49.52951,geonames-iran-2026-09-19,132428,Haftkel
10600023,هویزه,106,هویزه,31.4619,48.074,geonames-iran-2026-09-19,130821,Hoveyzeh
10600024,باوی,106,ملاثانی,31.5847,48.88587,geonames-iran-2026-09-19,123389,Mollās̄ānī
10600025,حمیدیه,106,حمیدیه,31.48285,48.4332,geonames-iran-2026-09-19,132105,Ḥamīdiyeh
10600026,آغاجاری,106,آغاجاری,30.7006,49.8315,geonames-iran-2026-09-19,144696,Aghajari
10600027,کارون,106,کوت عبداله,31.23917,48.65639,geonames-iran-2026-09-19,126082,Kūt-e ‘Abdollāh
10600028,کرخه,106,الوان,32.11171,48.45877,geonames-iran-2026-09-19,285,Boneh-ye ‘Alvān
10600029,دزپارت,106,دهدز,31.7096,50.28827,geonames-iran-2026-09-19,136983,Dehdez
10600030,صیدون,106,صیدون,31.36682,50.08335,geonames-iran-2026-09-19,116318,Şeydūn
10700010,کازرون,107,کازرون,29.61919,51.6535,geonames-iran-2026-09-19,128321,Kāzerūn
10700011,لارستان,107,لار,27.68336,54.34172,geonames-iran-2026-09-19,125877,Lār
10700012,مرودشت,107,مرودشت,29.87407,52.80258,geonames-iran-2026-09-19,124721,Marvdasht
10700013,ممسنی,107,نورآباد,30.11405,51.52174,geonames-iran-2026-09-19,121925,Nūrābād
10700014,نی ریز,107,نی ریز,29.1988,54.3278,geonames-iran-2026-09-19,122289,Neyrīz
10700015,لامرد,107,لامرد,27.334,53.179,geonames-iran-2026-09-19,125926,Lamerd
10700016,بوانات,107,بوانات,30.4551,53.651,geonames-iran-2026-09-19,113723,Surian
10700017,ارسنجان,107,ارسنجان,29.9124,53.3085,geonames-iran-2026-09-19,142958,Arsanjān
10700018,خرم بید,107,صفاشهر,30.6131,53.1954,geonames-iran-2026-09-19,137025,Şafāshahr
10700019,زرین دشت,107,حاجی آباد,28.35735,54.42335,geonames-iran-2026-09-19,132380,Ḩājjīābād
10700020,قیرو کارزین,107,قیر,28.4825,53.0346,geonames-iran-2026-09-19,119264,Qīr
10700021,مهر,107,مهر,27.5521,52.88157,geonames-iran-2026-09-19,123485,Mohr
10700022,فراشبند,107,فراشبند,28.86012,52.09452,geonames-iran-2026-09-19,134781,Farrāshband
10700023,پاسارگاد,107,سعادت شهر,30.07921,53.13464,geonames-iran-2026-09-19,118123,Sa‘ādat Shahr
10700024,خنج,107,خنج,27.8913,53.4344,geonames-iran-2026-09-19,127382,Khonj
10700025,سروستان,107,سروستان,29.2735,53.2203,geonames-iran-2026-09-19,116725,Sarvestān
10700026,رستم,107,مصیری,30.24493,51.52158,geonames-iran-2026-09-19,124622,Maşīrī
10700027,گراش,107,گراش,27.66966,54.13586,geonames-iran-2026-09-19,133595,Gerāsh
10700028,کوار,107,کوار,29.20505,52.69043,geonames-iran-2026-09-19,44439,Kavār
10700029,خرامه,107,خرامه,29.49896,53.31199,geonames-iran-2026-09-19,127613,Kherāmeh
10700030,زرقان,107,زرقان,29.77237,52.71891,geonames-iran-2026-09-19,111327,Zarqān
10700031,بیضاء,107,بیضا,29.9717,52.40059,geonames-iran-2026-09-19,116364,Tall Beyẕā
10700032,سرچهان,107,حسامی,29.96919,53.87416,geonames-iran-2026-09-19,131508,Ḩesāmī
10700033,کوه چنار,107,قایمیه,29.61919,51.6535,geonames-iran-2026-09-19,128321,Kāzerūn
10700034,خفر,107,باب انار,28.9752,53.21667,geonames-iran-2026-09-19,142386,Bāb Anār
10700035,بختگان,107,آباده طشک,29.81083,53.7275,geonames-iran-2026-09-19,113090,Ābādeh Ţashk
10700036,اوز,107,اوز,27.7622,54.00417,geonames-iran-2026-09-19,135053,Evaz
10700037,جویم,107,جویم,28.2548,53.98112,geonames-iran-2026-09-19,129931,Jūyom
10800010,بردسیر,108,بردسیر,29.92266,56.57433,geonames-iran-2026-09-19,124647,Bardsīr
10800011,راور,108,راور,31.26562,56.80545,geonames-iran-2026-09-19,118704,Rāvar
10800012,عنبرآباد,108,عنبرآباد,28.4759,57.848,geonames-iran-2026-09-19,143471,‘Anbarābād
10800013,منوجان,108,منوجان,27.39893,57.49722,geonames-iran-2026-09-19,124914,Manūjān
10800014,کوهبنان,108,کوهبنان,31.41029,56.28255,geonames-iran-2026-09-19,126411,Kūhbanān
10800015,رودبارجنوب,108,رودبار,28.02899,57.9961,geonames-iran-2026-09-19,6928551,Rūdbār
10800016,قلعه گنج,108,قلعه گنج,27.5236,57.8811,geonames-iran-2026-09-19,120323,Qal‘eh Ganj
10800017,ریگان,108,محمدآباد,28.66877,59.07341,geonames-iran-2026-09-19,123674,Moḩammadābād
10800018,رابر,108,رابر,29.2912,56.9131,geonames-iran-2026-09-19,119010,Rābor
10800019,فهرج,108,فهرج,28.9502,58.885,geonames-iran-2026-09-19,134962,Fahraj
10800020,انار,108,انار,30.87066,55.27025,geonames-iran-2026-09-19,143499,Anār
10800021,نرماشیر,108,نرماشیر,28.95216,58.69773,geonames-iran-2026-09-19,118323,Narmāshīr
10800022,فاریاب,108,فاریاب,28.0987,57.23181,geonames-iran-2026-09-19,134735,Fāryāb
10800023,ارزوییه,108,ارزوییه,28.45318,56.35994,geonames-iran-2026-09-19,142902,Orzū’īyeh
10800024,گنبکی,108,گنبکی,28.72242,58.86416,geonames-iran-2026-09-19,46023,Ḩasanābād
10800025,جازموریان,108,زهکلوت,27.79256,58.58682,geonames-iran-2026-09-19,7052385,Zeh-e Kalūt
10900013,قوچان,109,قوچان,37.106,58.50955,geonames-iran-2026-09-19,119115,Qūchān
10900014,کاشمر,109,کاشمر,35.23831,58.46558,geonames-iran-2026-09-19,128447,Kāshmar
10900015,گناباد,109,گناباد,34.35287,58.68365,geonames-iran-2026-09-19,132961,Gonābād
10900016,مشهد,109,مشهد,36.29807,59.60567,geonames-iran-2026-09-19,124665,Mashhad
10900017,نیشابور,109,نیشابور,36.21329,58.79575,geonames-iran-2026-09-19,122285,Neyshābūr
10900018,چناران,109,چناران,36.64546,59.12123,geonames-iran-2026-09-19,138742,Chenārān
10900019,خواف,109,خواف,34.57232,60.14404,geonames-iran-2026-09-19,1160544,Khvāf
10900020,سرخس,109,سرخس,36.5449,61.1577,geonames-iran-2026-09-19,1159716,Sarakhs
10900022,فریمان,109,فریمان,35.70685,59.85006,geonames-iran-2026-09-19,134809,Farīmān
10900023,بردسکن,109,بردسکن,35.26218,57.97075,geonames-iran-2026-09-19,141349,Bardaskan
10900027,رشتخوار,109,رشتخوار,34.97512,59.62482,geonames-iran-2026-09-19,118328,Roshtkhvār
10900028,کلات,109,کلات,36.99532,59.76472,geonames-iran-2026-09-19,31265,Kalāt-e Nāderī
10900029,خلیل آباد,109,خلیل آباد,35.25395,58.28566,geonames-iran-2026-09-19,128025,Khalīlābād
10900030,مه ولات,109,فیض آباد,35.01891,58.78343,geonames-iran-2026-09-19,134563,Feyẕābād
10900031,بجستان,109,بجستان,34.51639,58.1845,geonames-iran-2026-09-19,141891,Bajestān
10900032,طرقبه شاندیز,109,طرقبه,36.3104,59.3735,geonames-iran-2026-09-19,112616,Ţorqabeh
10900033,فیروزه,109,فیروزه,36.28639,58.58586,geonames-iran-2026-09-19,31020,Fīrūzeh
10900034,جغتای,109,جغتای,36.63619,57.07284,geonames-iran-2026-09-19,130091,Joghtāy
10900035,زاوه,109,دولت آباد,35.28219,59.51972,geonames-iran-2026-09-19,135743,Dowlatābād
10900036,جوین,109,نقاب,36.70792,57.42146,geonames-iran-2026-09-19,122375,Neqāb
10900037,باخرز,109,باخرز,35.09861,60.15885,geonames-iran-2026-09-19,1159905,Qal‘eh Now-e ‘Olyā
10900038,خوشاب,109,سلطان آباد,36.40352,58.03894,geonames-iran-2026-09-19,114105,Solţānābād
10900039,داورزن,109,داورزن,36.35088,56.87547,geonames-iran-2026-09-19,137125,Dāvarzan
10900040,صالح آباد,109,صالح آباد,36.18959,57.69779,geonames-iran-2026-09-19,7319,Şāleḩābād
10900041,کوهسرخ,109,ریوش,35.47521,58.45733,geonames-iran-2026-09-19,118454,Rīvash
10900042,زبرخان,109,خرو,35.46265,58.05727,geonames-iran-2026-09-19,127129,Khowr
10900043,ششتمد,109,ششتمد,35.95969,57.76673,geonames-iran-2026-09-19,115226,Sheshtamad
10900044,گلبهار,109,گلبهار,36.56976,59.1904,geonames-iran-2026-09-19,7082152,Golbahār
10900045,میان جلگه,109,عشق آباد,36.87584,58.40308,geonames-iran-2026-09-19,7341,‘Eshqābād
11000010,کاشان,110,کاشان,34.00228,51.43879,geonames-iran-2026-09-19,6861211,Kāshān
11000011,گلپایگان,110,گلپایگان,33.4537,50.28836,geonames-iran-2026-09-19,133037,Golpāyegān
11000012,لنجان,110,زرین شهر,32.39057,51.37654,geonames-iran-2026-09-19,418418,Zarrīn Shahr
11000013,نایین,110,نایین,32.86004,53.08693,geonames-iran-2026-09-19,122869,Nā’īn
11000014,نجف آباد,110,نجف آباد,32.63464,51.36525,geonames-iran-2026-09-19,418606,Najafābād
11000015,نطنز,110,نطنز,33.51118,51.91808,geonames-iran-2026-09-19,122491,Naţanz
11000016,شاهین شهرو میمه,110,شاهین شهر,32.85788,51.5529,geonames-iran-2026-09-19,417472,Shāhīn Shahr
11000017,مبارکه,110,مبارکه,32.34612,51.50205,geonames-iran-2026-09-19,418625,Mobārakeh
11000018,آران و بیدگل,110,آران و بیدگل,34.05751,51.48291,geonames-iran-2026-09-19,143122,Ārān Bīdgol
11000019,تیران وکرون,110,تیران,32.70328,51.15381,geonames-iran-2026-09-19,418446,Tīrān
11000020,چادگان,110,چادگان,32.76825,50.62873,geonames-iran-2026-09-19,139780,Chādegān
11000021,دهاقان,110,دهاقان,31.93986,51.64731,geonames-iran-2026-09-19,137057,Dehāqān
11000022,برخوار,110,دولت آباد,32.79978,51.69553,geonames-iran-2026-09-19,418868,Dowlatābād
11000023,خور و بیابانک,110,خور,33.77512,55.08329,geonames-iran-2026-09-19,127029,Khūr
11000024,بویین و میاندشت,110,بویین و میاندشت,33.07612,50.16432,geonames-iran-2026-09-19,124101,Mīāndasht
11000025,کوهپایه,110,تودشک,32.7207,52.6709,geonames-iran-2026-09-19,112535,Tūdeshk
11000026,جرقویه,110,نیک آباد,32.303,52.2057,geonames-iran-2026-09-19,6899676,Nīkābād
11000027,ورزنه,110,ورزنه,33.54218,50.50106,geonames-iran-2026-09-19,112124,Varzaneh
11000028,هرند,110,هرند,32.56531,52.43654,geonames-iran-2026-09-19,418806,Harand
11100010,زهک,111,زهک,30.894,61.6804,geonames-iran-2026-09-19,1159302,Zehak
11100011,هیرمند,111,دوست محمد,31.1447,61.7925,geonames-iran-2026-09-19,1161297,Dūst Moḩammad Khān
11100012,دلگان,111,گلمورتی,27.48232,59.44656,geonames-iran-2026-09-19,7102155,Galmūrtī
11100013,مهرستان,111,مهرستان,27.131,61.67445,geonames-iran-2026-09-19,1159306,Mehrestān
11100014,سیب و سوران,111,سوران,27.2855,61.9965,geonames-iran-2026-09-19,1159431,Sūrān
11100015,نیمروز,111,ادیمی,31.11144,61.41189,geonames-iran-2026-09-19,1161887,Adīmī
11100016,هامون,111,محمدآباد,31.1278,61.5681,geonames-iran-2026-09-19,1113006,Moḩammadābād
11100017,میرجاوه,111,میرجاوه,29.0148,61.44959,geonames-iran-2026-09-19,1160258,Mīrjāveh
11100018,قصرقند,111,قصرقند,26.23244,60.73932,geonames-iran-2026-09-19,1159884,Qaşr-e Qand
11100019,فنوج,111,فنوج,26.57527,59.64144,geonames-iran-2026-09-19,134894,Fannūj
11100020,بمپور,111,بمپور,27.19439,60.45594,geonames-iran-2026-09-19,1161735,Bampūr
11100021,تفتان,111,نوک آباد,28.5397,60.7595,geonames-iran-2026-09-19,1160088,Nūkābād
11100022,دشتیاری,111,نگور,25.38882,61.13834,geonames-iran-2026-09-19,1160121,Negūr
11100023,سرباز,111,سرباز,26.63228,61.25787,geonames-iran-2026-09-19,1159709,Sarbāz
11100024,گلشن,111,جالق,27.60287,62.71023,geonames-iran-2026-09-19,1160907,Jālq
11100025,لاشار,111,اسپکه,26.84004,60.1731,geonames-iran-2026-09-19,1161269,Espakeh
11100026,زرآباد,111,زرآباد,25.58263,59.36161,geonames-iran-2026-09-19,111431,Zarābād
11200010,دهگلان,112,دهگلان,35.278,47.4184,geonames-iran-2026-09-19,136773,Dehgolān
11300010,درگزین,113,قروه درگزین,35.30954,49.10023,geonames-iran-2026-09-19,119160,Qorveh-ye Dargazīn
11400010,خانمیرزا,114,آلونی,31.55303,51.0605,geonames-iran-2026-09-19,143758,Ālūnī
11400011,فلارد,114,مال خلیفه,31.2908,51.26026,geonames-iran-2026-09-19,125077,Māl Khalīfeh
11400012,فرخ شهر,114,فرخ شهر,32.27174,50.98008,geonames-iran-2026-09-19,120678,Farrokh Shahr
11500010,چگنی,115,سراب دوره,33.5639,48.0221,geonames-iran-2026-09-19,117345,Sarāb-e Dūreh
11500011,رومشکان,115,چقابل,33.28175,47.50979,geonames-iran-2026-09-19,139015,Chaqābol
11500012,معمولان,115,معمولان,33.3793,47.9596,geonames-iran-2026-09-19,125016,Ma‘mūlān
11600010,بدره,116,بدره,33.30573,47.03708,geonames-iran-2026-09-19,415694,Badreh
11600011,هلیلان,116,توحید,27.82775,52.85789,geonames-iran-2026-09-19,8298952,Tohid
11600012,چوار,116,چوار,33.6953,46.2979,geonames-iran-2026-09-19,138905,Chavār
11800010,عسلویه,118,عسلویه,27.47383,52.60782,geonames-iran-2026-09-19,142857,Bandar-e ‘Asalūyah
11900010,سلطانیه,119,سلطانیه,36.43318,48.79471,geonames-iran-2026-09-19,117799,Solţānīyeh
12100011,بهاباد,121,بهاباد,31.87091,56.02433,geonames-iran-2026-09-19,9533956,Bahābād
12100012,مروست,121,مروست,30.47833,54.21167,geonames-iran-2026-09-19,124724,Marvast
12100013,زارچ,121,زارچ,31.99111,54.23194,geonames-iran-2026-09-19,111407,Zārach
12200010,خمیر,122,خمیر,26.9521,55.5851,geonames-iran-2026-09-19,127992,Bandar-e Khamīr
12200011,پارسیان,122,پارسیان,27.2918,56.1532,geonames-iran-2026-09-19,112944,Tāzīān-e Pā’īn
12200012,سیریک,122,سیریک,26.5055,57.122,geonames-iran-2026-09-19,114262,Sīrīk-e Kohneh
12200013,بشاگرد,122,سردشت,26.45574,57.90271,geonames-iran-2026-09-19,117116,Sardasht
12300010,اسلامشهر,123,اسلامشهر,35.55222,51.23504,geonames-iran-2026-09-19,449504,Eslamshahr
12300012,رباط‌کریم,123,رباط‌کریم,35.4846,51.0829,geonames-iran-2026-09-19,118367,Robāţ Karīm
12300013,پاکدشت,123,پاکدشت,35.47854,51.6834,geonames-iran-2026-09-19,9478811,Pākdasht
12300014,فیروزکوه,123,فیروزکوه,35.75674,52.77062,geonames-iran-2026-09-19,134462,Fīrūzkūh
12300016,قدس,123,قدس,35.7214,51.109,geonames-iran-2026-09-19,120292,Qods
12300017,ملارد,123,ملارد,35.6659,50.9767,geonames-iran-2026-09-19,125188,Malārd
12300018,پیشوا,123,پیشوا,35.308,51.7267,geonames-iran-2026-09-19,120972,Pīshvā
12300019,بهارستان,123,گلستان,35.5183,51.1819,geonames-iran-2026-09-19,32900,Golestān
12300020,پردیس,123,پردیس,35.74687,51.81222,geonames-iran-2026-09-19,6681051,Pardīs
12300021,قرچک,123,قرچک,35.42873,51.57757,geonames-iran-2026-09-19,32767,Qarchak
12400010,سرعین,124,سرعین,38.15022,48.07068,geonames-iran-2026-09-19,117048,Sara'eyn
12400011,اصلاندوز,124,اصلاندوز,39.4439,47.4056,geonames-iran-2026-09-19,142703,Aşlān Dūz
12400012,انگوت,124,تازه کندانگوت,39.0443,47.7453,geonames-iran-2026-09-19,16977,Angut
12700010,آزادشهر,127,آزادشهر,37.08641,55.17222,geonames-iran-2026-09-19,110831,Āzādshahr
12700011,رامیان,127,رامیان,37.01598,55.14123,geonames-iran-2026-09-19,118824,Rāmīān
12700012,مراوه تپه,127,مراوه,37.9041,55.95596,geonames-iran-2026-09-19,123295,Marāveh Tappeh
12700013,گمیشان,127,گمیش تپه,37.0718,54.07654,geonames-iran-2026-09-19,40047,Gomīshān
12700014,گالیکش,127,گالیکش,37.27259,55.43394,geonames-iran-2026-09-19,134282,Gālīkesh
12800010,مانه,128,پیش قلعه,37.65206,57.00195,geonames-iran-2026-09-19,40788,Pīsh Qal‘eh
12900010,خوسف,129,خوسف,32.78108,58.89002,geonames-iran-2026-09-19,127098,Khūsf
12900011,طبس,129,طبس,33.59586,56.92437,geonames-iran-2026-09-19,113659,Tabas
12900012,عشق آباد,129,عشق آباد,34.36633,56.92993,geonames-iran-2026-09-19,135221,‘Eshqābād
