id,name,slug,province_id
11400010,خانمیرزا,خانمیرزا,114
11400011,فلارد,فلارد,114
11400012,فرخ شهر,فرخ-شهر,114
11500010,چگنی,چگنی,115
11500011,رومشکان,رومشکان,115
11500012,معمولان,معمولان,115
11600010,بدره,بدره,116
11600011,هلیلان,هلیلان,116
11600012,چوار,چوار,116
11800010,عسلویه,عسلویه,118
11900010,سلطانیه,سلطانیه,119
12100011,بهاباد,بهاباد,121
12100012,مروست,مروست,121
12100013,زارچ,زارچ,121
12200010,خمیر,خمیر,122
12200011,پارسیان,پارسیان,122
12200012,سیریک,سیریک,122
12200013,بشاگرد,بشاگرد,122
12300010,اسلامشهر,اسلامشهر,123
12300012,رباط کریم,رباط-کریم,123
12300013,پاکدشت,پاکدشت,123
12300014,فیروزکوه,فیروزکوه,123
12300016,قدس,قدس,123
12300017,ملارد,ملارد,123
12300018,پیشوا,پیشوا,123
12300019,بهارستان,بهارستان,123
12300020,پردیس,پردیس,123
12300021,قرچک,قرچک,123
12400010,سرعین,سرعین,124
12400011,اصلاندوز,اصلاندوز,124
12400012,انگوت,انگوت,124
12700010,آزادشهر,آزادشهر,127
12700011,رامیان,رامیان,127
12700012,مراوه تپه,مراوه-تپه,127
12700013,گمیشان,گمیشان,127
12700014,گالیکش,گالیکش,127
12800010,مانه,مانه,128
12900010,خوسف,خوسف,129
12900011,طبس,طبس,129
