id,name,slug,province_id,city_id
1000005007,قلعه چای,قلعه-چای,1000000024,1000000503
1000005015,مرکزی,مرکزی,1000000024,1000000511
1000005023,خاروانا,خاروانا,1000000024,1000000511
1000005031,مرکزی,مرکزی,1000000024,1000000529
1000005049,گرمادوز,گرمادوز,1000000024,1000000529
1000005056,منجوان,منجوان,1000000024,1000000529
1000004679,مرکزی,مرکزی,1000000024,1000372647
1000372621,چهاردانگه,چهاردانگه,1000000024,1000372647
1000005064,مرکزی,مرکزی,1000000032,1000000537
1000005072,سیلوانه,سیلوانه,1000000032,1000000537
1000005080,صومای برادوست,صومای-برادوست,1000000032,1000000537
1000005098,انزل,انزل,1000000032,1000000537
1000005106,نازلو,نازلو,1000000032,1000000537
1000005114,مرکزی,مرکزی,1000000032,1000000545
1000005122,ایواوغلی,ایواوغلی,1000000032,1000000545
1000005130,صفائیه,صفائیه,1000000032,1000000545
1000005148,قطور,قطور,1000000032,1000000545
1000545101,فیرورق,فیرورق,1000000032,1000000545
1000005155,مرکزی,مرکزی,1000000032,1000000552
1000005163,خلیفان,خلیفان,1000000032,1000000552
1000005171,مرکزی,مرکزی,1000000032,1000000560
1000005189,بازرگان,بازرگان,1000000032,1000000560
1000005197,مرکزی,مرکزی,1000000032,1000000578
1000005205,کوهسار,کوهسار,1000000032,1000000578
1000005213,مرکزی,مرکزی,1000000032,1000000586
1002049557,بکتاش,بکتاش,1000000032,1000000586
1000005247,مرکزی,مرکزی,1000000032,1000000594
1000005254,محمدیار,محمدیار,1000000032,1000000594
1000005262,مرکزی,مرکزی,1000000032,1000000602
1000005270,لاجان,لاجان,1000000032,1000000602
1000005288,مرکزی,مرکزی,1000000032,1000000610
1000005296,وزینه,وزینه,1000000032,1000000610
1002284204,ربط,ربط,1000000032,1000000610
1000005304,مرکزی,مرکزی,1000000032,1000000628
1000005312,سیمینه,سیمینه,1000000032,1000000628
1000005320,مرکزی,مرکزی,1000000032,1000000636
1000005338,تخت سلیمان,تخت-سلیمان,1000000032,1000000636
1000005346,مرکزی,مرکزی,1000000032,1000000644
1000005353,کشاورز,کشاورز,1000000032,1000000644
1000005361,مرکزی,مرکزی,1000000032,1000000651
1000005379,نالوس,نالوس,1000000032,1000000651
1000005387,مرکزی,مرکزی,1000000032,1000000669
1000005395,دشتک,دشتک,1000000032,1000000669
1000005403,مرکزی,مرکزی,1000000032,1000000677
1000005411,ارس,ارس,1000000032,1000000677
1000005429,مرکزی,مرکزی,1000000032,1000000685
1000005437,حاجیلار,حاجیلار,1000000032,1000000685
1000005445,مرکزی,مرکزی,1000000032,1000000693
1000005452,قره قویون,قره-قویون,1000000032,1000000693
1000005221,مرکزی,مرکزی,1000000032,1002657367
1002657359,فیروزآباد,فیروزآباد,1000000032,1002657367
1000005239,مرکزی,مرکزی,1000000032,1002657391
1002657383,نختالو,نختالو,1000000032,1002657391
1000005478,مرکزی,مرکزی,1000000040,1000000701
1000005528,قمصر,قمصر,1000000040,1000000719
1000005536,مرکزی,مرکزی,1000000040,1000000719
1000005544,نیاسر,نیاسر,1000000040,1000000719
1000005551,برزک,برزک,1000000040,1000000719
1000005569,مرکزی,مرکزی,1000000040,1000000727
1000005577,مرکزی,مرکزی,1000000040,1000000735
1000005585,مرکزی,مرکزی,1000000040,1000000743
1000005593,زنده رود,زنده-رود,1000000040,1000000743
1000005601,مرکزی,مرکزی,1000000040,1000000750
1000005619,انارک,انارک,1000000040,1000000750
1000005627,مرکزی,مرکزی,1000000040,1000000768
1000005635,زواره,زواره,1000000040,1000000768
1000577716,مهاباد,مهاباد,1000000040,1000000768
1000005643,مرکزی,مرکزی,1000000040,1000000776
1000005650,مهردشت,مهردشت,1000000040,1000000776
1000005668,مرکزی,مرکزی,1000000040,1000000784
1000005676,امام زاده,امام-زاده,1000000040,1000000784
1000005684,مرکزی,مرکزی,1000000040,1000000792
1000005692,پادنا,پادنا,1000000040,1000000792
1000005700,پادنا علیا,پادنا-علیا,1000000040,1000000792
1000005718,وردشت,وردشت,1000000040,1000000792
1000005726,مرکزی,مرکزی,1000000040,1000000800
1000005734,باغ بهادران,باغ-بهادران,1000000040,1000000800
1000005742,فولاد شهر,فولاد-شهر,1000000040,1000000800
1000005759,مرکزی,مرکزی,1000000040,1000000818
1000005767,مرکزی,مرکزی,1000000040,1000000826
1002653952,موگویی,موگویی,1000000040,1000000826
1000005775,مرکزی,مرکزی,1000000040,1000000834
1000005783,مرکزی,مرکزی,1000000040,1000000842
1000005791,پیربکران,پیربکران,1000000040,1000000842
1000005809,قهدریجان,قهدریجان,1000000040,1000000842
1000005817,میمه,میمه,1000000040,1000000859
1000005825,مرکزی,مرکزی,1000000040,1000000859
1000005833,مرکزی,مرکزی,1000000040,1000000867
1000005841,گرکن جنوبی,گرکن-جنوبی,1000000040,1000000867
1000005858,مرکزی,مرکزی,1000000040,1000000875
1000005866,کویرات,کویرات,1000000040,1000000875
1000005874,مرکزی,مرکزی,1000000040,1000000883
1000005882,کرون,کرون,1000000040,1000000883
1000005890,مرکزی,مرکزی,1000000040,1000000891
1000005908,چنارود,چنارود,1000000040,1000000891
1000005916,مرکزی,مرکزی,1000000040,1000000909
1000005924,مرکزی,مرکزی,1000000040,1000000917
1000005932,حبیب آباد,حبیب-آباد,1000000040,1000000917
1000005940,مرکزی,مرکزی,1000000040,1000000925
1000005957,مرکزی,مرکزی,1000000040,1000000933
1000005965,کرچمبو,کرچمبو,1000000040,1000000933
1000005486,مرکزی,مرکزی,1000000040,1002655056
1000005502,جرقویه علیا,جرقویه-علیا,1000000040,1002655056
1000005460,تودشک,تودشک,1000000040,1002656740
1002656732,سیستان,سیستان,1000000040,1002656740
1000005510,مرکزی,مرکزی,1000000040,1002657334
1002657326,اژیه,اژیه,1000000040,1002657334
1000005494,مرکزی,مرکزی,1000000040,1002657409
1002656633,رودشت,رودشت,1000000040,1002657409
1000005973,کدکن,کدکن,1000000057,1000000941
1000005981,مرکزی,مرکزی,1000000057,1000000941
1000005999,بایک,بایک,1000000057,1000000941
1000006005,جلگه رخ,جلگه-رخ,1000000057,1000000941
1000006021,مرکزی,مرکزی,1000000057,1000000958
1000006039,روداب,روداب,1000000057,1000000958
1000006047,باجگیران,باجگیران,1000000057,1000000966
1000006054,مرکزی,مرکزی,1000000057,1000000966
1002574216,آبکوه,آبکوه,1000000057,1000000966
1002574265,قوچان عتیق,قوچان-عتیق,1000000057,1000000966
1000006062,مرکزی,مرکزی,1000000057,1000000974
1000006070,کاخک,کاخک,1000000057,1000000974
1000006088,احمد آباد,احمد-آباد,1000000057,1000000982
1000006096,مرکزی,مرکزی,1000000057,1000000982
1000006104,رضویه,رضویه,1000000057,1000000982
1000006120,سر ولایت,سر-ولایت,1000000057,1000000990
1000006138,مرکزی,مرکزی,1000000057,1000000990
1000006146,میان جلگه,میان-جلگه,1000000057,1000000990
1000006153,مرکزی,مرکزی,1000000057,1000001006
1001187499,فرح دشت,فرح-دشت,1000000057,1000001006
1000006179,لطف آباد,لطف-آباد,1000000057,1000001014
1000006187,مرکزی,مرکزی,1000000057,1000001014
1000006195,چاپشلو,چاپشلو,1000000057,1000001014
1000006203,نوخندان,نوخندان,1000000057,1000001014
1000006229,مرکزی,مرکزی,1000000057,1000001022
1000006237,نصر آباد,نصر-آباد,1000000057,1000001022
1000006245,بوژگان,بوژگان,1000000057,1000001022
1000006252,پایین جام,پایین-جام,1000000057,1000001022
1000006260,مرکزی,مرکزی,1000000057,1000001030
1000006278,میان ولایت,میان-ولایت,1000000057,1000001030
1000006286,مرکزی,مرکزی,1000000057,1000001048
1000006294,سنگان,سنگان,1000000057,1000001048
1000006302,جلگه زوزن,جلگه-زوزن,1000000057,1000001048
1000006310,سلامی,سلامی,1000000057,1000001048
1000006328,مرکزی,مرکزی,1000000057,1000001055
1000006336,مرزداران,مرزداران,1000000057,1000001055
1000006344,مرکزی,مرکزی,1000000057,1000001063
1002285227,سیدآباد,سیدآباد,1000000057,1000001063
1002285243,رادکان,رادکان,1000000057,1000001063
1000006369,مرکزی,مرکزی,1000000057,1000001071
1000006377,قلندر آباد,قلندر-آباد,1000000057,1000001071
1000006385,مرکزی,مرکزی,1000000057,1000001089
1000006393,انابد,انابد,1000000057,1000001089
1000006401,شهر آباد,شهر-آباد,1000000057,1000001089
1000006419,مرکزی,مرکزی,1000000057,1000001097
1000006427,جنگل,جنگل,1000000057,1000001097
1000006435,مرکزی,مرکزی,1000000057,1000001105
1000006443,زاوین,زاوین,1000000057,1000001105
1002653895,هزار مسجد,هزار-مسجد,1000000057,1000001105
1000006450,مرکزی,مرکزی,1000000057,1000001113
1000006468,ششطراز,ششطراز,1000000057,1000001113
1000006476,مرکزی,مرکزی,1000000057,1000001121
1000006484,شادمهر,شادمهر,1000000057,1000001121
1000006492,مرکزی,مرکزی,1000000057,1000001139
1000006500,یونسی,یونسی,1000000057,1000001139
1000006518,طرقبه,طرقبه,1000000057,1000001147
1000006526,شاندیز,شاندیز,1000000057,1000001147
1000006534,مرکزی,مرکزی,1000000057,1000001154
1000006542,هلالی,هلالی,1000000057,1000001154
1000006559,مرکزی,مرکزی,1000000057,1000001162
1000006567,عطاملک,عطاملک,1000000057,1000001162
1000006575,مرکزی,مرکزی,1000000057,1000001170
1000006583,طاغنکوه,طاغنکوه,1000000057,1000001170
1000006591,مرکزی,مرکزی,1000000057,1000001188
1000006609,سلیمان,سلیمان,1000000057,1000001188
1000006617,مرکزی,مرکزی,1000000057,1000001196
1000006625,بالا ولایت,بالا-ولایت,1000000057,1000001196
1000006633,مرکزی,مرکزی,1000000057,1000001204
1000006641,مشکان,مشکان,1000000057,1000001204
1000907541,نوده انقلاب,نوده-انقلاب,1000000057,1000001204
1000006658,مرکزی,مرکزی,1000000057,1000001212
1000006666,باشتین,باشتین,1000000057,1000001212
1000006211,مرکزی,مرکزی,1000000057,1000372670
1000372662,جنت آباد,جنت-آباد,1000000057,1000372670
1000006161,مرکزی,مرکزی,1000000057,1001187515
1001187507,بررود,بررود,1000000057,1001187515
1000006112,مرکزی,مرکزی,1000000057,1002245395
1002245387,اسحاق آباد,اسحاق-آباد,1000000057,1002245395
1000006013,مرکزی,مرکزی,1000000057,1002245411
1002245403,شامکان,شامکان,1000000057,1002245411
1000006351,مرکزی,مرکزی,1000000057,1002285284
1002285276,گلمکان,گلمکان,1000000057,1002285284
1000006674,مرکزی,مرکزی,1000000065,1000001220
1000006682,اسماعیلیه,اسماعیلیه,1000000065,1000001220
1000006690,غیزانیه,غیزانیه,1000000065,1000001220
1000006708,مرکزی,مرکزی,1000000065,1000001238
1000006716,زیدون,زیدون,1000000065,1000001238
1000006724,تشان,تشان,1000000065,1000001238
1000006732,مرکزی,مرکزی,1000000065,1000001246
1000006740,مینو,مینو,1000000065,1000001246
1000006757,اروند کنار,اروند-کنار,1000000065,1000001253
1000006765,مرکزی,مرکزی,1000000065,1000001253
1000006773,بستان,بستان,1000000065,1000001261
1000006781,مرکزی,مرکزی,1000000065,1000001261
1000006799,مرکزی,مرکزی,1000000065,1000001279
1000006807,سردشت,سردشت,1000000065,1000001279
1000006815,چغامیش,چغامیش,1000000065,1000001279
1000006823,شهیون,شهیون,1000000065,1000001279
1000006831,مرکزی,مرکزی,1000000065,1000001287
1000006849,شعیبیه,شعیبیه,1000000065,1000001287
1000006856,میان آب,میان-آب,1000000065,1000001287
1000006864,مرکزی,مرکزی,1000000065,1000001295
1000006872,گلگیر,گلگیر,1000000065,1000001295
1000006880,عنبر,عنبر,1000000065,1000001295
1000006906,مرکزی,مرکزی,1000000065,1000001303
1000006914,سوسن,سوسن,1000000065,1000001303
1000006922,مرکزی,مرکزی,1000000065,1000001311
1000006930,ابوالفارس,ابوالفارس,1000000065,1000001311
1000006948,رود زرد,رود-زرد,1000000065,1000001311
1000006955,سلطان آباد,سلطان-آباد,1000000065,1000001311
1000006963,بندر امام خمینی,بندر-امام-خمینی,1000000065,1000001329
1000006971,مرکزی,مرکزی,1000000065,1000001329
1000006989,مرکزی,مرکزی,1000000065,1000001337
1000006997,خنافره,خنافره,1000000065,1000001337
1000007003,دارخوین,دارخوین,1000000065,1000001337
1000007011,مرکزی,مرکزی,1000000065,1000001345
1000007029,الوار گرمسیری,الوار-گرمسیری,1000000065,1000001345
1000007037,مرکزی,مرکزی,1000000065,1000001352
1000007052,فتح المبین,فتح-المبین,1000000065,1000001352
1000007060,مرکزی,مرکزی,1000000065,1000001360
1000007078,صیدون,صیدون,1000000065,1000001360
1000007086,میداود,میداود,1000000065,1000001360
1002655114,قلعه تل,قلعه-تل,1000000065,1000001360
1000007094,جایزان,جایزان,1000000065,1000001378
1000007102,مرکزی,مرکزی,1000000065,1000001378
1000007110,مرکزی,مرکزی,1000000065,1000001386
1000007128,حتی,حتی,1000000065,1000001386
1000007136,مرکزی,مرکزی,1000000065,1000001394
1000007144,چم خلف عیسی,چم-خلف-عیسی,1000000065,1000001394
1000007151,مرکزی,مرکزی,1000000065,1000001402
1000007169,مشراگه,مشراگه,1000000065,1000001402
1000007177,مرکزی,مرکزی,1000000065,1000001410
1000007185,عقیلی,عقیلی,1000000065,1000001410
1000007193,مرکزی,مرکزی,1000000065,1000001428
1000007201,آبژدان,آبژدان,1000000065,1000001428
1000007219,چلو,چلو,1000000065,1000001428
1000007227,مرکزی,مرکزی,1000000065,1000001436
1000007235,نیسان,نیسان,1000000065,1000001436
1000007243,مرکزی,مرکزی,1000000065,1000001444
1000007250,رغیوه,رغیوه,1000000065,1000001444
1000007268,مرکزی,مرکزی,1000000065,1000001451
1000007276,ویس,ویس,1000000065,1000001451
1000007284,مرکزی,مرکزی,1000000065,1000001469
1000007292,جولکی,جولکی,1000000065,1000001469
1000007300,مرکزی,مرکزی,1000000065,1000001477
1000007318,گمبوعه,گمبوعه,1000000065,1000001477
1000007326,سویسه,سویسه,1000000065,1000001485
1000007334,مرکزی,مرکزی,1000000065,1000001485
1000007045,شاوور,شاوور,1000000065,1002573176
1002573168,مرکزی,مرکزی,1000000065,1002573176
1000006898,مرکزی,مرکزی,1000000065,1002657441
1002657425,قارون,قارون,1000000065,1002657441
1000007342,مرکزی,مرکزی,1000000073,1000001493
1000948149,بهمن و صغاد,بهمن-و-صغاد,1000000073,1000001493
1000007367,مرکزی,مرکزی,1000000073,1000001501
1000007375,ارژن,ارژن,1000000073,1000001501
1002654497,سیاخ دانگون,سیاخ-دانگون,1000000073,1000001501
1000007383,مرکزی,مرکزی,1000000073,1000001519
1000007391,ششده وقره بلاغ,ششده-وقره-بلاغ,1000000073,1000001519
1000007409,شیبکوه,شیبکوه,1000000073,1000001519
1000007417,نوبندگان,نوبندگان,1000000073,1000001519
1000007433,مرکزی,مرکزی,1000000073,1000001527
1000007458,بیرم,بیرم,1000000073,1000001527
1000007466,بنارویه,بنارویه,1000000073,1000001527
1000007474,صحرای باغ,صحرای-باغ,1000000073,1000001527
1000007482,مرکزی,مرکزی,1000000073,1000001535
1000007490,میمند,میمند,1000000073,1000001535
1000007508,مرکزی,مرکزی,1000000073,1000001543
1000007524,سیمکان,سیمکان,1000000073,1000001543
1000007532,کردیان,کردیان,1000000073,1000001543
1000007540,مرکزی,مرکزی,1000000073,1000001550
1000007557,کنارتخته وکمارج,کنارتخته-وکمارج,1000000073,1000001550
1000007573,جره و بالاده,جره-و-بالاده,1000000073,1000001550
1000007599,خشت,خشت,1000000073,1000001550
1000007607,مرکزی,مرکزی,1000000073,1000001568
1000007615,رونیز,رونیز,1000000073,1000001568
1000007623,مرکزی,مرکزی,1000000073,1000001576
1000007631,رستاق,رستاق,1000000073,1000001576
1000007649,فورگ,فورگ,1000000073,1000001576
1000007656,جنت,جنت,1000000073,1000001576
1000577724,فسارود,فسارود,1000000073,1000001576
1000007672,پشتکوه,پشتکوه,1000000073,1000001584
1000007680,مرکزی,مرکزی,1000000073,1000001584
1000007698,قطرویه,قطرویه,1000000073,1000001584
1000007706,مرکزی,مرکزی,1000000073,1000001592
1000007714,ماهور میلاتی,ماهور-میلاتی,1000000073,1000001592
1000007722,دشمن زیاری,دشمن-زیاری,1000000073,1000001592
1000577781,جوزار,جوزار,1000000073,1000001592
1000007730,مرکزی,مرکزی,1000000073,1000001600
1000007748,سده,سده,1000000073,1000001600
1000007755,حسن آباد,حسن-آباد,1000000073,1000001600
1000007763,مرکزی,مرکزی,1000000073,1000001618
1000007771,کامفیروز,کامفیروز,1000000073,1000001618
1000007789,درودزن,درودزن,1000000073,1000001618
1000007797,سیدان,سیدان,1000000073,1000001618
1000007805,کامفیروز شمالی,کامفیروز-شمالی,1000000073,1000001618
1000007813,مرکزی,مرکزی,1000000073,1000001626
1000007839,همایجان,همایجان,1000000073,1000001626
1000007847,مرکزی,مرکزی,1000000073,1000001634
1000007854,اشکنان,اشکنان,1000000073,1000001634
1000007862,علامرودشت,علامرودشت,1000000073,1000001634
1000007870,چاه ورز,چاه-ورز,1000000073,1000001634
1002602538,خیرگو,خیرگو,1000000073,1000001634
1000007888,مرکزی,مرکزی,1000000073,1000001642
1000007904,مزایجان,مزایجان,1000000073,1000001642
1000007912,مرکزی,مرکزی,1000000073,1000001659
1000007920,مشهد مرغاب,مشهد-مرغاب,1000000073,1000001659
1000007938,مرکزی,مرکزی,1000000073,1000001667
1000007946,مرکزی,مرکزی,1000000073,1000001675
1000007953,ایزدخواست,ایزدخواست,1000000073,1000001675
1000007961,مرکزی,مرکزی,1000000073,1000001683
1000007979,افزر,افزر,1000000073,1000001683
1000007987,مرکزی,مرکزی,1000000073,1000001691
1000007995,گله دار,گله-دار,1000000073,1000001691
1000008001,وراوی,وراوی,1000000073,1000001691
1000008019,اسیر,اسیر,1000000073,1000001691
1000008027,مرکزی,مرکزی,1000000073,1000001709
1000008035,دهرم,دهرم,1000000073,1000001709
1000008043,مرکزی,مرکزی,1000000073,1000001717
1000008050,محمله,محمله,1000000073,1000001717
1000008068,مرکزی,مرکزی,1000000073,1000001725
1000008076,پاسارگاد,پاسارگاد,1000000073,1000001725
1000008084,مرکزی,مرکزی,1000000073,1000001733
1000008092,کوهنجان,کوهنجان,1000000073,1000001733
1000008100,مرکزی,مرکزی,1000000073,1000001741
1000008118,سورنا,سورنا,1000000073,1000001741
1000008126,مرکزی,مرکزی,1000000073,1000001758
1000008134,ارد,ارد,1000000073,1000001758
1000008142,مرکزی,مرکزی,1000000073,1000001766
1000008159,طسوج,طسوج,1000000073,1000001766
1000008167,مرکزی,مرکزی,1000000073,1000001774
1000008175,کربال,کربال,1000000073,1000001774
1000007565,کوهمره,کوهمره,1000000073,1000947885
1000007581,مرکزی,مرکزی,1000000073,1000947885
1000007821,مرکزی,مرکزی,1000000073,1000947919
1000947901,بانش,بانش,1000000073,1000947919
1000007664,مرکزی,مرکزی,1000000073,1000947943
1000947935,حنا,حنا,1000000073,1000947943
1000007516,مرکزی,مرکزی,1000000073,1000947976
1000947968,راهگان,راهگان,1000000073,1000947976
1000007441,مرکزی,مرکزی,1000000073,1000948107
1000948099,بیدشهر,بیدشهر,1000000073,1000948107
1000007359,مرکزی,مرکزی,1000000073,1000948131
1000948123,رحمت آباد,رحمت-آباد,1000000073,1000948131
1000007896,مرکزی,مرکزی,1000000073,1000948768
1000948750,باغ صفا,باغ-صفا,1000000073,1000948768
1002654422,توجردی,توجردی,1000000073,1000948768
1000007425,مرکزی,مرکزی,1000000073,1002698064
1002698056,هرم,هرم,1000000073,1002698064
1000008183,مرکزی,مرکزی,1000000081,1000001782
1000008191,بروات,بروات,1000000081,1000001782
1000544773,دهبکری,دهبکری,1000000081,1000001782
1000008209,شهداد,شهداد,1000000081,1000001790
1000008217,ماهان,ماهان,1000000081,1000001790
1000008225,مرکزی,مرکزی,1000000081,1000001790
1000008233,راین,راین,1000000081,1000001790
1000008241,گلباف,گلباف,1000000081,1000001790
1000008258,چترود,چترود,1000000081,1000001790
1000008266,مرکزی,مرکزی,1000000081,1000001808
1000008274,پاریز,پاریز,1000000081,1000001808
1000008282,گلستان,گلستان,1000000081,1000001808
1000008290,زید آباد,زید-آباد,1000000081,1000001808
1000008308,بلورد,بلورد,1000000081,1000001808
1000008316,مرکزی,مرکزی,1000000081,1000001816
1000008324,کشکوئیه,کشکوئیه,1000000081,1000001816
1000008332,نوق,نوق,1000000081,1000001816
1000008340,فردوس,فردوس,1000000081,1000001816
1000008357,ساردوئیه,ساردوئیه,1000000081,1000001824
1000008365,مرکزی,مرکزی,1000000081,1000001824
1000008373,جبالبارز,جبالبارز,1000000081,1000001824
1000008381,اسماعیلی,اسماعیلی,1000000081,1000001824
1000544799,اسفندقه,اسفندقه,1000000081,1000001824
1000008399,مرکزی,مرکزی,1000000081,1000001832
1000008407,خبر,خبر,1000000081,1000001832
1000008415,مرکزی,مرکزی,1000000081,1000001840
1000008423,یزدان آباد,یزدان-آباد,1000000081,1000001840
1000008431,مرکزی,مرکزی,1000000081,1000001857
1000008449,دهج,دهج,1000000081,1000001857
1000008456,مرکزی,مرکزی,1000000081,1000001865
1000008464,لاله زار,لاله-زار,1000000081,1000001865
1000008472,گلزار,گلزار,1000000081,1000001865
1000008480,نگار,نگار,1000000081,1000001865
1000008498,مرکزی,مرکزی,1000000081,1000001873
1000008506,چاه مرید,چاه-مرید,1000000081,1000001873
1000008514,کوهساران,کوهساران,1000000081,1000001881
1000008522,مرکزی,مرکزی,1000000081,1000001881
1000008530,مرکزی,مرکزی,1000000081,1000001899
1000008548,آسمینون,آسمینون,1000000081,1000001899
1000008555,مرکزی,مرکزی,1000000081,1000001907
1000008563,جالبارز جنوبی,جالبارز-جنوبی,1000000081,1000001907
1000008571,مرکزی,مرکزی,1000000081,1000001915
1000008589,طغرالجرد,طغرالجرد,1000000081,1000001915
1000008597,مرکزی,مرکزی,1000000081,1000001923
1000008605,جازموریان,جازموریان,1000000081,1000001923
1000008613,مرکزی,مرکزی,1000000081,1000001931
1000008621,چاه داد خدا,چاه-داد-خدا,1000000081,1000001931
1000008639,مرکزی,مرکزی,1000000081,1000001949
1000008647,گنبکی,گنبکی,1000000081,1000001949
1000008654,انار,انار,1000000081,1000001956
1000008662,مرکزی,مرکزی,1000000081,1000001964
1000008670,نگین کویر,نگین-کویر,1000000081,1000001964
1000008688,مرکزی,مرکزی,1000000081,1000001972
1000008696,هنزا,هنزا,1000000081,1000001972
1000008704,مرکزی,مرکزی,1000000081,1000001980
1000008712,روداب,روداب,1000000081,1000001980
1000008720,مرکزی,مرکزی,1000000081,1000001998
1000008738,حور,حور,1000000081,1000001998
1000008746,مرکزی,مرکزی,1000000081,1000002004
1000008753,صوغان,صوغان,1000000081,1000002004
1000008761,مرکزی,مرکزی,1000000099,1000002012
1000008779,حمیل,حمیل,1000000099,1000002012
1000008787,مرکزی,مرکزی,1000000099,1000002020
1000008795,فیروز آباد,فیروز-آباد,1000000099,1000002020
1000008803,ماهیدشت,ماهیدشت,1000000099,1000002020
1000008811,کوزران,کوزران,1000000099,1000002020
1000008829,بیلوار,بیلوار,1000000099,1000002020
1000008837,سومار,سومار,1000000099,1000002038
1000008845,مرکزی,مرکزی,1000000099,1000002038
1000008852,مرکزی,مرکزی,1000000099,1000002046
1000008860,باینگان,باینگان,1000000099,1000002046
1000008878,نوسود,نوسود,1000000099,1000002046
1000008886,مرکزی,مرکزی,1000000099,1000002053
1000008894,کلیائی,کلیائی,1000000099,1000002053
1002655064,باوله,باوله,1000000099,1000002053
1000008902,مرکزی,مرکزی,1000000099,1000002061
1000008910,مرکزی,مرکزی,1000000099,1000002079
1000008928,قلعه شاهین,قلعه-شاهین,1000000099,1000002079
1002657490,دشت ذهاب,دشت-ذهاب,1000000099,1000002079
1000008936,مرکزی,مرکزی,1000000099,1000002087
1000008944,گوآور,گوآور,1000000099,1000002087
1000008951,مرکزی,مرکزی,1000000099,1000002095
1000008969,کلاشی,کلاشی,1000000099,1000002095
1000008977,مرکزی,مرکزی,1000000099,1000002103
1000008985,دینور,دینور,1000000099,1000002103
1000008993,مرکزی,مرکزی,1000000099,1000002111
1000009009,بیستون,بیستون,1000000099,1000002111
1000009017,مرکزی,مرکزی,1000000099,1000002129
1000009025,ازگله,ازگله,1000000099,1000002129
1000577930,زمکان,زمکان,1000000099,1000002129
1000009033,مرکزی,مرکزی,1000000099,1000002137
1000009041,شاهو,شاهو,1000000099,1000002137
1000009058,مرکزی,مرکزی,1000000099,1000002145
1000009066,گهواره,گهواره,1000000099,1000002145
1000009082,کوچصفهان,کوچصفهان,1000000107,1000002152
1000009090,مرکزی,مرکزی,1000000107,1000002152
1000009108,لشت نشاء,لشت-نشاء,1000000107,1000002152
1000009116,سنگر,سنگر,1000000107,1000002152
1000009124,خشکبیجار,خشکبیجار,1000000107,1000002152
1000009132,مرکزی,مرکزی,1000000107,1000002160
1000009140,مرکزی,مرکزی,1000000107,1000002178
1000009157,کرگان رود,کرگان-رود,1000000107,1000002178
1000009165,اسالم,اسالم,1000000107,1000002178
1000009173,حویق,حویق,1000000107,1000002178
1000009181,مرکزی,مرکزی,1000000107,1000002186
1000009199,سردارجنگل,سردارجنگل,1000000107,1000002186
1000009207,مرکزی,مرکزی,1000000107,1000002194
1000009215,رودبنه,رودبنه,1000000107,1000002194
1000009223,مرکزی,مرکزی,1000000107,1000002202
1000009231,رحیم آباد,رحیم-آباد,1000000107,1000002202
1000009249,چابکسر,چابکسر,1000000107,1000002202
1000009256,کلاچای,کلاچای,1000000107,1000002202
1000009264,مرکزی,مرکزی,1000000107,1000002210
1000009272,لوندویل,لوندویل,1000000107,1000002210
1000009280,مرکزی,مرکزی,1000000107,1000002228
