id,name,slug,tel_prefix,type
1120008003,شاهو,شاهو,,rural
1120008004,گاورود,گاورود,,rural
1120009001,اورامان تخت,اورامان-تخت,,rural
1120009002,شالیار,شالیار,,rural
1120009003,پایگلان,پایگلان,,rural
1120009004,رزآب,رزآب,,rural
1120009005,ژریژه,ژریژه,,rural
1120009006,کوسالان,کوسالان,,rural
1120009007,دزلی,دزلی,,rural
1130001001,قلقل رود,قلقل-رود,,rural
1130001002,کمال رود,کمال-رود,,rural
1130001003,میان رود,میان-رود,,rural
1130001004,کرزان رود,کرزان-رود,,rural
1130002001,المهدی,المهدی,,rural
1130002002,حرم رودسفلی,حرم-رودسفلی,,rural
1130002003,ترک غربی,ترک-غربی,,rural
1130002004,جوکار,جوکار,,rural
1130002006,موزاران,موزاران,,rural
1130002007,کوه سرده,کوه-سرده,,rural
1130002008,ترک شرقی,ترک-شرقی,,rural
1130003001,خزل شرقی,خزل-شرقی,,rural
1130003002,سلگی,سلگی,,rural
1130003003,زرین دشت,زرین-دشت,,district
1130003004,گیان,گیان,,district
1130003005,گاماسیاب,گاماسیاب,,rural
1130004001,جیحون دشت,جیحون-دشت,,rural
1130004002,چاه دشت,چاه-دشت,,rural
1130004003,الوندکوه غربی,الوندکوه-غربی,,rural
1130004004,سنگستان,سنگستان,,rural
1130004005,گنبد,گنبد,,rural
1130004006,هگمتانه,هگمتانه,,rural
1130004007,مرکزی,مرکزی,,district
1130005001,علیصدر,علیصدر,,rural
1130005002,گل تپه,گل-تپه,,rural
1130005003,مهربان سفلی,مهربان-سفلی,,rural
1130005005,کوهین,کوهین,,rural
1130005007,سرداران,سرداران,,rural
1130006001,پیرسلیمان,پیرسلیمان,,rural
1130006002,کلیایی,کلیایی,,rural
1130006003,جلگه,جلگه,,rural
1130006004,چهاردولی,چهاردولی,,rural
1130006005,دربندرود,دربندرود,,rural
1130006006,سیدجمال الدین,سیدجمال-الدین,,rural
1130007001,سفالگران,سفالگران,,rural
1130007002,مهاجران,مهاجران,,rural
1130007003,صالح آباد,صالح-آباد,,district
1130007004,آبرومند,آبرومند,,rural
1130008001,خرقان,خرقان,,rural
1130008002,رزن,رزن,,rural
1130008003,سردرودعلیا,سردرودعلیا,,rural
1130009001,خرمدشت,خرمدشت,,rural
1130009002,مفتح,مفتح,,rural
1140001001,حومه,حومه,,rural
1140001002,گندمان,گندمان,,rural
1140001003,دوراهان,دوراهان,,rural
1140001004,بلداجی,بلداجی,,district
1140002001,حومه,حومه,,rural
1140002002,مرغملک,مرغملک,,rural
1140002003,طاقانک,طاقانک,,rural
1140002005,لاران,لاران,,district
1140003001,سراب علیا,سراب-علیا,,rural
1140003002,میزدج علیا,میزدج-علیا,,rural
1140003003,بابا حیدر,بابا-حیدر,,district
1140003004,جونقان,جونقان,,district
1140004001,بارز,بارز,,rural
1140004002,منج,منج,,rural
1140004004,ریگ,ریگ,,rural
1140004005,روددشت,روددشت,,district
1140004007,میلاس,میلاس,,rural
1140005001,پشتکوه,پشتکوه,,rural
1140005002,شلیل,شلیل,,rural
1140005003,دیناران,دیناران,,rural
1140006001,بازفت بالا,بازفت-بالا,,rural
1140006002,دشت زرین,دشت-زرین,,rural
1140006003,بازفت پایین,بازفت-پایین,,rural
1140007001,ناغان,ناغان,,rural
1140007002,کیارغربی,کیارغربی,,rural
1140007003,خراجی,خراجی,,rural
1140008001,سامان,سامان,,rural
1140008002,چما,چما,,rural
1140009001,حومه,حومه,,rural
1140009002,وردنجان,وردنجان,,rural
1150001001,ززشرقی,ززشرقی,,rural
1150001002,ززغربی,ززغربی,,rural
1150001003,ماهرو,ماهرو,,rural
1150001004,ذلقی,ذلقی,,district
1150001005,خمه,خمه,,rural
1150001006,بربرود شرقی,بربرود-شرقی,,district
1150002001,اشترینان,اشترینان,,rural
1150002002,برده سره,برده-سره,,rural
1150002003,گودرزی,گودرزی,,rural
1150002004,همت آباد,همت-آباد,,rural
1150003001,چم سنگر,چم-سنگر,,rural
1150003002,سپیددشت,سپیددشت,,rural
1150003003,قایدرحمت,قایدرحمت,,rural
1150003004,کشور,کشور,,rural
1150003005,گریت,گریت,,rural
1150003006,تنگ هفت,تنگ-هفت,,rural
1150003007,کاکاشرف,کاکاشرف,,rural
1150004001,خاوه جنوبی,خاوه-جنوبی,,rural
1150004002,خاوه شمالی,خاوه-شمالی,,rural
1150004003,کاکاوندشرقی,کاکاوندشرقی,,rural
1150004004,کاکاوندغربی,کاکاوندغربی,,rural
1150004005,نورآباد,نورآباد,,rural
1150004006,نورعلی,نورعلی,,rural
1150005001,چالانچولان,چالانچولان,,rural
1150005002,سیلاخور,سیلاخور,,rural
1150005003,ژان,ژان,,rural
1150006001,کوه دشت جنوبی,کوه-دشت-جنوبی,,rural
1150006002,طرهان شرقی,طرهان-شرقی,,rural
1150006003,طرهان غربی,طرهان-غربی,,rural
1150006004,کوهنانی,کوهنانی,,district
1150006005,درب گنبد,درب-گنبد,,district
1150007001,جاپلق شرقی,جاپلق-شرقی,,rural
1150007002,جاپلق غربی,جاپلق-غربی,,rural
1150008001,جایدر شمالی,جایدر-شمالی,,rural
1150008002,جلوگیر,جلوگیر,,rural
1150008003,ملاوی,ملاوی,,rural
1150008004,میانکوه غربی,میانکوه-غربی,,rural
1150009001,فیروزآباد,فیروزآباد,,rural
1150009002,قلایی,قلایی,,rural
1150009003,هنام,هنام,,rural
1150009004,یوسف وند,یوسف-وند,,rural
1160001001,ده پایین,ده-پایین,,rural
1160001003,کشوری,کشوری,,rural
1160001004,سیوان,سیوان,,district
1160002001,ارمو,ارمو,,rural
1160002002,زرین دشت,زرین-دشت,,rural
1160002003,مرکزی,مرکزی,,district
1160002004,ماژین,ماژین,,district
1160003001,سیدابراهیم,سیدابراهیم,,rural
1160003002,سیدناصرالدین,سیدناصرالدین,,rural
1160003003,نهرعنبر,نهرعنبر,,rural
1160003004,دال پری,دال-پری,,rural
1160003005,دشت عباس,دشت-عباس,,district
1160004001,شباب,شباب,,rural
1160004002,هلسم,هلسم,,rural
1160004004,شباب,شباب,,district
1160004005,زاگرس,زاگرس,,district
1160004006,آسمان آباد,آسمان-آباد,,district
1160005001,هجداندشت,هجداندشت,,rural
1160005002,صالح آباد,صالح-آباد,,district
1160005003,مرکزی,مرکزی,,district
1160006001,وچ کبود,وچ-کبود,,rural
1160006002,مورموری,مورموری,,rural
1160006003,آب انار,آب-انار,,rural
1160007001,کلان,کلان,,rural
1160007002,زرنه,زرنه,,rural
1160008001,چمزی,چمزی,,rural
1160008002,شوهان,شوهان,,rural
1160009001,رودبار,رودبار,,rural
1160009002,لومار,لومار,,rural
1170001001,دشت روم,دشت-روم,,rural
1170001002,چین,چین,,rural
1170001003,سررودجنوبی,سررودجنوبی,,rural
1170001004,سررودشمالی,سررودشمالی,,rural
1170001005,کاکان,کاکان,,rural
1170001006,سپیدار,سپیدار,,district
1170002001,بهمیی سرحدی شرقی,بهمیی-سرحدی-شرقی,,rural
1170002002,دشمن زیاری,دشمن-زیاری,,rural
1170002003,طیبی سرحدی شرقی,طیبی-سرحدی-شرقی,,rural
1170002004,طیبی سرحدی غربی,طیبی-سرحدی-غربی,,rural
1170002005,مرکزی,مرکزی,,district
1170002006,دیشموک,دیشموک,,district
1170002007,سوق,سوق,,district
1170003001,امامزاده جعفر,امامزاده-جعفر,,rural
1170003002,بویراحمدگرمسیری,بویراحمدگرمسیری,,rural
1170003003,بی بی حکیمه,بی-بی-حکیمه,,rural
1170003004,لیشتر,لیشتر,,rural
1170004001,پاتاوه,پاتاوه,,rural
1170004002,سادات محمودی,سادات-محمودی,,rural
1170004003,مرکزی,مرکزی,,district
1170005001,بهمیی گرمسیری جنوبی,بهمیی-گرمسیری-جنوبی,,rural
1170005002,سرآسیاب یوسفی,سرآسیاب-یوسفی,,rural
1170005003,آب الوان,آب-الوان,,rural
1170006001,چرام,چرام,,rural
1170006002,الغچین,الغچین,,rural
1170007001,سرابیز,سرابیز,,rural
1170007002,کوه مره خامی,کوه-مره-خامی,,rural
1170008001,طیبی گرمسیری شمالی,طیبی-گرمسیری-شمالی,,rural
1170008002,عالی طیب,عالی-طیب,,rural
1170009001,شورم,شورم,,rural
1170009002,مارگون,مارگون,,rural
1170009003,دالون,دالون,,rural
1180001001,انگالی,انگالی,,rural
1180001002,حومه,حومه,,rural
1180001003,چغادک,چغادک,,district
1180002001,بوالخیر,بوالخیر,,rural
1180002002,دلوار,دلوار,,rural
1180003001,ارم,ارم,,rural
1180003002,وحدتیه,وحدتیه,,rural
1180003003,حومه,حومه,,rural
1180003004,دالکی,دالکی,,rural
1180003005,زیارت,زیارت,,rural
1180003006,آب پخش,آب-پخش,,district
1180004001,چغاپور,چغاپور,,rural
1180004002,کاکی,کاکی,,rural
1180004003,کبگان,کبگان,,rural
1180005001,بردخون,بردخون,,rural
1180005002,حومه,حومه,,rural
1180005003,آبکش,آبکش,,rural
1180006001,طاهری,طاهری,,rural
1180006002,شیرینو,شیرینو,,rural
1180006003,سیراف,سیراف,,district
1180006004,حومه,حومه,,rural
1180006005,تمبک,تمبک,,rural
1180007001,رودحله,رودحله,,rural
1180007002,ریگ,ریگ,,district
1180007003,مرکزی,مرکزی,,district
1180008001,لیراوی جنوبی,لیراوی-جنوبی,,rural
1180008002,لیراوی میانی,لیراوی-میانی,,rural
1180009001,انارستان,انارستان,,rural
1180009002,ریز,ریز,,rural
1180009003,تشان,تشان,,rural
1190001001,ابهررود,ابهررود,,rural
1190001002,حومه,حومه,,rural
1190001003,درسجین,درسجین,,rural
1190001004,دولت آباد,دولت-آباد,,rural
1190001005,صایین قلعه,صایین-قلعه,,rural
1190003001,شیوانات,شیوانات,,rural
1190003002,قشلاقات افشار,قشلاقات-افشار,,rural
1190003003,خرارود,خرارود,,rural
1190003004,سجاس رود,سجاس-رود,,district
1190003005,سهرورد,سهرورد,,rural
1190003006,کرسف,کرسف,,rural
1190004001,چایپاره بالا,چایپاره-بالا,,rural
1190004002,قره پشتلوپایین,قره-پشتلوپایین,,rural
1190004003,زنجانرودپایین,زنجانرودپایین,,rural
1190004004,چایپاره پایین,چایپاره-پایین,,rural
1190004005,غنی بیگلو,غنی-بیگلو,,rural
1190004006,زنجانرودبالا,زنجانرودبالا,,rural
1190006001,ایجرودپایین,ایجرودپایین,,rural
1190006002,گلابر,گلابر,,rural
1190006003,سعیدآباد,سعیدآباد,,rural
1190007001,الوند,الوند,,rural
1190007002,خرمدره,خرمدره,,rural
1190008001,چورزق,چورزق,,rural
1190008002,دستجرده,دستجرده,,rural
1190008003,گیلوان,گیلوان,,district
1190009001,انگوران,انگوران,,rural
1190009002,قلعه جوق,قلعه-جوق,,rural
1190009004,قزل گچیلو,قزل-گچیلو,,rural
1190009005,ماه نشان,ماه-نشان,,rural
1200001001,قهاب رستاق,قهاب-رستاق,,rural
1200001002,قهاب صرصر,قهاب-صرصر,,rural
1200001003,تویه دروار,تویه-دروار,,rural
1200002001,حومه,حومه,,rural
1200003001,خرقان,خرقان,,rural
1200003002,کلاته های غربی,کلاته-های-غربی,,rural
1200003003,طرود,طرود,,rural
1200004001,حومه,حومه,,rural
1200004002,ایوانکی,ایوانکی,,rural
1200004004,لجران,لجران,,rural
1200005001,پشتکوه,پشتکوه,,rural
1200005002,چاشم,چاشم,,rural
1200006001,یاتری,یاتری,,rural
1200006002,حسین آباد کردها,حسین-آباد-کردها,,rural
1200007001,میامی,میامی,,rural
1200007002,فرومد,فرومد,,rural
1200007003,کلاته های شرقی,کلاته-های-شرقی,,rural
1200008001,لاسگرد,لاسگرد,,rural
1200008002,هفدر,هفدر,,rural
1210001001,عقدا,عقدا,,rural
1210001002,رباطات,رباطات,,rural
1210001003,زرین,زرین,,rural
1210002001,مبارکه,مبارکه,,rural
1210002002,سبزدشت,سبزدشت,,rural
1210002003,کوشک,کوشک,,rural
1210003001,پیشکوه,پیشکوه,,rural
1210003002,شیرکوه,شیرکوه,,rural
1210003003,علی آباد,علی-آباد,,rural
1210003004,نصر آباد,نصر-آباد,,rural
1210003005,دهشیر,دهشیر,,rural
1210004001,ارنان,ارنان,,rural
1210004002,تنگ چنار,تنگ-چنار,,rural
1210004003,خورمیز,خورمیز,,rural
1210004004,میانکوه,میانکوه,,rural
1210004005,بهادران,بهادران,,rural
1210005001,دهنو,دهنو,,rural
1210005002,فجر,فجر,,rural
1210005003,فهرج,فهرج,,rural
1210005005,اکرم آباد,اکرم-آباد,,district
1210006001,ندوشن,ندوشن,,rural
1210006002,شهدا,شهدا,,rural
1210006003,بفروییه,بفروییه,,district
1210007001,اسفندار,اسفندار,,rural
1210007002,مهرآباد,مهرآباد,,rural
1210008001,رستاق,رستاق,,rural
1210008002,مرکزی,مرکزی,,district
1210009001,چاهک,چاهک,,rural
1210009002,فتح آباد,فتح-آباد,,rural
1210009003,چاهک,چاهک,,district
1220001001,تنب,تنب,,rural
1220001002,مرکزی,مرکزی,,district
1220001003,سیری,سیری,,rural
1220002001,ایسین,ایسین,,rural
1220002002,فین,فین,,rural
1220002003,گهره,گهره,,rural
1220002004,مرکزی,مرکزی,,district
1220002005,گچین,گچین,,rural
1220002006,قلعه قاضی,قلعه-قاضی,,district
1220002007,سیاهو,سیاهو,,rural
1220002008,سرخون,سرخون,,rural
1220003001,بندر چارک,بندر-چارک,,rural
1220003002,مقام,مقام,,rural
1220003003,لاوان,لاوان,,rural
1220003005,مرکزی,مرکزی,,district
1220003006,مهران,مهران,,district
1220004001,حومه,حومه,,rural
1220004002,سوزا,سوزا,,rural
1220004003,لارک,لارک,,rural
1220004004,هنگام,هنگام,,rural
1220005001,بندر,بندر,,rural
1220005002,درپهن,درپهن,,rural
1220005003,سندرک,سندرک,,rural
1220005004,توکهور,توکهور,,district
1220005005,گوربند,گوربند,,rural
1220005006,تیاب,تیاب,,district
1220005007,کریان,کریان,,district
1220006001,جاسک,جاسک,,rural
1220006002,سورک,سورک,,rural
1220006003,کنگان,کنگان,,rural
1220006004,گابریک,گابریک,,rural
1220007001,رودخانه,رودخانه,,rural
1220007002,مسافرآباد,مسافرآباد,,rural
1220007003,رودخانه بر,رودخانه-بر,,rural
1220007004,بیکاه,بیکاه,,district
1220007006,راهدار,راهدار,,rural
1220007007,برنطین,برنطین,,rural
1220008001,درآگاه,درآگاه,,rural
1220008002,فارغان,فارغان,,rural
1220008003,آشکارا,آشکارا,,rural
1220009001,جناح,جناح,,rural
1220009002,فرامرزان,فرامرزان,,rural
1220009003,گوده,گوده,,rural
1230001001,سولقان,سولقان,,rural
1230001002,خلازیر,خلازیر,,rural
1230001003,آفتاب,آفتاب,,district
1230002001,ابرشیوه,ابرشیوه,,rural
1230002002,مهرآباد,مهرآباد,,rural
1230002003,تاررود,تاررود,,rural
1230002004,جمع آبرود,جمع-آبرود,,rural
1230003001,حسن آباد,حسن-آباد,,rural
1230003002,کهریزک,کهریزک,,rural
1230003003,کلین,کلین,,rural
1230003004,مرکزی,مرکزی,,district
1230003005,خاوران,خاوران,,district
1230003006,قلعه نو,قلعه-نو,,district
1230004001,رودبارقصران,رودبارقصران,,rural
1230004002,لواسان کوچک,لواسان-کوچک,,rural
1230006001,بهنام عرب جنوبی,بهنام-عرب-جنوبی,,rural
1230006002,بهنام وسطجنوبی,بهنام-وسطجنوبی,,rural
1230006003,بهنام وسط شمالی,بهنام-وسط-شمالی,,rural
1230009001,جوقین,جوقین,,rural
1230009002,فردوس,فردوس,,rural
1230009003,جوقین,جوقین,,district
1230009004,رزکان,رزکان,,rural
1230009006,قایم آباد,قایم-آباد,,rural
1230009008,مویز,مویز,,rural
1230009009,سعیدآباد,سعیدآباد,,rural
1240001001,ارشق شرقی,ارشق-شرقی,,rural
1240001002,بالغلو,بالغلو,,rural
1240001003,هیر,هیر,,rural
1240001004,سردابه,سردابه,,rural
1240001005,شرقی,شرقی,,rural
1240001006,ثمرین,ثمرین,,district
1240001007,کلخوران,کلخوران,,rural
1240002001,انجیرلو,انجیرلو,,rural
1240002002,قشلاق شرقی,قشلاق-شرقی,,rural
1240002004,گوگ تپه,گوگ-تپه,,rural
1240003001,پلنگا,پلنگا,,rural
1240003002,خورش رستم شمالی,خورش-رستم-شمالی,,rural
1240003003,شاهرود,شاهرود,,rural
1240003004,مرکزی,مرکزی,,district
1240004001,ارشق شمالی,ارشق-شمالی,,rural
1240004002,لاهرود,لاهرود,,rural
1240004003,ارشق مرکزی,ارشق-مرکزی,,rural
1240004004,مرادلو,مرادلو,,district
1240004005,مشگین شرقی,مشگین-شرقی,,rural
1240005001,اجارودشرقی,اجارودشرقی,,rural
1240005002,اجارودغربی,اجارودغربی,,rural
1240005003,اجارودمرکزی,اجارودمرکزی,,rural
1240005004,انی,انی,,rural
1240005005,اجارودشمالی,اجارودشمالی,,rural
1240005006,پایین برزند,پایین-برزند,,rural
1240006001,محمودآباد,محمودآباد,,rural
1240006002,تازه کند,تازه-کند,,rural
1240006003,ساوالان,ساوالان,,rural
1240006004,اولتان,اولتان,,rural
1240007001,سنجبدشمالی,سنجبدشمالی,,rural
1240007002,سنجبدغربی,سنجبدغربی,,rural
1240008001,ویلکیج جنوبی,ویلکیج-جنوبی,,rural
1240008002,ویلکیج مرکزی,ویلکیج-مرکزی,,rural
1240008003,گرده,گرده,,rural
1240008004,ویلکیج شمالی,ویلکیج-شمالی,,rural
1240009001,دورسونخواجه,دورسونخواجه,,rural
1240009002,رضاقلی قشلاق,رضاقلی-قشلاق,,rural
1240009003,یورتچی غربی,یورتچی-غربی,,rural
1250001001,دستجرد,دستجرد,,rural
1250001002,قمرود,قمرود,,rural
1250001003,قنوات,قنوات,,rural
1250001005,سلفچگان,سلفچگان,,district
1250002001,جعفرآباد,جعفرآباد,,rural
1250002002,باقرآباد,باقرآباد,,rural
1250003001,کرمجگان,کرمجگان,,rural
1250003002,کهک,کهک,,rural
1260001001,ابراهیم آباد,ابراهیم-آباد,,rural
1260001002,رامندجنوبی,رامندجنوبی,,rural
1260001003,زهرای بالا,زهرای-بالا,,rural
1260001004,زهرای پایین,زهرای-پایین,,rural
1260001005,سگزآباد,سگزآباد,,rural
1260001006,دشتابی,دشتابی,,district
1260002001,اک,اک,,rural
1260002002,خرم آباد,خرم-آباد,,rural
1260002003,نرجه,نرجه,,rural
1260002004,مرکزی,مرکزی,,district
1260003001,الموت بالا,الموت-بالا,,rural
1260003002,الموت پایین,الموت-پایین,,rural
1260003003,معلم کلایه,معلم-کلایه,,rural
1260003004,نیارک,نیارک,,rural
1260003005,مرکزی,مرکزی,,district
1260003007,کوهین,کوهین,,district
1260004001,بشاریات شرقی,بشاریات-شرقی,,rural
1260004002,بشاریات غربی,بشاریات-غربی,,rural
1260004003,کوهپایه غربی,کوهپایه-غربی,,rural
1260005001,حصارخروان,حصارخروان,,rural
1260005002,شریف آباد,شریف-آباد,,rural
1260006001,حصارولیعصر,حصارولیعصر,,rural
1260006002,خرقان غربی,خرقان-غربی,,rural
1260006003,شهیدآباد,شهیدآباد,,rural
1270001001,انزان شرقی,انزان-شرقی,,rural
1270001002,انزان غربی,انزان-غربی,,rural
1270002001,جعفربای جنوبی,جعفربای-جنوبی,,rural
1270002002,فراغی,فراغی,,rural
1270002003,سیجوال,سیجوال,,district
1270003001,استرآباد,استرآباد,,rural
1270003002,کتول,کتول,,rural
1270003003,زرین گل,زرین-گل,,rural
1270004001,چهارکوه,چهارکوه,,rural
1270004002,سدن رستاق شرقی,سدن-رستاق-شرقی,,rural
1270004003,سدن رستاق غربی,سدن-رستاق-غربی,,rural
1270005001,استرآباد جنوبی,استرآباد-جنوبی,,rural
1270005002,قرق,قرق,,rural
1270005003,انجیرآب,انجیرآب,,rural
1270005004,روشن آباد,روشن-آباد,,rural
1270006001,اترک,اترک,,rural
1270006002,کرند,کرند,,rural
1270006003,فجر,فجر,,rural
1270006004,سلطانعلی,سلطانعلی,,rural
1270007001,چهل چای,چهل-چای,,rural
1270007002,قلعه قافه,قلعه-قافه,,rural
1270007004,مرکزی,مرکزی,,district
1270007005,کوهسارات,کوهسارات,,district
1270008001,مزرعه جنوبی,مزرعه-جنوبی,,rural
1270008002,مزرعه شمالی,مزرعه-شمالی,,rural
1270008003,گرگان بوی,گرگان-بوی,,rural
1270009001,آق سو,آق-سو,,rural
1270009002,عرب داغ,عرب-داغ,,rural
1270009003,پیشکمر,پیشکمر,,district
1270009004,کنگور,کنگور,,rural
1280001001,آذری,آذری,,rural
1280001002,دامن کوه,دامن-کوه,,rural
1280001003,زرق آباد,زرق-آباد,,district
1280001004,رویین,رویین,,rural
1280001005,میلانلو,میلانلو,,rural
1280002001,آلاداغ,آلاداغ,,rural
1280002002,باباامان,باباامان,,rural
1280002003,بدرانلو,بدرانلو,,rural
1280002004,مرکزی,مرکزی,,district
1280002005,گرمخان,گرمخان,,district
1280003001,چهارده سنخواست,چهارده-سنخواست,,rural
1280003002,دربند,دربند,,rural
1280003003,مرکزی,مرکزی,,district
1280004001,تکمران,تکمران,,rural
1280004002,جیرستان,جیرستان,,rural
1280004003,زیارت,زیارت,,rural
1280004004,سیوکانلو,سیوکانلو,,rural
1280004005,گلیان,گلیان,,rural
1280005001,تیتکانلو,تیتکانلو,,rural
1280005002,حصار,حصار,,rural
1280005003,فاروج,فاروج,,rural
1280006001,آلمه,آلمه,,rural
1280006002,قاضی,قاضی,,rural
1280006003,مرکزی,مرکزی,,district
1280007001,گلستان,گلستان,,rural
1280007002,بالا دشت,بالا-دشت,,rural
1280008001,راز,راز,,rural
1280008002,باغلق,باغلق,,rural
1280008003,جرگلان,جرگلان,,district
1280009001,صفی آباد,صفی-آباد,,rural
1280009002,دهنه شیرین,دهنه-شیرین,,rural
1290001001,القورات,القورات,,rural
1290001003,شاخنات,شاخنات,,rural
1290001004,فشارود,فشارود,,rural
1290001005,کاهشنگ,کاهشنگ,,rural
1290001007,شاخن,شاخن,,rural
1290001008,باقران,باقران,,rural
1290002001,طبس مسینا,طبس-مسینا,,rural
1290002002,قهستان,قهستان,,rural
1290002003,کوشکک,کوشکک,,rural
1290002004,میاندشت,میاندشت,,district
1290003001,مود,مود,,rural
1290003002,مومن آباد,مومن-آباد,,rural
1290003003,غیناب,غیناب,,rural
1290004001,پیشکوه,پیشکوه,,rural
1290004002,قاین,قاین,,rural
1290004003,نیمبلوک,نیمبلوک,,rural
1290004005,سده,سده,,district
1290005001,شوسف,شوسف,,rural
1290005002,میغان,میغان,,rural
1290005003,گرم تمام ده,گرم-تمام-ده,,rural
1290006001,آیسک,آیسک,,rural
1290006002,مصعبی,مصعبی,,rural
1290007001,باغستان,باغستان,,rural
1290007002,برون,برون,,rural
1290007003,اسلامیه,اسلامیه,,district
1290007004,مرکزی,مرکزی,,district
1290008001,علی جمال,علی-جمال,,rural
1290008002,کرند,کرند,,rural
1290009001,شاسکوه,شاسکوه,,rural
1290009002,بهناباد,بهناباد,,rural
1290009003,شاسکوه,شاسکوه,,district
1300001001,گرمدره,گرمدره,,rural
1300001002,محمدآباد,محمدآباد,,rural
1300001003,کمال آباد,کمال-آباد,,rural
1300002001,سعیدآباد,سعیدآباد,,rural
1300002002,هیو,هیو,,rural
1300002003,چندار,چندار,,district
1300003001,احمدآباد,احمدآباد,,rural
1300003002,جمال الدین,جمال-الدین,,rural
1300003003,نجم آباد,نجم-آباد,,rural
1300004001,میان طالقان,میان-طالقان,,rural
1300004002,پایین طالقان,پایین-طالقان,,rural
1300005001,صحت آباد,صحت-آباد,,rural
1300005002,ایپک,ایپک,,rural
1300006001,فردیس,فردیس,,rural
1300006002,وحدت,وحدت,,rural
1300007001,چهاردانگه,چهاردانگه,,rural
1300007002,عرب آباد افشار,عرب-آباد-افشار,,rural
1000001001101,اراک,اراک,,city
1000001001678,اراک 1,اراک-1,,city
1000001001679,اراک 2,اراک-2,,city
1000001001680,اراک 3,اراک-3,,city
1000001002536,داودآباد,داودآباد,,city
1000001002858,اراک 4,اراک-4,,city
1000001002859,اراک 5,اراک-5,,city
1000001002074,ساروق,ساروق,,city
1000004002541,قورچی باشی,قورچی-باشی,,city
1000001001600,کارچان,کارچان,,city
1000002001103,آشتیان,آشتیان,,city
1000004001105,خمین,خمین,,city
1000003001104,تفرش,تفرش,,city
1000007002774,شهباز,شهباز,,city
1000006001110,ساوه,ساوه,,city
1000006002827,آوه,آوه,,city
1000006002860,ساوه 1,ساوه-1,,city
1000006002861,ساوه 2,ساوه-2,,city
1000006001111,غرق آباد,غرق-آباد,,city
1000006002137,نوبران,نوبران,,city
1000005001106,دلیجان,دلیجان,,city
1000005001107,نراق,نراق,,city
1000007002032,مهاجران,مهاجران,,city
1000007002582,توره,توره,,city
1000007001112,آستانه,آستانه,,city
1000007001113,شازند,شازند,,city
1000007002380,هندودر,هندودر,,city
10000012002073,جاورسیان,جاورسیان,,city
1000009001115,محلات,محلات,,city
1000009001116,نیمور,نیمور,,city
10000010002378,رازقان,رازقان,,city
10000010001109,مامونیه,مامونیه,,city
10000010002017,خشکرود,خشکرود,,city
10000010002228,پرندک,پرندک,,city
10000010001108,زاویه,زاویه,,city
10000011001102,کمیجان,کمیجان,,city
10000011002379,میلاجرد,میلاجرد,,city
10000012002304,خنداب,خنداب,,city
10000013002136,فرمهین,فرمهین,,city
10000013002773,خنجین,خنجین,,city
10000013002941,تلخاب,تلخاب,,city
1010001001117,آستارا,آستارا,,city
1010001002583,لوندویل,لوندویل,,city
1010002001118,کیاشهر,کیاشهر,,city
1010002001119,آستانه اشرفیه,آستانه-اشرفیه,,city
1010003001120,بندرانزلی,بندرانزلی,,city
1010003002538,بندرانزلی 1,بندرانزلی-1,,city
1010003002539,بندرانزلی 2,بندرانزلی-2,,city
1010004001124,هشتپر تالش,هشتپر-تالش,,city
1010004002381,لیسار,لیسار,,city
1010006001131,لوشان,لوشان,,city
1010006001132,رودبار,رودبار,,city
1010006001133,منجیل,منجیل,,city
1010006002139,رستم آباد,رستم-آباد,,city
1010004002382,اسالم,اسالم,,city
1010004002584,حویق,حویق,,city
1010004002585,چوبر,چوبر,,city
1010005001130,سنگر,سنگر,,city
1010005001127,کوچصفهان,کوچصفهان,,city
1010005002075,لولمان,لولمان,,city
1010005001128,لشت نشاء,لشت-نشاء,,city
1010005001007,پیربازار,پیربازار,,city
1010009001142,فومن,فومن,,city
1010009001143,ماسوله,ماسوله,,city
1010009002804,ماکلوان,ماکلوان,,city
10100010001145,لنگرود,لنگرود,,city
10100010002076,چاف و چمخاله,چاف-و-چمخاله,,city
1010005001129,رشت,رشت,,city
1010005001654,رشت 1,رشت-1,,city
1010005001655,رشت 2,رشت-2,,city
1010005001656,رشت 3,رشت-3,,city
1010005002098,رشت 4,رشت-4,,city
1010005002099,رشت 5,رشت-5,,city
1010005001125,خشکبیجار,خشکبیجار,,city
1010006002229,توتکابن,توتکابن,,city
1010006002138,جیرنده,جیرنده,,city
1010006002383,بره سر,بره-سر,,city
1010007001136,رحیم آباد,رحیم-آباد,,city
1010007001137,رودسر,رودسر,,city
1010007001135,چابکسر,چابکسر,,city
1010007001138,کلاچای,کلاچای,,city
1010007001139,واجارگاه,واجارگاه,,city
1010008002140,مرجقل,مرجقل,,city
1010008001140,صومعه سرا,صومعه-سرا,,city
1010008002328,گوراب زرمیخ,گوراب-زرمیخ,,city
1010008001058,طاهر گوراب,طاهر-گوراب,,city
1010008001059,ضیابر,ضیابر,,city
10100010002385,اطاقور,اطاقور,,city
10100010001144,کومله,کومله,,city
10100010002141,شلمان,شلمان,,city
10100011001147,لاهیجان,لاهیجان,,city
10100011002386,رودبنه,رودبنه,,city
10100012002387,احمد سرگوراب,احمد-سرگوراب,,city
10100012001141,شفت,شفت,,city
10100013002519,رانکوه,رانکوه,,city
10100013001134,املش,املش,,city
10100014001121,پره سر,پره-سر,,city
10100014001122,رضوانشهر,رضوانشهر,,city
