id,name,slug,province_id,county_id,district_id
10000001001101,اراک,اراک,100,10000001,100000010002
10000001001600,کارچان,کارچان,100,10000001,100000010004
10000001001678,اراک 1,اراک-1,100,10000001,100000010002
10000001001679,اراک 2,اراک-2,100,10000001,100000010002
10000001001680,اراک 3,اراک-3,100,10000001,100000010002
10000001002074,ساروق,ساروق,100,10000001,100000010003
10000001002536,داودآباد,داودآباد,100,10000001,100000010002
10000001002858,اراک 4,اراک-4,100,10000001,100000010002
10000001002859,اراک 5,اراک-5,100,10000001,100000010002
10000002001103,آشتیان,آشتیان,100,10000002,100000020001
10000003001104,تفرش,تفرش,100,10000003,100000030002
10000004001105,خمین,خمین,100,10000004,100000040001
10000004002541,قورچی باشی,قورچی-باشی,100,10000004,100000040002
10000005001106,دلیجان,دلیجان,100,10000005,100000050001
10000005001107,نراق,نراق,100,10000005,100000050001
10000006001110,ساوه,ساوه,100,10000006,100000060003
10000006001111,غرق آباد,غرق-آباد,100,10000006,100000060004
10000006002137,نوبران,نوبران,100,10000006,100000060004
10000006002827,آوه,آوه,100,10000006,100000060003
10000006002860,ساوه  1,ساوه-1,100,10000006,100000060003
10000006002861,ساوه  2,ساوه-2,100,10000006,100000060003
10000007001112,آستانه,آستانه,100,10000007,100000070001
10000007001113,شازند,شازند,100,10000007,100000070001
10000007002032,مهاجران,مهاجران,100,10000007,100000070005
10000007002380,هندودر,هندودر,100,10000007,100000070002
10000007002582,توره,توره,100,10000007,100000070003
10000007002774,شهباز,شهباز,100,10000007,100000070004
10000009001115,محلات,محلات,100,10000009,100000090001
10000009001116,نیمور,نیمور,100,10000009,100000090001
10000010001108,زاویه,زاویه,100,10000010,100000100003
10000010001109,مامونیه,مامونیه,100,10000010,100000100002
10000010002017,خشکرود,خشکرود,100,10000010,100000100002
10000010002228,پرندک,پرندک,100,10000010,100000100002
10000010002378,رازقان,رازقان,100,10000010,100000100001
10000011001102,کمیجان,کمیجان,100,10000011,100000110001
10000011002379,میلاجرد,میلاجرد,100,10000011,100000110002
10000012002073,جاورسیان,جاورسیان,100,10000012,100000120001
10000012002304,خنداب,خنداب,100,10000012,100000120002
10000013002136,فرمهین,فرمهین,100,10000013,100000130001
10000013002773,خنجین,خنجین,100,10000013,100000130002
10000013002941,تلخاب,تلخاب,100,10000013,100000130002
10100001001117,آستارا,آستارا,101,10100001,101000010001
10100001002583,لوندویل,لوندویل,101,10100001,101000010002
10100002001118,کیاشهر,کیاشهر,101,10100002,101000020001
10100002001119,آستانه اشرفیه,آستانه-اشرفیه,101,10100002,101000020002
10100003001120,بندرانزلی,بندرانزلی,101,10100003,101000030001
10100003002538,بندرانزلی 1,بندرانزلی-1,101,10100003,101000030001
10100003002539,بندرانزلی 2,بندرانزلی-2,101,10100003,101000030001
10100004001124,هشتپر (تالش),هشتپر-تالش,101,10100004,101000040003
10100004002381,لیسار,لیسار,101,10100004,101000040004
10100004002382,اسالم,اسالم,101,10100004,101000040005
10100004002584,حویق,حویق,101,10100004,101000040006
10100004002585,چوبر,چوبر,101,10100004,101000040006
10100005001007,پیربازار,پیربازار,101,10100005,101000050005
10100005001125,خشکبیجار,خشکبیجار,101,10100005,101000050006
10100005001127,کوچصفهان,کوچصفهان,101,10100005,101000050003
10100005001128,لشت نشاء,لشت-نشاء,101,10100005,101000050004
10100005001129,رشت,رشت,101,10100005,101000050005
10100005001130,سنگر,سنگر,101,10100005,101000050002
10100005001654,رشت 1,رشت-1,101,10100005,101000050005
10100005001655,رشت 2,رشت-2,101,10100005,101000050005
10100005001656,رشت 3,رشت-3,101,10100005,101000050005
10100005002075,لولمان,لولمان,101,10100005,101000050003
10100005002098,رشت 4,رشت-4,101,10100005,101000050005
10100005002099,رشت 5,رشت-5,101,10100005,101000050005
10100006001131,لوشان,لوشان,101,10100006,101000060005
10100006001132,رودبار,رودبار,101,10100006,101000060003
10100006001133,منجیل,منجیل,101,10100006,101000060003
10100006002138,جیرنده,جیرنده,101,10100006,101000060002
10100006002139,رستم آباد,رستم-آباد,101,10100006,101000060003
10100006002229,توتکابن,توتکابن,101,10100006,101000060001
10100006002383,بره سر,بره-سر,101,10100006,101000060004
10100007001135,چابکسر,چابکسر,101,10100007,101000070004
10100007001136,رحیم آباد,رحیم-آباد,101,10100007,101000070002
10100007001137,رودسر,رودسر,101,10100007,101000070003
10100007001138,کلاچای,کلاچای,101,10100007,101000070005
10100007001139,واجارگاه,واجارگاه,101,10100007,101000070005
10100008001058,طاهرگوراب,طاهرگوراب,101,10100008,101000080004
10100008001059,ضیابر,ضیابر,101,10100008,101000080005
10100008001140,صومعه سرا,صومعه-سرا,101,10100008,101000080002
10100008002140,مرجقل,مرجقل,101,10100008,101000080001
10100008002328,گوراب زرمیخ,گوراب-زرمیخ,101,10100008,101000080003
10100009001142,فومن,فومن,101,10100009,101000090002
10100009001143,ماسوله,ماسوله,101,10100009,101000090003
10100009002804,ماکلوان,ماکلوان,101,10100009,101000090003
10100010001144,کومله,کومله,101,10100010,101000100003
10100010001145,لنگرود,لنگرود,101,10100010,101000100001
10100010002076,چاف و چمخاله,چاف-و-چمخاله,101,10100010,101000100001
10100010002141,شلمان,شلمان,101,10100010,101000100003
10100010002385,اطاقور,اطاقور,101,10100010,101000100002
10100011001147,لاهیجان,لاهیجان,101,10100011,101000110002
10100011002386,رودبنه,رودبنه,101,10100011,101000110004
10100012001141,شفت,شفت,101,10100012,101000120002
10100012002387,احمد سرگوراب,احمد-سرگوراب,101,10100012,101000120001
10100013001134,املش,املش,101,10100013,101000130002
10100013002519,رانکوه,رانکوه,101,10100013,101000130001
10100014001121,پره سر,پره-سر,101,10100014,101000140001
10100014001122,رضوانشهر,رضوانشهر,101,10100014,101000140002
10100015001146,سیاهکل,سیاهکل,101,10100015,101000150002
10100015002329,دیلمان,دیلمان,101,10100015,101000150001
10100016001123,ماسال,ماسال,101,10100016,101000160002
10100016002510,بازار جمعه,بازار-جمعه,101,10100016,101000160001
10100017001060,چوکام,چوکام,101,10100017,101000170002
10100017001126,خمام,خمام,101,10100017,101000170001
10200001001148,رینه,رینه,102,10200001,102000010001
10200001001149,آمل,آمل,102,10200001,102000010002
10200001002388,گزنک,گزنک,102,10200001,102000010001
10200001002586,دابودشت,دابودشت,102,10200001,102000010003
10200001002772,امامزاده عبدالله,امامزاده-عبدالله,102,10200001,102000010004
10200001002875,بابکان,بابکان,102,10200001,102000010005
10200002001153,امیرکلا,امیرکلا,102,10200002,102000020002
10200002001154,بابل,بابل,102,10200002,102000020002
10200002002389,خوش رودپی,خوش-رودپی,102,10200002,102000020001
10200002002390,گلوگاه,گلوگاه,102,10200002,102000020003
10200002002391,مرزیکلا,مرزیکلا,102,10200002,102000020004
10200002002392,زرگر,زرگر,102,10200002,102000020005
10200002002587,گتاب,گتاب,102,10200002,102000020006
10200002002743,بابل 1,بابل-1,102,10200002,102000020002
10200002002744,بابل 2,بابل-2,102,10200002,102000020002
10200004001158,بهشهر,بهشهر,102,10200004,102000040002
10200004001159,رستمکلا,رستمکلا,102,10200004,102000040002
10200004002647,خلیل شهر,خلیل-شهر,102,10200004,102000040002
10200005001100,شیرود,شیرود,102,10200005,102000050002
10200005001161,تنکابن,تنکابن,102,10200005,102000050002
10200005001162,خرم آباد,خرم-آباد,102,10200005,102000050004
10200005001166,نشتارود,نشتارود,102,10200005,102000050003
10200006001069,دالخانی,دالخانی,102,10200006,102000060002
10200006001167,رامسر,رامسر,102,10200006,102000060001
10200006001168,کتالم و سادات شهر,کتالم-و-سادات-شهر,102,10200006,102000060001
10200007001006,اکند,اکند,102,10200007,102000070006
10200007001169,ساری,ساری,102,10200007,102000070003
10200007002170,کیاسر,کیاسر,102,10200007,102000070001
10200007002588,فریم,فریم,102,10200007,102000070002
10200007002740,ساری 1,ساری-1,102,10200007,102000070003
10200007002741,ساری 2,ساری-2,102,10200007,102000070003
10200007002742,ساری 3,ساری-3,102,10200007,102000070003
10200007002746,پایین هولار,پایین-هولار,102,10200007,102000070005
10200007002874,فرح آباد,فرح-آباد,102,10200007,102000070007
10200008001170,آلاشت,آلاشت,102,10200008,102000080002
10200008001171,پل سفید,پل-سفید,102,10200008,102000080002
10200008001172,زیرآب,زیرآب,102,10200008,102000080003
10200010001176,قایم شهر,قایم-شهر,102,10200010,102000100002
10200010002747,ارطه,ارطه,102,10200010,102000100002
10200014001189,نور,نور,102,10200014,102000140003
10200014001193,رویان,رویان,102,10200014,102000140003
10200014002119,چمستان,چمستان,102,10200014,102000140002
10200014002396,بلده,بلده,102,10200014,102000140001
10200014002648,ایزدشهر,ایزدشهر,102,10200014,102000140003
10200015001194,نوشهر,نوشهر,102,10200015,102000150004
10200015002713,پول,پول,102,10200015,102000150002
10200015002779,کجور,کجور,102,10200015,102000150002
10200016001151,بابلسر,بابلسر,102,10200016,102000160002
10200016002393,بهنمیر,بهنمیر,102,10200016,102000160003
10200016002394,هادی شهر,هادی-شهر,102,10200016,102000160004
10200018001150,محمودآباد,محمودآباد,102,10200018,102000180002
10200018002395,سرخرود,سرخرود,102,10200018,102000180001
10200019001160,نکا,نکا,102,10200019,102000190001
10200020001190,چالوس,چالوس,102,10200020,102000200002
10200020001192,مرزن آباد,مرزن-آباد,102,10200020,102000200003
10200020002748,هچیرود,هچیرود,102,10200020,102000200002
10200021001093,لاریم,لاریم,102,10200021,102000210003
10200021001175,جویبار,جویبار,102,10200021,102000210002
10200021002397,کوهی خیل,کوهی-خیل,102,10200021,102000210001
10200022001157,گلوگاه,گلوگاه,102,10200022,102000220002
10200023001039,آستانه سرا,آستانه-سرا,102,10200023,102000230001
10200023001152,فریدونکنار,فریدونکنار,102,10200023,102000230002
10200024001163,سلمان شهر,سلمان-شهر,102,10200024,102000240002
10200024001164,عباس آباد,عباس-آباد,102,10200024,102000240001
10200024001165,کلارآباد,کلارآباد,102,10200024,102000240003
10200025002305,سورک,سورک,102,10200025,102000250001
10200025002931,طبقده,طبقده,102,10200025,102000250002
10200026001177,کیاکلا,کیاکلا,102,10200026,102000260001
10200027001173,شیرگاه,شیرگاه,102,10200027,102000270001
10200028001191,کلاردشت,کلاردشت,102,10200028,102000280001
10300002001200,اهر,اهر,103,10300002,103000020002
10300003001067,اسفهلان,اسفهلان,103,10300003,103000030004
10300003001068,لاهیجان,لاهیجان,103,10300003,103000030004
10300003001206,خسروشاه,خسروشاه,103,10300003,103000030004
10300003001213,باسمنج,باسمنج,103,10300003,103000030005
10300003001214,تبریز,تبریز,103,10300003,103000030003
10300003001215,سردرود,سردرود,103,10300003,103000030003
10300003001621,تبریز 1,تبریز-1,103,10300003,103000030003
10300003001622,تبریز 2,تبریز-2,103,10300003,103000030003
10300003001623,تبریز 3,تبریز-3,103,10300003,103000030003
10300003001624,تبریز 4,تبریز-4,103,10300003,103000030003
10300003001651,تبریز 5,تبریز-5,103,10300003,103000030003
10300003001652,تبریز 6,تبریز-6,103,10300003,103000030003
10300003001653,تبریز 7,تبریز-7,103,10300003,103000030003
10300003002071,تبریز  9,تبریز-9,103,10300003,103000030003
10300003002072,تبریز  10,تبریز-10,103,10300003,103000030003
10300003002521,تبریز 8,تبریز-8,103,10300003,103000030003
10300005001216,مهربان,مهربان,103,10300005,103000050002
10300005001220,سراب,سراب,103,10300005,103000050001
10300005002330,شربیان,شربیان,103,10300005,103000050002
10300005002399,دوزدوزان,دوزدوزان,103,10300005,103000050002
10300006001223,مراغه,مراغه,103,10300006,103000060002
10300006001649,مراغه 1,مراغه-1,103,10300006,103000060002
10300006001650,مراغه 2,مراغه-2,103,10300006,103000060002
10300006002331,خداجو(خراجو),خداجوخراجو,103,10300006,103000060003
10300007001026,دیزج حسین بیگ,دیزج-حسین-بیگ,103,10300007,103000070004
10300007001227,زنوز,زنوز,103,10300007,103000070002
10300007001228,مرند,مرند,103,10300007,103000070002
10300007002143,کشکسرای,کشکسرای,103,10300007,103000070004
10300007002400,یامچی,یامچی,103,10300007,103000070003
10300007002589,بناب مرند,بناب-مرند,103,10300007,103000070002
10300010001233,میانه,میانه,103,10300010,103000100004
10300010002401,آقکند,آقکند,103,10300010,103000100002
10300010002402,ترک,ترک,103,10300010,103000100003
10300010002842,اچاچی,اچاچی,103,10300010,103000100004
10300011001234,هشترود,هشترود,103,10300011,103000110002
10300011002590,نظرکهریزی,نظرکهریزی,103,10300011,103000110003
10300012001221,بناب,بناب,103,10300012,103000120001
10300012002934,خوشه مهر,خوشه-مهر,103,10300012,103000120001
10300013001025,کردکندی,کردکندی,103,10300013,103000130002
10300013001207,بستان آباد,بستان-آباد,103,10300013,103000130002
10300013002295,تیکمه داش,تیکمه-داش,103,10300013,103000130001
10300014001083,نظرلو,نظرلو,103,10300014,103000140001
10300014001208,تسوج,تسوج,103,10300014,103000140003
10300014001209,خامنه,خامنه,103,10300014,103000140002
10300014001210,شبستر,شبستر,103,10300014,103000140002
10300014001211,شرفخانه,شرفخانه,103,10300014,103000140002
10300014001212,صوفیان,صوفیان,103,10300014,103000140001
10300014002101,شندآباد,شندآباد,103,10300014,103000140002
10300014002148,سیس,سیس,103,10300014,103000140002
10300014002149,وایقان,وایقان,103,10300014,103000140002
10300014002544,کوزه کنان,کوزه-کنان,103,10300014,103000140002
10300014002946,داریان,داریان,103,10300014,103000140002
10300014002947,علیشاه,علیشاه,103,10300014,103000140002
10300015001199,کلیبر,کلیبر,103,10300015,103000150002
10300015002545,آبش احمد,آبش-احمد,103,10300015,103000150003
10300016001217,هریس,هریس,103,10300016,103000160002
10300016002146,خواجه,خواجه,103,10300016,103000160001
10300016002147,زرنق,زرنق,103,10300016,103000160002
10300016002230,بخشایش,بخشایش,103,10300016,103000160002
10300016002333,کلوانق,کلوانق,103,10300016,103000160002
10300016002935,اربطان,اربطان,103,10300016,103000160001
10300019001225,جلفا,جلفا,103,10300019,103000190002
10300019001226,هادیشهر,هادیشهر,103,10300019,103000190002
10300019002497,سیه رود,سیه-رود,103,10300019,103000190001
10300020001224,ملکان,ملکان,103,10300020,103000200002
10300020002844,مبارک شهر,مبارک-شهر,103,10300020,103000200002
10300021001201,آذرشهر,آذرشهر,103,10300021,103000210003
10300021001202,گوگان,گوگان,103,10300021,103000210001
10300021001203,ممقان,ممقان,103,10300021,103000210002
10300021002763,تیمورلو,تیمورلو,103,10300021,103000210001
10300022001204,اسکو,اسکو,103,10300022,103000220002
10300022001205,ایلخچی,ایلخچی,103,10300022,103000220001
10300022002033,سهند,سهند,103,10300022,103000220002
10300023002145,قره آغاج,قره-آغاج,103,10300023,103000230002
10300024002142,ورزقان,ورزقان,103,10300024,103000240002
10300024002398,خاروانا,خاروانا,103,10300024,103000240001
10300025001222,عجب شیر,عجب-شیر,103,10300025,103000250002
10300025002843,جوان قلعه,جوان-قلعه,103,10300025,103000250001
10300026002332,خمارلو,خمارلو,103,10300026,103000260001
10300026002944,عاشقلو,عاشقلو,103,10300026,103000260003
10300026002945,لاریجان,لاریجان,103,10300026,103000260002
10300027002294,هوراند,هوراند,103,10300027,103000270001
10300028002296,لیلان,لیلان,103,10300028,103000280001
10300029002144,ترکمانچای,ترکمانچای,103,10300029,103000290001
10400001001235,ارومیه,ارومیه,104,10400001,104000010004
10400001002150,قوشچی,قوشچی,104,10400001,104000010001
10400001002151,نوشین,نوشین,104,10400001,104000010005
10400001002403,سیلوانه,سیلوانه,104,10400001,104000010002
10400001002404,سرو,سرو,104,10400001,104000010003
10400001002528,ارومیه 1,ارومیه-1,104,10400001,104000010004
10400001002529,ارومیه 2,ارومیه-2,104,10400001,104000010004
10400001002530,ارومیه 3,ارومیه-3,104,10400001,104000010004
10400001002531,ارومیه 4,ارومیه-4,104,10400001,104000010004
10400001002853,ارومیه 5,ارومیه-5,104,10400001,104000010004
10400002001236,پیرانشهر,پیرانشهر,104,10400002,104000020001
10400002002546,لاجان,لاجان,104,10400002,104000020002
10400003001238,خوی,خوی,104,10400003,104000030002
10400003001239,فیرورق,فیرورق,104,10400003,104000030006
10400003002043,دیزج دیز,دیزج-دیز,104,10400003,104000030002
10400003002044,قطور,قطور,104,10400003,104000030005
10400003002405,ایواوغلی,ایواوغلی,104,10400003,104000030004
10400003002735,زرآباد,زرآباد,104,10400003,104000030003
10400004001240,سردشت,سردشت,104,10400004,104000040001
10400004002547,ربط,ربط,104,10400004,104000040003
10400004002922,نلاس,نلاس,104,10400004,104000040003
10400005001241,تازه شهر,تازه-شهر,104,10400005,104000050001
10400005001242,سلماس,سلماس,104,10400005,104000050001
10400006001246,ماکو,ماکو,104,10400006,104000060004
10400006002231,بازرگان,بازرگان,104,10400006,104000060005
10400007001248,مهاباد,مهاباد,104,10400007,104000070002
10400007002734,خلیفان,خلیفان,104,10400007,104000070001
10400007002869,گوگ تپه,گوگ-تپه,104,10400007,104000070002
10400008001005,بکتاش,بکتاش,104,10400008,104000080006
10400008001251,میاندوآب,میاندوآب,104,10400008,104000080003
10400009001253,محمدیار,محمدیار,104,10400009,104000090003
10400009001254,نقده,نقده,104,10400009,104000090002
10400010001247,بوکان,بوکان,104,10400010,104000100002
10400010002548,سیمینه,سیمینه,104,10400010,104000100001
10400011001250,شاهین دژ,شاهین-دژ,104,10400011,104000110001
10400011002407,کشاورز,کشاورز,104,10400011,104000110002
10400011002591,محمودآباد,محمودآباد,104,10400011,104000110001
10400012001249,تکاب,تکاب,104,10400012,104000120001
10400012002926,تخت سلیمان,تخت-سلیمان,104,10400012,104000120002
10400013001252,اشنویه,اشنویه,104,10400013,104000130001
10400013002408,نالوس,نالوس,104,10400013,104000130002
10400014001245,سیه چشمه,سیه-چشمه,104,10400014,104000140002
10400014002549,آواجیق,آواجیق,104,10400014,104000140001
10400015001243,پلدشت,پلدشت,104,10400015,104000150002
10400015002733,نازک علیا,نازک-علیا,104,10400015,104000150001
10400016001237,قره ضیاءالدین,قره-ضیاءالدین,104,10400016,104000160002
10400016002879,حاجیلار,حاجیلار,104,10400016,104000160001
10400017001244,شوط,شوط,104,10400017,104000170002
10400017002736,مرگنلر,مرگنلر,104,10400017,104000170001
10400017002899,یولاگلدی,یولاگلدی,104,10400017,104000170002
10400018002232,چهاربرج,چهاربرج,104,10400018,104000180001
10400019002592,باروق,باروق,104,10400019,104000190001
10400020002406,میرآباد,میرآباد,104,10400020,104000200001
10500001001256,اسلام آبادغرب,اسلام-آبادغرب,105,10500001,105000010003
10500001002411,حمیل,حمیل,105,10500001,105000010001
10500002001258,کرمانشاه,کرمانشاه,105,10500002,105000020004
10500002001666,کرمانشاه 1,کرمانشاه-1,105,10500002,105000020004
10500002001667,کرمانشاه 2,کرمانشاه-2,105,10500002,105000020004
10500002001668,کرمانشاه 3,کرمانشاه-3,105,10500002,105000020004
10500002001669,کرمانشاه 4,کرمانشاه-4,105,10500002,105000020004
10500002001670,کرمانشاه 5,کرمانشاه-5,105,10500002,105000020004
10500002001671,کرمانشاه 6,کرمانشاه-6,105,10500002,105000020004
10500002002196,رباط,رباط,105,10500002,105000020006
10500002002410,هلشی,هلشی,105,10500002,105000020003
10500002002412,کوزران,کوزران,105,10500002,105000020007
10500002002856,کرمانشاه 7,کرمانشاه-7,105,10500002,105000020004
10500002002857,کرمانشاه 8,کرمانشاه-8,105,10500002,105000020004
10500002002896,قلعه,قلعه,105,10500002,105000020008
10500003001261,پاوه,پاوه,105,10500003,105000030002
10500003001262,نودشه,نودشه,105,10500003,105000030003
10500003001263,نوسود,نوسود,105,10500003,105000030003
10500003002103,باینگان,باینگان,105,10500003,105000030001
10500003002761,بانوره,بانوره,105,10500003,105000030001
10500004001264,سرپل ذهاب,سرپل-ذهاب,105,10500004,105000040001
10500005001265,سنقر,سنقر,105,10500005,105000050001
10500005002594,سطر,سطر,105,10500005,105000050002
10500006001266,قصرشیرین,قصرشیرین,105,10500006,105000060002
10500006002197,سومار,سومار,105,10500006,105000060001
10500007001267,کنگاور,کنگاور,105,10500007,105000070001
10500007002834,گودین,گودین,105,10500007,105000070001
10500008001268,گیلانغرب,گیلانغرب,105,10500008,105000080001
