county_id,county_name,province_id,center_name,latitude,longitude,source_id
10600026,آغاجاری,106,آغاجاری,30.7006,49.8315,geonames-iran-2026-09-19
10600027,کارون,106,کوت عبداله,31.245,48.657,geonames-iran-2026-09-19
10600028,کرخه,106,الوان,32.11171,48.45877,geonames-iran-2026-09-19
10600029,دزپارت,106,دهدز,31.7096,50.28827,geonames-iran-2026-09-19
10600030,صیدون,106,صیدون,31.36682,50.08335,geonames-iran-2026-09-19
10700010,کازرون,107,کازرون,29.61919,51.6535,geonames-iran-2026-09-19
10700011,لارستان,107,لار,27.68336,54.34172,geonames-iran-2026-09-19
10700012,مرودشت,107,مرودشت,29.87407,52.80258,geonames-iran-2026-09-19
10700013,ممسنی,107,نورآباد,30.11405,51.52174,geonames-iran-2026-09-19
10700014,نی ریز,107,نی ریز,29.1988,54.3278,geonames-iran-2026-09-19
10700015,لامرد,107,لامرد,27.334,53.179,geonames-iran-2026-09-19
10700016,بوانات,107,بوانات,30.4551,53.651,geonames-iran-2026-09-19
10700017,ارسنجان,107,ارسنجان,29.9124,53.3085,geonames-iran-2026-09-19
10700018,خرم بید,107,صفاشهر,30.6131,53.1954,geonames-iran-2026-09-19
10700019,زرین دشت,107,حاجی آباد,28.35735,54.42335,geonames-iran-2026-09-19
10700020,قیرو کارزین,107,قیر,28.4825,53.0346,geonames-iran-2026-09-19
10700021,مهر,107,مهر,27.5521,52.88157,geonames-iran-2026-09-19
10700022,فراشبند,107,فراشبند,28.86012,52.09452,geonames-iran-2026-09-19
10700023,پاسارگاد,107,سعادت شهر,30.07921,53.13464,geonames-iran-2026-09-19
10700024,خنج,107,خنج,27.8913,53.4344,geonames-iran-2026-09-19
10700025,سروستان,107,سروستان,29.2735,53.2203,geonames-iran-2026-09-19
10700026,رستم,107,مصیری,30.24493,51.52158,geonames-iran-2026-09-19
10700027,گراش,107,گراش,27.66966,54.13586,geonames-iran-2026-09-19
10700028,کوار,107,کوار,29.20505,52.69043,geonames-iran-2026-09-19
10700029,خرامه,107,خرامه,29.49896,53.31199,geonames-iran-2026-09-19
10700030,زرقان,107,زرقان,29.77237,52.71891,geonames-iran-2026-09-19
10700031,بیضاء,107,بیضا,29.9717,52.40059,geonames-iran-2026-09-19
10700032,سرچهان,107,حسامی,29.96919,53.87416,geonames-iran-2026-09-19
10700033,کوه چنار,107,قایمیه,29.846,51.57,geonames-iran-2026-09-19
10700034,خفر,107,باب انار,28.9752,53.21667,geonames-iran-2026-09-19
10700035,بختگان,107,آباده طشک,29.81083,53.7275,geonames-iran-2026-09-19
10700036,اوز,107,اوز,27.7622,54.00417,geonames-iran-2026-09-19
10700037,جویم,107,جویم,28.2548,53.98112,geonames-iran-2026-09-19
10800010,بردسیر,108,بردسیر,29.92266,56.57433,geonames-iran-2026-09-19
10800011,راور,108,راور,31.26562,56.80545,geonames-iran-2026-09-19
10800012,عنبرآباد,108,عنبرآباد,28.4759,57.848,geonames-iran-2026-09-19
10800013,منوجان,108,منوجان,27.39893,57.49722,geonames-iran-2026-09-19
10800014,کوهبنان,108,کوهبنان,31.41029,56.28255,geonames-iran-2026-09-19
10800015,رودبارجنوب,108,رودبار,28.02899,57.9961,geonames-iran-2026-09-19
10800016,قلعه گنج,108,قلعه گنج,27.5236,57.8811,geonames-iran-2026-09-19
10800017,ریگان,108,محمدآباد,28.66877,59.07341,geonames-iran-2026-09-19
10800018,رابر,108,رابر,29.2912,56.9131,geonames-iran-2026-09-19
10800019,فهرج,108,فهرج,28.9502,58.885,geonames-iran-2026-09-19
10800020,انار,108,انار,30.87066,55.27025,geonames-iran-2026-09-19
10800021,نرماشیر,108,نرماشیر,28.95216,58.69773,geonames-iran-2026-09-19
10800022,فاریاب,108,فاریاب,28.0987,57.23181,geonames-iran-2026-09-19
10800023,ارزوییه,108,ارزوییه,28.44,56.37,geonames-iran-2026-09-19
10800024,گنبکی,108,گنبکی,28.72242,58.86416,geonames-iran-2026-09-19
10800025,جازموریان,108,زهکلوت,27.79256,58.58682,geonames-iran-2026-09-19
10900013,قوچان,109,قوچان,37.106,58.50955,geonames-iran-2026-09-19
10900014,کاشمر,109,کاشمر,35.23831,58.46558,geonames-iran-2026-09-19
10900015,گناباد,109,گناباد,34.35287,58.68365,geonames-iran-2026-09-19
10900016,مشهد,109,مشهد,36.29807,59.60567,geonames-iran-2026-09-19
10900017,نیشابور,109,نیشابور,36.21329,58.79575,geonames-iran-2026-09-19
10900018,چناران,109,چناران,36.64546,59.12123,geonames-iran-2026-09-19
10900019,خواف,109,خواف,34.57232,60.14404,geonames-iran-2026-09-19
10900020,سرخس,109,سرخس,36.5449,61.1577,geonames-iran-2026-09-19
10900022,فریمان,109,فریمان,35.70685,59.85006,geonames-iran-2026-09-19
10900023,بردسکن,109,بردسکن,35.26218,57.97075,geonames-iran-2026-09-19
10900027,رشتخوار,109,رشتخوار,34.97512,59.62482,geonames-iran-2026-09-19
10900028,کلات,109,کلات,36.99532,59.76472,geonames-iran-2026-09-19
10900029,خلیل آباد,109,خلیل آباد,35.25395,58.28566,geonames-iran-2026-09-19
10900030,مه ولات,109,فیض آباد,35.01891,58.78343,geonames-iran-2026-09-19
10900031,بجستان,109,بجستان,34.51639,58.1845,geonames-iran-2026-09-19
10900032,طرقبه شاندیز,109,طرقبه,36.3104,59.3735,geonames-iran-2026-09-19
10900033,فیروزه,109,فیروزه,36.28639,58.58586,geonames-iran-2026-09-19
10900034,جغتای,109,جغتای,36.63619,57.07284,geonames-iran-2026-09-19
10900035,زاوه,109,دولت آباد,35.28219,59.51972,geonames-iran-2026-09-19
10900036,جوین,109,نقاب,36.70792,57.42146,geonames-iran-2026-09-19
10900037,باخرز,109,باخرز,35.09861,60.15885,geonames-iran-2026-09-19
10900038,خوشاب,109,سلطان آباد,36.40352,58.03894,geonames-iran-2026-09-19
10900039,داورزن,109,داورزن,36.35088,56.87547,geonames-iran-2026-09-19
10900040,صالح آباد,109,صالح آباد,36.18959,57.69779,geonames-iran-2026-09-19
10900041,کوهسرخ,109,ریوش,35.47521,58.45733,geonames-iran-2026-09-19
10900042,زبرخان,109,خرو,35.46265,58.05727,geonames-iran-2026-09-19
10900043,ششتمد,109,ششتمد,35.95969,57.76673,geonames-iran-2026-09-19
10900044,گلبهار,109,گلبهار,36.52,59.17,geonames-iran-2026-09-19
10900045,میان جلگه,109,عشق آباد,36.87584,58.40308,geonames-iran-2026-09-19
11000010,کاشان,110,کاشان,34.00228,51.43879,geonames-iran-2026-09-19
11000011,گلپایگان,110,گلپایگان,33.4537,50.28836,geonames-iran-2026-09-19
11000012,لنجان,110,زرین شهر,32.386,51.377,geonames-iran-2026-09-19
11000013,نایین,110,نایین,32.86,53.09,geonames-iran-2026-09-19
11000014,نجف آباد,110,نجف آباد,32.63464,51.36525,geonames-iran-2026-09-19
11000015,نطنز,110,نطنز,33.51118,51.91808,geonames-iran-2026-09-19
11000016,شاهین شهرو میمه,110,شاهین شهر,32.85788,51.5529,geonames-iran-2026-09-19
11000017,مبارکه,110,مبارکه,32.34612,51.50205,geonames-iran-2026-09-19
11000018,آران و بیدگل,110,آران و بیدگل,34.05751,51.48291,geonames-iran-2026-09-19
11000019,تیران وکرون,110,تیران,32.70328,51.15381,geonames-iran-2026-09-19
11000020,چادگان,110,چادگان,32.76825,50.62873,geonames-iran-2026-09-19
11000021,دهاقان,110,دهاقان,31.93986,51.64731,geonames-iran-2026-09-19
11000022,برخوار,110,دولت آباد,32.79978,51.69553,geonames-iran-2026-09-19
11000023,خور و بیابانک,110,خور,33.77512,55.08329,geonames-iran-2026-09-19
11000024,بویین و میاندشت,110,بویین و میاندشت,33.08,50.15,geonames-iran-2026-09-19
11000025,کوهپایه,110,تودشک,32.7207,52.6709,geonames-iran-2026-09-19
11000026,جرقویه,110,نیک آباد,32.303,52.2057,geonames-iran-2026-09-19
11000027,ورزنه,110,ورزنه,33.54218,50.50106,geonames-iran-2026-09-19
11000028,هرند,110,هرند,32.56531,52.43654,geonames-iran-2026-09-19
11100010,زهک,111,زهک,30.894,61.6804,geonames-iran-2026-09-19
11100011,هیرمند,111,دوست محمد,31.1447,61.7925,geonames-iran-2026-09-19
11100012,دلگان,111,گلمورتی,27.48232,59.44656,geonames-iran-2026-09-19
11100013,مهرستان,111,مهرستان,27.131,61.67445,geonames-iran-2026-09-19
11100014,سیب و سوران,111,سوران,27.2855,61.9965,geonames-iran-2026-09-19
11100015,نیمروز,111,ادیمی,31.11144,61.41189,geonames-iran-2026-09-19
11100016,هامون,111,محمدآباد,31.1278,61.5681,geonames-iran-2026-09-19
11100017,میرجاوه,111,میرجاوه,29.0148,61.44959,geonames-iran-2026-09-19
11100018,قصرقند,111,قصرقند,26.23244,60.73932,geonames-iran-2026-09-19
11100019,فنوج,111,فنوج,26.57527,59.64144,geonames-iran-2026-09-19
11100020,بمپور,111,بمپور,27.19439,60.45594,geonames-iran-2026-09-19
11100021,تفتان,111,نوک آباد,28.5397,60.7595,geonames-iran-2026-09-19
11100022,دشتیاری,111,نگور,25.38882,61.13834,geonames-iran-2026-09-19
11100023,سرباز,111,سرباز,26.63228,61.25787,geonames-iran-2026-09-19
11100024,گلشن,111,جالق,27.62,61.23,geonames-iran-2026-09-19
11100025,لاشار,111,اسپکه,26.84004,60.1731,geonames-iran-2026-09-19
11100026,زرآباد,111,زرآباد,25.58263,59.36161,geonames-iran-2026-09-19
11200010,دهگلان,112,دهگلان,35.278,47.4184,geonames-iran-2026-09-19
11300010,درگزین,113,قروه درگزین,35.313,49.194,geonames-iran-2026-09-19
11400010,خانمیرزا,114,آلونی,31.55303,51.0605,geonames-iran-2026-09-19
11400011,فلارد,114,مال خلیفه,31.2908,51.26026,geonames-iran-2026-09-19
11400012,فرخ شهر,114,فرخ شهر,32.271,50.98,geonames-iran-2026-09-19
11500010,چگنی,115,سراب دوره,33.5639,48.0221,geonames-iran-2026-09-19
11500011,رومشکان,115,چقابل,33.28175,47.50979,geonames-iran-2026-09-19
11500012,معمولان,115,معمولان,33.3793,47.9596,geonames-iran-2026-09-19
11600010,بدره,116,بدره,33.30573,47.03708,geonames-iran-2026-09-19
11600011,هلیلان,116,توحید,33.7,47.7,geonames-iran-2026-09-19
11600012,چوار,116,چوار,33.6953,46.2979,geonames-iran-2026-09-19
11800010,عسلویه,118,عسلویه,27.47383,52.60782,geonames-iran-2026-09-19
11900010,سلطانیه,119,سلطانیه,36.434,48.794,geonames-iran-2026-09-19
12100011,بهاباد,121,بهاباد,31.87091,56.02433,geonames-iran-2026-09-19
12100012,مروست,121,مروست,30.47833,54.21167,geonames-iran-2026-09-19
12100013,زارچ,121,زارچ,31.99111,54.23194,geonames-iran-2026-09-19
12200010,خمیر,122,خمیر,26.95,55.58,geonames-iran-2026-09-19
12200011,پارسیان,122,پارسیان,27.2918,56.1532,geonames-iran-2026-09-19
12200012,سیریک,122,سیریک,26.5055,57.122,geonames-iran-2026-09-19
12200013,بشاگرد,122,سردشت,26.45574,57.90271,geonames-iran-2026-09-19
12300010,اسلامشهر,123,اسلامشهر,35.55222,51.23504,geonames-iran-2026-09-19
12300012,رباط‌کریم,123,رباط‌کریم,35.4846,51.0829,geonames-iran-2026-09-19
12300013,پاکدشت,123,پاکدشت,35.47854,51.6834,geonames-iran-2026-09-19
12300014,فیروزکوه,123,فیروزکوه,35.75674,52.77062,geonames-iran-2026-09-19
12300016,قدس,123,قدس,35.7214,51.109,geonames-iran-2026-09-19
12300017,ملارد,123,ملارد,35.6659,50.9767,geonames-iran-2026-09-19
12300018,پیشوا,123,پیشوا,35.308,51.7267,geonames-iran-2026-09-19
12300019,بهارستان,123,گلستان,35.5183,51.1819,geonames-iran-2026-09-19
12300020,پردیس,123,پردیس,35.74687,51.81222,geonames-iran-2026-09-19
12300021,قرچک,123,قرچک,35.42873,51.57757,geonames-iran-2026-09-19
12400010,سرعین,124,سرعین,38.15,48.08,geonames-iran-2026-09-19
12400011,اصلاندوز,124,اصلاندوز,39.4439,47.4056,geonames-iran-2026-09-19
12400012,انگوت,124,تازه کندانگوت,39.0443,47.7453,geonames-iran-2026-09-19
12700010,آزادشهر,127,آزادشهر,37.08641,55.17222,geonames-iran-2026-09-19
12700011,رامیان,127,رامیان,37.01598,55.14123,geonames-iran-2026-09-19
12700012,مراوه تپه,127,مراوه,37.904,55.96,geonames-iran-2026-09-19
12700013,گمیشان,127,گمیش تپه,37.0718,54.07654,geonames-iran-2026-09-19
12700014,گالیکش,127,گالیکش,37.27259,55.43394,geonames-iran-2026-09-19
12800010,مانه,128,پیش قلعه,37.65206,57.00195,geonames-iran-2026-09-19
12900010,خوسف,129,خوسف,32.78108,58.89002,geonames-iran-2026-09-19
12900011,طبس,129,طبس,33.595,56.924,geonames-iran-2026-09-19
12900012,عشق آباد,129,عشق آباد,34.36633,56.92993,geonames-iran-2026-09-19
