کد استان,نام استان,کد شهرستان,نام شهرستان,کد بخش,نام بخش,کد دهستان/ شهر,نام دهستان/ شهر,CODEREC,نام,FARICODE,DIAG
06,خوزستان,13,مسجدسلیمان,03,مرکزی,0001,جهانگیری,6,پرچک,,
06,خوزستان,13,مسجدسلیمان,03,مرکزی,0001,جهانگیری,6,تقی آباد,,
06,خوزستان,13,مسجدسلیمان,03,مرکزی,0001,جهانگیری,6,تلخاب کلات,,
06,خوزستان,13,مسجدسلیمان,03,مرکزی,0001,جهانگیری,6,تنگ مو,,
06,خوزستان,13,مسجدسلیمان,03,مرکزی,0001,جهانگیری,6,چاله مرغی,,
06,خوزستان,13,مسجدسلیمان,03,مرکزی,0001,جهانگیری,6,شمس آباد,,
06,خوزستان,13,مسجدسلیمان,03,مرکزی,0001,جهانگیری,6,کوشک خلف ده دیمه,,
06,خوزستان,13,مسجدسلیمان,03,مرکزی,0001,جهانگیری,6,کوشک خلف راه خدا,,
06,خوزستان,13,مسجدسلیمان,03,مرکزی,0001,جهانگیری,6,کوشک خلف علیا,,
06,خوزستان,13,مسجدسلیمان,03,مرکزی,0001,جهانگیری,6,گاوداران سفلی,,
06,خوزستان,13,مسجدسلیمان,03,مرکزی,0001,جهانگیری,6,گچ خلج,,
06,خوزستان,13,مسجدسلیمان,03,مرکزی,0001,جهانگیری,6,لاطان,,
06,خوزستان,13,مسجدسلیمان,03,مرکزی,0001,جهانگیری,6,معصوم علی,,
06,خوزستان,13,مسجدسلیمان,03,مرکزی,0001,جهانگیری,6,هفت شهیدان,,
06,خوزستان,13,مسجدسلیمان,03,مرکزی,0001,جهانگیری,6,علی آباد,,
06,خوزستان,13,مسجدسلیمان,03,مرکزی,0001,جهانگیری,6,بندعلی آباد,,
06,خوزستان,13,مسجدسلیمان,03,مرکزی,0001,جهانگیری,6,پدافند غیر عامل,,
06,خوزستان,13,مسجدسلیمان,03,مرکزی,0001,جهانگیری,6,تلمبه خانه پرزیسیون,,
06,خوزستان,13,مسجدسلیمان,03,مرکزی,0001,جهانگیری,6,سنگبری برادران چراغی,,
06,خوزستان,13,مسجدسلیمان,03,مرکزی,0001,جهانگیری,6,کارخانه آسفالت,,
06,خوزستان,13,مسجدسلیمان,03,مرکزی,0001,جهانگیری,6,کارخانه تولیدقفل سوییچی,,
06,خوزستان,13,مسجدسلیمان,03,مرکزی,0001,جهانگیری,6,موسسه گاوداری علی اصغر اردشیری,,
06,خوزستان,13,مسجدسلیمان,03,مرکزی,0001,جهانگیری,6,گندمکار,,
06,خوزستان,13,مسجدسلیمان,03,مرکزی,0001,جهانگیری,6,موسسه گاوداری صالح پور,,
06,خوزستان,13,مسجدسلیمان,03,مرکزی,0001,جهانگیری,6,شهرک صنعتی,,
06,خوزستان,13,مسجدسلیمان,03,مرکزی,0001,جهانگیری,6,پلیس راه جاده اهواز - مسجد سلیمان,,
06,خوزستان,13,مسجدسلیمان,03,مرکزی,0001,جهانگیری,6,تأسیسات بوتان گاز مسجد سلیمان,,
06,خوزستان,13,مسجدسلیمان,03,مرکزی,0001,جهانگیری,6,هلال احمر,,
06,خوزستان,13,مسجدسلیمان,03,مرکزی,0002,جهانگیری شمالی,6,آبیدشت,,
06,خوزستان,13,مسجدسلیمان,03,مرکزی,0002,جهانگیری شمالی,6,اکبرآباد,,
06,خوزستان,13,مسجدسلیمان,03,مرکزی,0002,جهانگیری شمالی,6,اکبرآباد لارم,,
06,خوزستان,13,مسجدسلیمان,03,مرکزی,0002,جهانگیری شمالی,6,امیرآباد,,
06,خوزستان,13,مسجدسلیمان,03,مرکزی,0002,جهانگیری شمالی,6,باغ عبدیشاه,,
06,خوزستان,13,مسجدسلیمان,03,مرکزی,0002,جهانگیری شمالی,6,بهرام آباد,,
06,خوزستان,13,مسجدسلیمان,03,مرکزی,0002,جهانگیری شمالی,6,تختگان,,
06,خوزستان,13,مسجدسلیمان,03,مرکزی,0002,جهانگیری شمالی,6,تنگ موسادات,,
06,خوزستان,13,مسجدسلیمان,03,مرکزی,0002,جهانگیری شمالی,6,چشمه ایناق,,
06,خوزستان,13,مسجدسلیمان,03,مرکزی,0002,جهانگیری شمالی,6,خلیل آباد,,
06,خوزستان,13,مسجدسلیمان,03,مرکزی,0002,جهانگیری شمالی,6,دشت چهارپاره,,
06,خوزستان,13,مسجدسلیمان,03,مرکزی,0002,جهانگیری شمالی,6,صفرآباد,,
06,خوزستان,13,مسجدسلیمان,03,مرکزی,0002,جهانگیری شمالی,6,عزیزآباد,,
06,خوزستان,13,مسجدسلیمان,03,مرکزی,0002,جهانگیری شمالی,6,کریم آباد,,
06,خوزستان,13,مسجدسلیمان,03,مرکزی,0002,جهانگیری شمالی,6,منصورآباد,,
06,خوزستان,13,مسجدسلیمان,03,مرکزی,0002,جهانگیری شمالی,6,نصیر,,
06,خوزستان,13,مسجدسلیمان,03,مرکزی,0002,جهانگیری شمالی,6,نورآباد,,
06,خوزستان,13,مسجدسلیمان,03,مرکزی,0002,جهانگیری شمالی,6,آب باریک,,
06,خوزستان,13,مسجدسلیمان,03,مرکزی,0002,جهانگیری شمالی,6,شهید اسد احمد پور,,
06,خوزستان,13,مسجدسلیمان,03,مرکزی,0002,جهانگیری شمالی,6,پاگچ,,
06,خوزستان,13,مسجدسلیمان,03,مرکزی,0002,جهانگیری شمالی,6,پیرکنارک,,
06,خوزستان,13,مسجدسلیمان,03,مرکزی,0002,جهانگیری شمالی,6,رضاآباد,,
06,خوزستان,13,مسجدسلیمان,03,مرکزی,0002,جهانگیری شمالی,6,سرکت شهنی,,
06,خوزستان,13,مسجدسلیمان,03,مرکزی,0002,جهانگیری شمالی,6,صفی خانی,,
06,خوزستان,13,مسجدسلیمان,03,مرکزی,0002,جهانگیری شمالی,6,علی آباد,,
06,خوزستان,13,مسجدسلیمان,03,مرکزی,0002,جهانگیری شمالی,6,عوض آباد,,
06,خوزستان,13,مسجدسلیمان,03,مرکزی,0002,جهانگیری شمالی,6,قاضی آباد,,
06,خوزستان,13,مسجدسلیمان,03,مرکزی,0002,جهانگیری شمالی,6,قنبرآباد,,
06,خوزستان,13,مسجدسلیمان,03,مرکزی,0002,جهانگیری شمالی,6,کت بردلان,,
06,خوزستان,13,مسجدسلیمان,03,مرکزی,0002,جهانگیری شمالی,6,کوثره,,
06,خوزستان,13,مسجدسلیمان,03,مرکزی,0002,جهانگیری شمالی,6,گدارلندر,,
06,خوزستان,13,مسجدسلیمان,03,مرکزی,0002,جهانگیری شمالی,6,نرگسی تمپور,,
06,خوزستان,13,مسجدسلیمان,03,مرکزی,0002,جهانگیری شمالی,6,نمره ده تل بزان,,
06,خوزستان,13,مسجدسلیمان,03,مرکزی,0002,جهانگیری شمالی,6,واحدجذب اب,,
06,خوزستان,13,مسجدسلیمان,03,مرکزی,0002,جهانگیری شمالی,6,پرخواجه,,
06,خوزستان,13,مسجدسلیمان,03,مرکزی,0002,جهانگیری شمالی,6,دگه مشکی,,
06,خوزستان,13,مسجدسلیمان,03,مرکزی,0002,جهانگیری شمالی,6,کلبعلی,,
06,خوزستان,13,مسجدسلیمان,03,مرکزی,0002,جهانگیری شمالی,6,مرادآباد,,
06,خوزستان,13,مسجدسلیمان,03,مرکزی,0002,جهانگیری شمالی,6,نی پاره,,
06,خوزستان,13,مسجدسلیمان,03,مرکزی,0002,جهانگیری شمالی,6,برافتاب حسن آباد,,
06,خوزستان,13,مسجدسلیمان,03,مرکزی,0002,جهانگیری شمالی,6,مخزن بتونی آب چال کنار,,
06,خوزستان,13,مسجدسلیمان,03,مرکزی,0002,جهانگیری شمالی,6,تالار عالی پور,,
06,خوزستان,13,مسجدسلیمان,04,گلگیر,0001,تل بزان,6,آب حمام,,
06,خوزستان,13,مسجدسلیمان,04,گلگیر,0001,تل بزان,6,آب حمام امیرالمومنین,,
06,خوزستان,13,مسجدسلیمان,04,گلگیر,0001,تل بزان,6,آب نرگسی,,
06,خوزستان,13,مسجدسلیمان,04,گلگیر,0001,تل بزان,6,آسیاب شکسته,,
06,خوزستان,13,مسجدسلیمان,04,گلگیر,0001,تل بزان,6,انبارگاه,,
06,خوزستان,13,مسجدسلیمان,04,گلگیر,0001,تل بزان,6,بردسوراخ,,
06,خوزستان,13,مسجدسلیمان,04,گلگیر,0001,تل بزان,6,بید آباد,,
06,خوزستان,13,مسجدسلیمان,04,گلگیر,0001,تل بزان,6,تل قوچان,,
06,خوزستان,13,مسجدسلیمان,04,گلگیر,0001,تل بزان,6,چهارقاش,,
06,خوزستان,13,مسجدسلیمان,04,گلگیر,0001,تل بزان,6,حبیب  آباد,,
06,خوزستان,13,مسجدسلیمان,04,گلگیر,0001,تل بزان,6,خلیل آباد,,
06,خوزستان,13,مسجدسلیمان,04,گلگیر,0001,تل بزان,6,دوبلوطان خدرسرخ,,
06,خوزستان,13,مسجدسلیمان,04,گلگیر,0001,تل بزان,6,ده کهنه دوبلوطان,,
06,خوزستان,13,مسجدسلیمان,04,گلگیر,0001,تل بزان,6,ریزلان,,
06,خوزستان,13,مسجدسلیمان,04,گلگیر,0001,تل بزان,6,سبز آباد,,
06,خوزستان,13,مسجدسلیمان,04,گلگیر,0001,تل بزان,6,سچگان سفلی,,
06,خوزستان,13,مسجدسلیمان,04,گلگیر,0001,تل بزان,6,سچگان علیا,,
06,خوزستان,13,مسجدسلیمان,04,گلگیر,0001,تل بزان,6,سراب نرگسی,,
06,خوزستان,13,مسجدسلیمان,04,گلگیر,0001,تل بزان,6,سرزندان,,
06,خوزستان,13,مسجدسلیمان,04,گلگیر,0001,تل بزان,6,سه بردان,,
06,خوزستان,13,مسجدسلیمان,04,گلگیر,0001,تل بزان,6,شیرزاد,,
06,خوزستان,13,مسجدسلیمان,04,گلگیر,0001,تل بزان,6,قاسم آباد,,
06,خوزستان,13,مسجدسلیمان,04,گلگیر,0001,تل بزان,6,قصردالو,,
06,خوزستان,13,مسجدسلیمان,04,گلگیر,0001,تل بزان,6,کله یاری,,
06,خوزستان,13,مسجدسلیمان,04,گلگیر,0001,تل بزان,6,کول بزان دو,,
06,خوزستان,13,مسجدسلیمان,04,گلگیر,0001,تل بزان,6,کول بزان سه,,
06,خوزستان,13,مسجدسلیمان,04,گلگیر,0001,تل بزان,6,کول بزان یک,,
06,خوزستان,13,مسجدسلیمان,04,گلگیر,0001,تل بزان,6,گله شه,,
06,خوزستان,13,مسجدسلیمان,04,گلگیر,0001,تل بزان,6,گوت موری,,
06,خوزستان,13,مسجدسلیمان,04,گلگیر,0001,تل بزان,6,گوری,,
06,خوزستان,13,مسجدسلیمان,04,گلگیر,0001,تل بزان,6,نرگس بطولی,,
06,خوزستان,13,مسجدسلیمان,04,گلگیر,0001,تل بزان,6,نرگسی,,
06,خوزستان,13,مسجدسلیمان,04,گلگیر,0001,تل بزان,6,آب اناری,,
06,خوزستان,13,مسجدسلیمان,04,گلگیر,0001,تل بزان,6,آب اناری کهزاد,,
06,خوزستان,13,مسجدسلیمان,04,گلگیر,0001,تل بزان,6,چوب سرخ,,
06,خوزستان,13,مسجدسلیمان,04,گلگیر,0001,تل بزان,6,چوب سرخ حافظ,,
06,خوزستان,13,مسجدسلیمان,04,گلگیر,0001,تل بزان,6,دره گاومیشی,,
06,خوزستان,13,مسجدسلیمان,04,گلگیر,0001,تل بزان,6,دلی آب اناری,,
06,خوزستان,13,مسجدسلیمان,04,گلگیر,0001,تل بزان,6,دلی علیا دوچیرون,,
06,خوزستان,13,مسجدسلیمان,04,گلگیر,0001,تل بزان,6,دلی کلخنگک,,
06,خوزستان,13,مسجدسلیمان,04,گلگیر,0001,تل بزان,6,سراله ملمولیها,,
06,خوزستان,13,مسجدسلیمان,04,گلگیر,0001,تل بزان,6,میدان طیاره,,
06,خوزستان,13,مسجدسلیمان,04,گلگیر,0001,تل بزان,6,هزارمشکی,,
06,خوزستان,13,مسجدسلیمان,04,گلگیر,0001,تل بزان,6,سرتنگ چهارمیشان,,
06,خوزستان,13,مسجدسلیمان,04,گلگیر,0001,تل بزان,6,حبیب آباد سفلی,,
06,خوزستان,13,مسجدسلیمان,04,گلگیر,0001,تل بزان,6,پس تخت سرلا,,
06,خوزستان,13,مسجدسلیمان,04,گلگیر,0001,تل بزان,6,نرگسی علیمردان,,
06,خوزستان,13,مسجدسلیمان,04,گلگیر,0001,تل بزان,6,پاسگاه جریک,,
06,خوزستان,13,مسجدسلیمان,04,گلگیر,0002,تمبی گلگیر,6,تل بمن,,
06,خوزستان,13,مسجدسلیمان,04,گلگیر,0002,تمبی گلگیر,6,باغ کنجیکال,,
06,خوزستان,13,مسجدسلیمان,04,گلگیر,0002,تمبی گلگیر,6,پاگچ لهبری,,
06,خوزستان,13,مسجدسلیمان,04,گلگیر,0002,تمبی گلگیر,6,تکاب,,
06,خوزستان,13,مسجدسلیمان,04,گلگیر,0002,تمبی گلگیر,6,تنگپل,,
06,خوزستان,13,مسجدسلیمان,04,گلگیر,0002,تمبی گلگیر,6,جه جه,,
06,خوزستان,13,مسجدسلیمان,04,گلگیر,0002,تمبی گلگیر,6,شاه ولی,,
06,خوزستان,13,مسجدسلیمان,04,گلگیر,0002,تمبی گلگیر,6,شکراب,,
06,خوزستان,13,مسجدسلیمان,04,گلگیر,0002,تمبی گلگیر,6,قلعه گره,,
06,خوزستان,13,مسجدسلیمان,04,گلگیر,0002,تمبی گلگیر,6,قلعه مدرسه,,
06,خوزستان,13,مسجدسلیمان,04,گلگیر,0002,تمبی گلگیر,6,کالوسه,,
06,خوزستان,13,مسجدسلیمان,04,گلگیر,0002,تمبی گلگیر,6,گلی خون,,
06,خوزستان,13,مسجدسلیمان,04,گلگیر,0002,تمبی گلگیر,6,گوری,,
06,خوزستان,13,مسجدسلیمان,04,گلگیر,0002,تمبی گلگیر,6,نمره یازده,,
06,خوزستان,13,مسجدسلیمان,04,گلگیر,0002,تمبی گلگیر,6,آب بید,,
06,خوزستان,13,مسجدسلیمان,04,گلگیر,0002,تمبی گلگیر,6,پنبه کار,,
06,خوزستان,13,مسجدسلیمان,04,گلگیر,0002,تمبی گلگیر,6,تکاب شیخ ابول,,
06,خوزستان,13,مسجدسلیمان,04,گلگیر,0002,تمبی گلگیر,6,چشمه دشت,,
06,خوزستان,13,مسجدسلیمان,04,گلگیر,0002,تمبی گلگیر,6,چهار بیشه,,
06,خوزستان,13,مسجدسلیمان,04,گلگیر,0002,تمبی گلگیر,6,حسین خون,,
06,خوزستان,13,مسجدسلیمان,04,گلگیر,0002,تمبی گلگیر,6,دره گاومیش,,
06,خوزستان,13,مسجدسلیمان,04,گلگیر,0002,تمبی گلگیر,6,زیرطوف علی اکبر,,
06,خوزستان,13,مسجدسلیمان,04,گلگیر,0002,تمبی گلگیر,6,عوضعلی نجفقلی,,
06,خوزستان,13,مسجدسلیمان,04,گلگیر,0002,تمبی گلگیر,6,امیر آباد,,
06,خوزستان,13,مسجدسلیمان,04,گلگیر,0002,تمبی گلگیر,6,بهرام آباد,,
06,خوزستان,13,مسجدسلیمان,04,گلگیر,0002,تمبی گلگیر,6,تمبی گلگیر,,
06,خوزستان,13,مسجدسلیمان,04,گلگیر,0002,تمبی گلگیر,6,حاجی آباد,,
06,خوزستان,13,مسجدسلیمان,04,گلگیر,0002,تمبی گلگیر,6,حاجی آباد,,
06,خوزستان,13,مسجدسلیمان,04,گلگیر,0002,تمبی گلگیر,6,حسین آباد,,
06,خوزستان,13,مسجدسلیمان,04,گلگیر,0002,تمبی گلگیر,6,خواجه آباد,,
06,خوزستان,13,مسجدسلیمان,04,گلگیر,0002,تمبی گلگیر,6,دم آب,,
06,خوزستان,13,مسجدسلیمان,04,گلگیر,0002,تمبی گلگیر,6,دوازده امام,,
06,خوزستان,13,مسجدسلیمان,04,گلگیر,0002,تمبی گلگیر,6,سبز آباد,,
06,خوزستان,13,مسجدسلیمان,04,گلگیر,0002,تمبی گلگیر,6,شمس آباد,,
06,خوزستان,13,مسجدسلیمان,04,گلگیر,0002,تمبی گلگیر,6,عوض آباد,,
06,خوزستان,13,مسجدسلیمان,04,گلگیر,0002,تمبی گلگیر,6,عیدی آباد,,
06,خوزستان,13,مسجدسلیمان,04,گلگیر,0002,تمبی گلگیر,6,فتح آباد,,
06,خوزستان,13,مسجدسلیمان,04,گلگیر,0002,تمبی گلگیر,6,محمد آباد,,
06,خوزستان,13,مسجدسلیمان,04,گلگیر,0002,تمبی گلگیر,6,مهدی آباد,,
06,خوزستان,13,مسجدسلیمان,04,گلگیر,0002,تمبی گلگیر,6,ایاز,,
06,خوزستان,13,مسجدسلیمان,04,گلگیر,0002,تمبی گلگیر,6,بازار تمبی,,
06,خوزستان,13,مسجدسلیمان,04,گلگیر,0002,تمبی گلگیر,6,بوستانک,,
06,خوزستان,13,مسجدسلیمان,04,گلگیر,0002,تمبی گلگیر,6,جهانشاهی,,
06,خوزستان,13,مسجدسلیمان,04,گلگیر,0002,تمبی گلگیر,6,چم ریگ,,
06,خوزستان,13,مسجدسلیمان,04,گلگیر,0002,تمبی گلگیر,6,چشمه شهداد,,
06,خوزستان,13,مسجدسلیمان,04,گلگیر,0002,تمبی گلگیر,6,حاجی آباد,,
06,خوزستان,13,مسجدسلیمان,04,گلگیر,0002,تمبی گلگیر,6,خسرو آباد,,
06,خوزستان,13,مسجدسلیمان,04,گلگیر,0002,تمبی گلگیر,6,دولت آباد سفلی,,
06,خوزستان,13,مسجدسلیمان,04,گلگیر,0002,تمبی گلگیر,6,دولت آباد علیا,,
06,خوزستان,13,مسجدسلیمان,04,گلگیر,0002,تمبی گلگیر,6,سبزعلی,,
06,خوزستان,13,مسجدسلیمان,04,گلگیر,0002,تمبی گلگیر,6,سلطان آباد سفلی,,
06,خوزستان,13,مسجدسلیمان,04,گلگیر,0002,تمبی گلگیر,6,سلطان آباد علیا,,
06,خوزستان,13,مسجدسلیمان,04,گلگیر,0002,تمبی گلگیر,6,عجم,,
06,خوزستان,13,مسجدسلیمان,04,گلگیر,0002,تمبی گلگیر,6,کلنگ بری,,
06,خوزستان,13,مسجدسلیمان,04,گلگیر,0002,تمبی گلگیر,6,محمد آباد,,
06,خوزستان,13,مسجدسلیمان,04,گلگیر,0002,تمبی گلگیر,6,نی نردبان,,
06,خوزستان,13,مسجدسلیمان,04,گلگیر,0002,تمبی گلگیر,6,اسماعیل,,
06,خوزستان,13,مسجدسلیمان,04,گلگیر,0002,تمبی گلگیر,6,بکارجولان,,
06,خوزستان,13,مسجدسلیمان,04,گلگیر,0002,تمبی گلگیر,6,جهانگیر,,
06,خوزستان,13,مسجدسلیمان,04,گلگیر,0002,تمبی گلگیر,6,چاه کرمک,,
06,خوزستان,13,مسجدسلیمان,04,گلگیر,0002,تمبی گلگیر,6,چشمه عبداله,,
06,خوزستان,13,مسجدسلیمان,04,گلگیر,0002,تمبی گلگیر,6,دورگی,,
06,خوزستان,13,مسجدسلیمان,04,گلگیر,0002,تمبی گلگیر,6,شیرعلی,,
06,خوزستان,13,مسجدسلیمان,04,گلگیر,0002,تمبی گلگیر,6,علی محمد,,
06,خوزستان,13,مسجدسلیمان,04,گلگیر,0002,تمبی گلگیر,6,فاضل,,
06,خوزستان,13,مسجدسلیمان,04,گلگیر,0002,تمبی گلگیر,6,فرامرز,,
06,خوزستان,13,مسجدسلیمان,04,گلگیر,0002,تمبی گلگیر,6,قباد,,
06,خوزستان,13,مسجدسلیمان,04,گلگیر,0002,تمبی گلگیر,6,قشلاق,,
06,خوزستان,13,مسجدسلیمان,04,گلگیر,0002,تمبی گلگیر,6,قلعه مدرسه,,
06,خوزستان,13,مسجدسلیمان,04,گلگیر,0002,تمبی گلگیر,6,میرزامحمد,,
06,خوزستان,13,مسجدسلیمان,04,گلگیر,0002,تمبی گلگیر,6,هرمز,,
06,خوزستان,13,مسجدسلیمان,04,گلگیر,0002,تمبی گلگیر,6,یتیمان,,
06,خوزستان,13,مسجدسلیمان,04,گلگیر,0002,تمبی گلگیر,6,علی محمد قاسمی,,
06,خوزستان,13,مسجدسلیمان,04,گلگیر,0002,تمبی گلگیر,6,شیخ عالی ورکش,,
06,خوزستان,13,مسجدسلیمان,04,گلگیر,0002,تمبی گلگیر,6,عباس آباد,,
06,خوزستان,13,مسجدسلیمان,04,گلگیر,0002,تمبی گلگیر,6,علی آباد,,
06,خوزستان,13,مسجدسلیمان,04,گلگیر,0002,تمبی گلگیر,6,سبز آباد سفلی,,
06,خوزستان,13,مسجدسلیمان,04,گلگیر,0002,تمبی گلگیر,6,سبز آباد علیا,,
06,خوزستان,13,مسجدسلیمان,04,گلگیر,0002,تمبی گلگیر,6,آهنگری,,
06,خوزستان,13,مسجدسلیمان,04,گلگیر,0002,تمبی گلگیر,6,شرکت سیمان کارون,,
06,خوزستان,13,مسجدسلیمان,05,عنبر,0001,عنبر,6,آب زالو بهرام,,
06,خوزستان,13,مسجدسلیمان,05,عنبر,0001,عنبر,6,آب زالو عرب,,
06,خوزستان,13,مسجدسلیمان,05,عنبر,0001,عنبر,6,آب زالو بابا احمدی,,
06,خوزستان,13,مسجدسلیمان,05,عنبر,0001,عنبر,6,آسیاب,,
06,خوزستان,13,مسجدسلیمان,05,عنبر,0001,عنبر,6,عنبل بوستانی,,
06,خوزستان,13,مسجدسلیمان,05,عنبر,0001,عنبر,6,شهید سراج الدین,,
06,خوزستان,13,مسجدسلیمان,05,عنبر,0001,عنبر,6,تنگ لیر,,
06,خوزستان,13,مسجدسلیمان,05,عنبر,0001,عنبر,6,چال گندلی,,
06,خوزستان,13,مسجدسلیمان,05,عنبر,0001,عنبر,6,دزکان,,
06,خوزستان,13,مسجدسلیمان,05,عنبر,0001,عنبر,6,دوتواستکی,,
06,خوزستان,13,مسجدسلیمان,05,عنبر,0001,عنبر,6,ساهی,,
06,خوزستان,13,مسجدسلیمان,05,عنبر,0001,عنبر,6,عسگر آباد,,
06,خوزستان,13,مسجدسلیمان,05,عنبر,0001,عنبر,6,کلبی سوز,,
06,خوزستان,13,مسجدسلیمان,05,عنبر,0001,عنبر,6,کنارهشت لک,,
06,خوزستان,13,مسجدسلیمان,05,عنبر,0001,عنبر,6,کوکی,,
06,خوزستان,13,مسجدسلیمان,05,عنبر,0001,عنبر,6,کهناب,,
06,خوزستان,13,مسجدسلیمان,05,عنبر,0001,عنبر,6,هفت چشمه,,
06,خوزستان,13,مسجدسلیمان,05,عنبر,0001,عنبر,6,کفت رودگه,,
06,خوزستان,13,مسجدسلیمان,05,عنبر,0001,عنبر,6,چاه شماره 3,,
06,خوزستان,13,مسجدسلیمان,05,عنبر,0002,ذیلایی,6,ابکاسه,,
06,خوزستان,13,مسجدسلیمان,05,عنبر,0002,ذیلایی,6,پرزرد,,
06,خوزستان,13,مسجدسلیمان,05,عنبر,0002,ذیلایی,6,پرشوشتری,,
06,خوزستان,13,مسجدسلیمان,05,عنبر,0002,ذیلایی,6,پرنوشته دو,,
06,خوزستان,13,مسجدسلیمان,05,عنبر,0002,ذیلایی,6,پرنوشته یک,,
06,خوزستان,13,مسجدسلیمان,05,عنبر,0002,ذیلایی,6,تلخاب تاج الدین,,
06,خوزستان,13,مسجدسلیمان,05,عنبر,0002,ذیلایی,6,جاجوی سفلی,,
06,خوزستان,13,مسجدسلیمان,05,عنبر,0002,ذیلایی,6,جاجوی علیا,,
06,خوزستان,13,مسجدسلیمان,05,عنبر,0002,ذیلایی,6,چشمه شیرین,,
06,خوزستان,13,مسجدسلیمان,05,عنبر,0002,ذیلایی,6,دومده,,
06,خوزستان,13,مسجدسلیمان,05,عنبر,0002,ذیلایی,6,ده گه,,
06,خوزستان,13,مسجدسلیمان,05,عنبر,0002,ذیلایی,6,سرپر,,
06,خوزستان,13,مسجدسلیمان,05,عنبر,0002,ذیلایی,6,سرچشمه,,
06,خوزستان,13,مسجدسلیمان,05,عنبر,0002,ذیلایی,6,سلیران سفلی,,
06,خوزستان,13,مسجدسلیمان,05,عنبر,0002,ذیلایی,6,سلیران علیا,,
06,خوزستان,13,مسجدسلیمان,05,عنبر,0002,ذیلایی,6,علمداری,,
06,خوزستان,13,مسجدسلیمان,05,عنبر,0002,ذیلایی,6,قلعه راک,,
06,خوزستان,13,مسجدسلیمان,05,عنبر,0002,ذیلایی,6,قلعه شیاس,,
06,خوزستان,13,مسجدسلیمان,05,عنبر,0002,ذیلایی,6,کنجدکار,,
06,خوزستان,13,مسجدسلیمان,05,عنبر,0002,ذیلایی,6,کوشک خلف تلخاب سوره,,
06,خوزستان,13,مسجدسلیمان,05,عنبر,0002,ذیلایی,6,کوشک خلف یداله,,
06,خوزستان,13,مسجدسلیمان,05,عنبر,0002,ذیلایی,6,گزستان,,
06,خوزستان,13,مسجدسلیمان,05,عنبر,0002,ذیلایی,6,گلستان,,
06,خوزستان,13,مسجدسلیمان,05,عنبر,0002,ذیلایی,6,گندم ریز,,
06,خوزستان,13,مسجدسلیمان,05,عنبر,0002,ذیلایی,6,لیله,,
06,خوزستان,13,مسجدسلیمان,05,عنبر,0002,ذیلایی,6,لارم,,
06,خوزستان,13,مسجدسلیمان,05,عنبر,0002,ذیلایی,6,هادی,,
06,خوزستان,13,مسجدسلیمان,05,عنبر,0002,ذیلایی,6,پتروشیمی مسجد سلیمان,,
06,خوزستان,13,مسجدسلیمان,05,عنبر,0002,ذیلایی,6,کارخانه آلومینیوم کاوه,,
06,خوزستان,14,شوش,02,مرکزی,0001,بن معلی,6,بیضه,,
06,خوزستان,14,شوش,02,مرکزی,0001,بن معلی,6,جریه سید موسی,,
06,خوزستان,14,شوش,02,مرکزی,0001,بن معلی,6,چیچالی احمد,,
06,خوزستان,14,شوش,02,مرکزی,0001,بن معلی,6,حمد آباد,,
06,خوزستان,14,شوش,02,مرکزی,0001,بن معلی,6,خارکوب,,
06,خوزستان,14,شوش,02,مرکزی,0001,بن معلی,6,خیر آباد,,
06,خوزستان,14,شوش,02,مرکزی,0001,بن معلی,6,خیر آباد ثانی,,
06,خوزستان,14,شوش,02,مرکزی,0001,بن معلی,6,داوود آباد,,
06,خوزستان,14,شوش,02,مرکزی,0001,بن معلی,6,رداده,,
06,خوزستان,14,شوش,02,مرکزی,0001,بن معلی,6,سید عدنان,,
06,خوزستان,14,شوش,02,مرکزی,0001,بن معلی,6,سید موسی,,
06,خوزستان,14,شوش,02,مرکزی,0001,بن معلی,6,فرحیه,,
06,خوزستان,14,شوش,02,مرکزی,0001,بن معلی,6,عنبریه,,
06,خوزستان,14,شوش,02,مرکزی,0001,بن معلی,6,قلعه بابو,,
06,خوزستان,14,شوش,02,مرکزی,0001,بن معلی,6,قلعه نصیر,,
06,خوزستان,14,شوش,02,مرکزی,0001,بن معلی,6,کافه بهروی,,
06,خوزستان,14,شوش,02,مرکزی,0001,بن معلی,6,مرادآباد,,
06,خوزستان,14,شوش,02,مرکزی,0001,بن معلی,6,پادگان شهید حسن درویشی,,
06,خوزستان,14,شوش,02,مرکزی,0001,بن معلی,6,دفتر کوره های بنیاد مسکن,,
06,خوزستان,14,شوش,02,مرکزی,0001,بن معلی,6,غیب بن علی,,
06,خوزستان,14,شوش,02,مرکزی,0001,بن معلی,6,ماسه شویی جم,,
06,خوزستان,14,شوش,02,مرکزی,0001,بن معلی,6,سید جمال الدین اسدآبادی,,
06,خوزستان,14,شوش,02,مرکزی,0003,حسین آباد,6,احمدمولا,,
06,خوزستان,14,شوش,02,مرکزی,0003,حسین آباد,6,ایستگاه راه آهن شوش,,
06,خوزستان,14,شوش,02,مرکزی,0003,حسین آباد,6,ایستگاه راه آهن هفت تپه,,
06,خوزستان,14,شوش,02,مرکزی,0003,حسین آباد,6,جریه سید محمد,,
06,خوزستان,14,شوش,02,مرکزی,0003,حسین آباد,6,جوی مجید,,
06,خوزستان,14,شوش,02,مرکزی,0003,حسین آباد,6,چغازنبیل,,
